names
1 w21_4952_lopenr_person
2 lopenr_familie
3 lopenr_hush
4 famtype
5 regstat_personkode
6 regstat_famtyp
7 parstatus
8 antpers_i_regstat_famnr
9 barn3_i_fam
10 barn_i_regstat_famnr
11 regstat_hushtyp
12 antregstat_famnr_i_hushnr
13 pers_i_hushnr
14 barn
15 pers17min_i_hushnr
16 pers18plus_i_hushnr
17 barn3_i_hush
18 barn_i_hush
19 ant_sosken
20 soskenkode
21 foreldrekode
22 vekt_person
23 vekt_familie
24 vekt_hush
25 kommnr
26 bydel
