names
1 w21_4952_lopenr_person
2 famtype_1987
3 famtype_1988
4 famtype_1989
5 famtype_1990
6 famtype_1991
7 famtype_1992
8 famtype_1993
9 famtype_1994
10 famtype_1995
11 famtype_1996
12 famtype_1997
13 famtype_1998
14 famtype_1999
15 famtype_2000
16 famtype_2001
17 famtype_2002
18 famtype_2003
19 famtype_2004
20 famtype_2005
21 famtype_2006
22 famtype_2007
23 famtype_2008
24 famtype_2009
25 famtype_2010
26 famtype_2011
27 famtype_2012
28 famtype_2013
