SEX	ANTISOCS	MATERS	CONVENS	ANTISOCO	MATERO	CONVENO	AGE
0	1.77777779102325	2.33333325386047	3.59999990463257	2	2.66666674613953	2.59999990463257	18.3920097351074
1	1.33333337306976	3	3.20000004768372	2.55555558204651	3	3	14.0394973754883
1	1.22222220897675	3	3.20000004768372	2	3	2.40000009536743	12.6392698287964
0	2.44444441795349	3.66666674613953	3	3.66666674613953	3.66666674613953	2.20000004768372	13.7171230316162
0	1.55555558204651	3.33333325386047	3.79999995231628	3.66666674613953	3.33333325386047	2.79999995231628	15.3481731414795
1	1.22222220897675	2.66666674613953	3	2.22222232818604	2.66666674613953	2.40000009536743	15.3086757659912
1	1.11111116409302	3	4	1.22222220897675	2.66666674613953	3.59999990463257	11.8755712509155
0	1.33333337306976	2.66666674613953	3.40000009536743	1.44444441795349	3	3.20000004768372	11.8399543762207
1	1.44444441795349	1.33333337306976	4	2.77777767181397	3.66666674613953	2.59999990463257	15.0805940628052
0	1.33333337306976	2.33333325386047	3.79999995231628	3.66666674613953	3.33333325386047	2.20000004768372	14.9945201873779
1	1.77777779102325	2.66666674613953	3.20000004768372	2.66666674613953	3.33333325386047	3	17.2089042663574
0	2.11111116409302	2	3.59999990463257	2.77777767181397	2.66666674613953	2	12.9863014221191
0	1.88888883590698	3	3.20000004768372	3.11111116409302	2.66666674613953	2.40000009536743	19.5121002197266
0	2.22222232818604	2.66666674613953	3.59999990463257	2.44444441795349	3.33333325386047	3.20000004768372	19.0614147186279
0	1.88888883590698	2	3	2.22222232818604	2.33333325386047	2.59999990463257	19.0817356109619
1	2.33333325386047	3	2.79999995231628	2.55555558204651	2.66666674613953	3	19.3700904846191
0	2.55555558204651	2.33333325386047	2.79999995231628	2.11111116409302	2.33333325386047	3	17.5038814544678
0	1.88888883590698	2.66666674613953	3.59999990463257	3.33333325386047	3	2.79999995231628	15.4205474853516
1	1.33333337306976	2	3.79999995231628	3.77777767181397	2.66666674613953	2	19.225341796875
0	2.22222232818604	2.33333325386047	3	2.22222232818604	2.33333325386047	2.79999995231628	18.0981731414795
0	1.33333337306976	3	3	2.66666674613953	4	2.79999995231628	15.1063928604126
1	1.66666662693024	3	2.79999995231628	3	3	2.59999990463257	16.5504570007324
0	1.33333337306976	3.33333325386047	3.40000009536743	1.77777779102325	4	3	10.3755712509155
1	1.88888883590698	3.66666674613953	3	1.88888883590698	4	2.79999995231628	11.4205474853516
1	1.33333337306976	2.66666674613953	3	1.22222220897675	2.33333325386047	2.79999995231628	13.411187171936
0	1.33333337306976	3	3.79999995231628	2.11111116409302	2	2.79999995231628	11.2253427505493
0	1.77777779102325	3.33333325386047	3.59999990463257	1.66666662693024	3.33333325386047	3.59999990463257	10.7894973754883
1	1.22222220897675	2	3.20000004768372	1.77777779102325	2.66666674613953	3	13.1529684066772
0	1	4	4	2.22222232818604	3.33333325386047	2.59999990463257	18.4315071105957
0	2.11111116409302	3	3.79999995231628	2.22222232818604	3	1.79999995231628	11
1	1.11111116409302	3.66666674613953	3.79999995231628	1.22222220897675	3.33333325386047	3.59999990463257	11.2308216094971
1	1	3.33333325386047	3.40000009536743	1.22222220897675	3	3.20000004768372	11.0394973754883
0	1.44444441795349	2.33333325386047	3.59999990463257	1.88888883590698	3	3	11.2840185165405
1	2	2.33333325386047	4	2.11111116409302	3.66666674613953	3.20000004768372	18.3810501098633
0	1.44444441795349	2.66666674613953	3.79999995231628	2.88888883590698	3.33333325386047	2.20000004768372	18.1842460632324
1	1.22222220897675	2.66666674613953	3.40000009536743	1.33333337306976	2.66666674613953	3.79999995231628	10.9780826568604
0	1.22222220897675	3	3.20000004768372	1.88888883590698	4	2.40000009536743	11.9002285003662
1	1.22222220897675	2.33333325386047	3.20000004768372	1.11111116409302	2.33333325386047	3.40000009536743	12.1639270782471
1	1.11111116409302	3.33333325386047	3.79999995231628	1.77777779102325	3	3.20000004768372	12.3426942825317
0	1.33333337306976	2.66666674613953	3.79999995231628	1	3	3.59999990463257	10.8618717193604
0	1.88888883590698	3.33333325386047	3.20000004768372	2.55555558204651	3.33333325386047	3	16.4972610473633
1	2.88888883590698	3	3	3.33333325386047	3.33333325386047	3	18.2006855010986
0	1.88888883590698	2.33333325386047	3.40000009536743	2.66666674613953	2.66666674613953	2.59999990463257	18.9479446411133
0	1.66666662693024	2	3.59999990463257	1.66666662693024	3	3.59999990463257	18.8591327667236
1	1.77777779102325	3	2.79999995231628	2.88888883590698	3.33333325386047	1.79999995231628	17.225341796875
1	1.55555558204651	2	3.20000004768372	2.44444441795349	3	1.79999995231628	18.9139270782471
0	1.11111116409302	2.66666674613953	3.79999995231628	2.44444441795349	3	2.59999990463257	10.069634437561
1	1.11111116409302	2.33333325386047	3.40000009536743	1.55555558204651	2	3.40000009536743	10.1979455947876
0	1.55555558204651	4	3	3.66666674613953	3	2	14.9424657821655
1	1.33333337306976	4	3	2.33333325386047	3	2.20000004768372	13.4205474853516
0	1.55555558204651	3.33333325386047	3.20000004768372	3.66666674613953	3.33333325386047	2.20000004768372	13.2703199386597
0	1.33333337306976	2.66666674613953	3.20000004768372	2.66666674613953	3	3.20000004768372	15.4315071105957
1	1.77777779102325	3.33333325386047	3.20000004768372	2.66666674613953	3.66666674613953	2.59999990463257	11
0	1.11111116409302	2.33333325386047	3.40000009536743	2.55555558204651	4	3	11.1009130477905
0	1.55555558204651	2.66666674613953	3.59999990463257	2.33333325386047	4	3.40000009536743	15.6705474853516
0	1.22222220897675	3.66666674613953	3.59999990463257	2.77777767181397	2.33333325386047	3.20000004768372	19
1	1.22222220897675	3.33333325386047	3.79999995231628	1.11111116409302	3.33333325386047	4	9.48904132843018
1	1.88888883590698	3.66666674613953	3.20000004768372	2.55555558204651	4	2.40000009536743	10.6009130477905
1	1.33333337306976	3	3.79999995231628	1	3.33333325386047	3.79999995231628	12.3086757659912
1	1.77777779102325	2	3	2.44444441795349	2	2.20000004768372	19.1310501098633
1	1	2.66666674613953	3.40000009536743	1.22222220897675	3.33333325386047	2.79999995231628	18.9643840789795
0	1.33333337306976	3.33333325386047	3	1.88888883590698	3	2.20000004768372	13.9369859695435
1	1.22222220897675	3	3.59999990463257	1.55555558204651	3	3	14.9753427505493
0	1.22222220897675	4	3.40000009536743	2.11111116409302	3.66666674613953	2.40000009536743	18.4945201873779
0	2.11111116409302	2.33333325386047	4	2.55555558204651	3.33333325386047	3.40000009536743	15.655707359314
0	1.22222220897675	3.66666674613953	3.59999990463257	2.77777767181397	2.33333325386047	3.20000004768372	16.0817356109619
1	2.77777767181397	3.66666674613953	2.79999995231628	3.33333325386047	4	3	13.2511415481567
0	1.11111116409302	2.66666674613953	3.79999995231628	1	3.33333325386047	3.59999990463257	11
0	1.22222220897675	3	3.79999995231628	2.22222232818604	3.66666674613953	3.40000009536743	13.8509130477905
0	1.22222220897675	2.66666674613953	3.79999995231628	3.33333325386047	3.33333325386047	3.20000004768372	16.2445201873779
1	2	2.33333325386047	3.40000009536743	3.11111116409302	2.33333325386047	2.79999995231628	17.3974876403809
1	2.11111116409302	2	3.20000004768372	2.77777767181397	3	2.59999990463257	15.7785387039185
0	2	4	3	3	3	2.79999995231628	17.8223743438721
1	2.77777767181397	4	3.40000009536743	3.44444441795349	3.66666674613953	3.20000004768372	15.3114156723022
1	1.33333337306976	3.33333325386047	3.20000004768372	3.44444441795349	2.33333325386047	2.59999990463257	16.1146125793457
1	1.22222220897675	4	3.79999995231628	2.77777767181397	4	2.79999995231628	10.0614156723022
0	1.88888883590698	3	2.59999990463257	2.22222232818604	3.33333325386047	3.40000009536743	10.161187171936
0	1.11111116409302	2.66666674613953	3.40000009536743	2.88888883590698	4	2	12.6760272979736
1	2	4	3.59999990463257	2.77777767181397	4	3	13.2593603134155
0	2.11111116409302	2	2.59999990463257	3.55555558204651	2.66666674613953	1.79999995231628	13.31689453125
1	1.66666662693024	2.66666674613953	2	1.66666662693024	3.33333325386047	2.59999990463257	14.7445201873779
1	1.77777779102325	4	4	3.22222232818604	2.66666674613953	2.79999995231628	10.9342470169067
0	1.22222220897675	2.66666674613953	3.40000009536743	1.66666662693024	2.66666674613953	3	13.0257987976074
0	1.55555558204651	3	2.40000009536743	2.88888883590698	3.33333325386047	3	12.4945201873779
1	1.66666662693024	3.33333325386047	3.40000009536743	2	3	2.79999995231628	13.0230588912964
1	1.66666662693024	3.66666674613953	3.40000009536743	2.33333325386047	3.33333325386047	3.79999995231628	13.4260272979736
1	1.33333337306976	2.33333325386047	2.40000009536743	1.22222220897675	2	3	13.319634437561
0	2.55555558204651	2.66666674613953	2.40000009536743	3.22222232818604	4	2.59999990463257	15.3563928604126
1	2.66666674613953	3	4	2.33333325386047	3	2.59999990463257	9.908447265625
0	1.66666662693024	3.33333325386047	3.40000009536743	1.88888883590698	4	3.40000009536743	9.8399543762207
1	1.44444441795349	3	3	1.77777779102325	3	2.40000009536743	13.6639270782471
0	1.22222220897675	2.33333325386047	3.20000004768372	2.66666674613953	3.66666674613953	3.20000004768372	11.5340185165405
0	1.22222220897675	3.66666674613953	2.40000009536743	2.88888883590698	3.66666674613953	2.20000004768372	13.2061643600464
1	1.33333337306976	2.33333325386047	3.59999990463257	1.66666662693024	2	2.79999995231628	11.5614156723022
1	2.55555558204651	3.66666674613953	3.79999995231628	3.33333325386047	4	3.20000004768372	19.0148410797119
0	1.22222220897675	3	3.59999990463257	2	3.33333325386047	3.20000004768372	14.8755712509155
0	2.22222232818604	2.66666674613953	3.40000009536743	3.44444441795349	3.33333325386047	3.20000004768372	17.1787662506104
0	1.55555558204651	3.66666674613953	2.59999990463257	3.44444441795349	3.66666674613953	2.20000004768372	15.6337900161743
0	2.33333325386047	3.66666674613953	3.79999995231628	3	2.33333325386047	2	10
0	1.22222220897675	2	3	2.55555558204651	3.33333325386047	2.40000009536743	12.497260093689
0	1.44444441795349	2.33333325386047	2.79999995231628	1.77777779102325	2.33333325386047	3.79999995231628	10.8892698287964
0	1.88888883590698	3.33333325386047	3.20000004768372	2.66666674613953	3.33333325386047	3	12.6529684066772
1	1	3	3.40000009536743	1	3	3.20000004768372	11.3251142501831
1	1.77777779102325	2.66666674613953	2.79999995231628	1	3	3.20000004768372	16.3278541564941
0	1.11111116409302	2.33333325386047	4	1.22222220897675	2	3.40000009536743	9.80319595336914
1	1.55555558204651	3	3	1.44444441795349	3	2.79999995231628	14.6173515319824
0	1	2.33333325386047	4	1	2.66666674613953	4	14.0257987976074
1	2	3	2.79999995231628	2.33333325386047	3	3.20000004768372	13.6869859695435
0	1.33333337306976	3	3.40000009536743	1.44444441795349	4	3.40000009536743	14.5285387039185
0	2	4	4	1.88888883590698	4	4	10.3536529541016
1	2	3	3	1.66666662693024	2.66666674613953	2.79999995231628	18.6365299224854
0	1.55555558204651	3.33333325386047	2.79999995231628	2	3.33333325386047	3	16.9534244537354
0	1.66666662693024	3	2.79999995231628	2.33333325386047	3	2.59999990463257	18.7675800323486
1	1.77777779102325	3	3.20000004768372	2.33333325386047	3	2.79999995231628	20.6310501098633
0	1.44444441795349	2.33333325386047	3.59999990463257	3.11111116409302	3	2.40000009536743	18.1200904846191
0	1.44444441795349	2.33333325386047	3.20000004768372	2.44444441795349	2.33333325386047	2.40000009536743	16.9205474853516
0	1.33333337306976	2.33333325386047	3.79999995231628	1.88888883590698	3	3.59999990463257	12.6420087814331
0	1.11111116409302	2	3.40000009536743	3.33333325386047	3.33333325386047	1.79999995231628	17.3223743438721
1	1.22222220897675	2.33333325386047	3.40000009536743	1	3	3.59999990463257	18.5477161407471
0	1.11111116409302	2	4	1.44444441795349	2	3.59999990463257	10.1392698287964
0	1.44444441795349	3.33333325386047	4	1.77777779102325	3.33333325386047	3.40000009536743	13.6705474853516
0	1.55555558204651	3	3.40000009536743	1.77777779102325	3	3	15.6787672042847
1	1.55555558204651	2.66666674613953	3.79999995231628	2.11111116409302	3	2.59999990463257	17.7757987976074
1	3	4	4	2.77777767181397	3.66666674613953	3.40000009536743	9.78127861022949
1	1.88888883590698	2.66666674613953	3.79999995231628	1.33333337306976	3	3.59999990463257	10.0175800323486
0	1	3	3.79999995231628	1.66666662693024	3	3.40000009536743	10.4369859695435
1	2.44444441795349	4	3.20000004768372	2.66666674613953	4	3.20000004768372	12.7621002197266
1	1.44444441795349	3.33333325386047	2.59999990463257	2.22222232818604	2.66666674613953	2.79999995231628	12.411187171936
1	1.33333337306976	2	3.59999990463257	1.55555558204651	2	3.20000004768372	12.0312786102295
1	1.11111116409302	2.33333325386047	3.40000009536743	1.11111116409302	2.66666674613953	3	12.6310501098633
0	1.55555558204651	3.33333325386047	3.20000004768372	1.66666662693024	4	2.59999990463257	12.2280826568604
0	1.11111116409302	2.33333325386047	3.59999990463257	2.55555558204651	3	2	13.1787672042847
0	1.66666662693024	2.33333325386047	3.40000009536743	3.55555558204651	3.33333325386047	2.20000004768372	15.8618717193604
1	2.22222232818604	3	2.79999995231628	3.11111116409302	3.66666674613953	2.59999990463257	15.3974885940552
0	1.66666662693024	3.66666674613953	4	4	3.33333325386047	2.79999995231628	18.5899543762207
0	1.55555558204651	3.66666674613953	4	2.22222232818604	3.66666674613953	3.40000009536743	17.9315071105957
0	1.66666662693024	3.33333325386047	3	2.77777767181397	3	2.79999995231628	16.1474876403809
0	1.22222220897675	3.33333325386047	3.40000009536743	1.44444441795349	3.66666674613953	3	17.4780826568604
0	1.11111116409302	2.33333325386047	3.40000009536743	1	2	3.20000004768372	14.1146116256714
0	1.77777779102325	3	3.20000004768372	3.11111116409302	2.66666674613953	2.79999995231628	18.31689453125
0	1	1.66666662693024	3.59999990463257	1.88888883590698	3.33333325386047	3	17.0926933288574
0	3.22222232818604	4	3	3.66666674613953	4	2.59999990463257	16.7894973754883
1	1.88888883590698	3	3.79999995231628	2.88888883590698	3.66666674613953	2.59999990463257	19.6255702972412
0	1.22222220897675	4	3.79999995231628	2.44444441795349	4	3	17.6639270782471
1	1.33333337306976	2.33333325386047	3.40000009536743	2.88888883590698	2.66666674613953	2	17.3947486877441
1	1.66666662693024	3.33333325386047	3.20000004768372	2.22222232818604	3	3.20000004768372	13.8399543762207
0	2.11111116409302	2.66666674613953	3.20000004768372	3	2.66666674613953	2.59999990463257	13.3865299224854
1	1.44444441795349	2	3	1.22222220897675	2	2.79999995231628	12.5340185165405
1	1.22222220897675	2	3.59999990463257	3.22222232818604	3	2	14.405707359314
0	1.22222220897675	4	3.40000009536743	2.22222232818604	4	2.79999995231628	15.2198629379272
0	1.44444441795349	3	2.59999990463257	1.44444441795349	3	3	15.8783102035522
0	1.66666662693024	3.33333325386047	3.20000004768372	1.33333337306976	4	3.20000004768372	18.4534244537354
1	2.22222232818604	2	2.40000009536743	2.33333325386047	3	2.59999990463257	11.2922372817993
1	1.44444441795349	2.33333325386047	3.59999990463257	2.66666674613953	2.66666674613953	3	16.4534244537354
1	1.77777779102325	2.33333325386047	2.79999995231628	2.55555558204651	3.33333325386047	2.59999990463257	17.8086757659912
0	1.44444441795349	3	3.59999990463257	3	3.66666674613953	3.20000004768372	16.7417812347412
1	1.33333337306976	2.33333325386047	2.59999990463257	3	3.66666674613953	2.20000004768372	17.6787662506104
0	1.88888883590698	3.33333325386047	3.20000004768372	2.44444441795349	3.33333325386047	2.40000009536743	17.4616432189941
1	2.33333325386047	3.66666674613953	3	3	4	2.79999995231628	16.4002285003662
1	1.44444441795349	2.33333325386047	3	1.44444441795349	2.66666674613953	2.79999995231628	17.3646125793457
0	1.55555558204651	3.66666674613953	3	2.66666674613953	3.33333325386047	2.79999995231628	17.7675800323486
1	1.77777779102325	3.33333325386047	3.40000009536743	2.11111116409302	4	2.79999995231628	13.7977170944214
0	1.33333337306976	2.66666674613953	3.20000004768372	2.88888883590698	3.33333325386047	2.40000009536743	13.6952056884766
1	1.77777779102325	2.66666674613953	3.20000004768372	2.33333325386047	2.66666674613953	2.79999995231628	13.6392698287964
0	2	3.66666674613953	4	2.44444441795349	4	3.79999995231628	19.6678085327148
1	2	2.66666674613953	3.20000004768372	3	3.33333325386047	3.20000004768372	17.6036529541016
0	1.33333337306976	3	3.59999990463257	3.22222232818604	3.33333325386047	2.59999990463257	13.3947486877441
0	2	3	3.59999990463257	2.88888883590698	3.33333325386047	3.59999990463257	14.5805940628052
1	1.44444441795349	2.33333325386047	3.59999990463257	1.44444441795349	2.33333325386047	3.79999995231628	10.9671230316162
0	1.11111116409302	3	3.59999990463257	1.33333337306976	3	3.20000004768372	16.7061653137207
0	2.22222232818604	2	3.20000004768372	3.11111116409302	2.33333325386047	2.59999990463257	10.4029684066772
0	1.11111116409302	3.33333325386047	3.40000009536743	1	3	3.20000004768372	12.6310501098633
0	1.55555558204651	3.33333325386047	2.79999995231628	2.88888883590698	3.66666674613953	2.79999995231628	15.0641555786133
1	1.77777779102325	2.66666674613953	3	2.55555558204651	2.66666674613953	2.59999990463257	13.7417812347412
0	2.22222232818604	2.66666674613953	3.40000009536743	2.55555558204651	3	2.59999990463257	15.7253427505493
1	1.77777779102325	2.33333325386047	3.40000009536743	2.77777767181397	3.33333325386047	3.20000004768372	18.4452056884766
0	1.22222220897675	2.66666674613953	3.59999990463257	1.77777779102325	3.33333325386047	3	14.4780826568604
0	1.33333337306976	3.33333325386047	3.79999995231628	2.88888883590698	4	3.20000004768372	13.9808216094971
1	2.11111116409302	3.66666674613953	2.40000009536743	2.11111116409302	3.66666674613953	2.40000009536743	17.408447265625
0	1.22222220897675	2	3.79999995231628	1.88888883590698	3.33333325386047	2.59999990463257	10.6842470169067
0	3.44444441795349	2.66666674613953	3.20000004768372	2.66666674613953	2.66666674613953	2.79999995231628	10.6924657821655
1	1.33333337306976	2.33333325386047	3.20000004768372	1.44444441795349	3	3.40000009536743	13.0203199386597
0	1.66666662693024	3.33333325386047	3.79999995231628	1.88888883590698	3.33333325386047	3.79999995231628	10.7566213607788
1	1.55555558204651	2	4	1.44444441795349	2.66666674613953	4	11.0586757659912
0	2.11111116409302	3.66666674613953	3.40000009536743	2.22222232818604	3.33333325386047	2.79999995231628	18.0230598449707
1	2.11111116409302	2.66666674613953	2.79999995231628	2.66666674613953	2.66666674613953	2.20000004768372	13.9808216094971
