    0.924600    1.916700    0.100000
    1.443300   -0.884500    0.060000
    0.981600   -0.221000    0.190000
    1.084800   -1.426900    0.250000
    1.567000    2.068400    0.090000
    0.636900    0.043200    0.240000
    0.651700    0.489400    0.170000
    1.004000   -0.374300    0.330000
    0.687700    0.868700    0.170000
    0.985700   -1.155600    0.300000
    0.985800    0.783100    0.080000
    1.424300    0.202500    0.200000
    0.847000    1.275400    0.190000
    1.555600   -1.053600    0.330000
    0.876400   -0.362000    0.130000
    1.284600    0.383400    0.230000
    0.674200    0.592100    0.130000
    0.571300    1.242800    0.120000
    0.692100   -0.033600    0.130000
    1.099000   -0.249200    0.210000
    1.593800   -0.276000    0.250000
