id i1 i2 i3 i4 i5 i6 i7 X
774 0 1 1 1 0 1 0 4
775 1 1 1 1 0 1 1 6
776 1 1 1 1 1 1 0 6
777 1 1 0 1 1 0 1 5
778 1 1 1 0 0 1 0 4
779 1 1 1 1 1 0 0 5
780 1 1 1 1 1 1 0 6
781 1 1 1 1 1 1 1 7
782 1 1 0 1 0 1 0 4
783 1 1 1 0 0 1 1 5
784 1 1 1 1 1 0 1 6
785 1 1 0 1 0 0 1 4
786 1 1 0 1 1 0 1 5
787 1 1 0 1 1 1 0 5
788 1 1 1 0 1 1 0 5
789 1 1 1 1 1 0 0 5
790 0 1 0 1 1 1 1 5
791 1 1 1 1 0 1 0 5
792 1 1 1 0 1 1 0 5
793 1 1 0 0 1 0 0 3
794 1 0 1 1 0 1 0 4
795 1 1 1 1 1 0 1 6
796 1 1 1 1 1 1 0 6
797 1 1 1 1 1 1 1 7
798 1 1 1 1 0 1 0 5
799 1 1 1 1 0 1 0 5
800 1 1 1 1 1 1 0 6
801 1 1 1 1 1 0 1 6
802 1 1 1 0 1 1 1 6
803 1 1 1 1 1 0 1 6
804 1 1 1 1 1 1 1 7
805 1 1 0 1 1 0 0 4
806 1 1 1 1 0 1 0 5
807 1 1 1 1 0 1 0 5
808 1 1 1 1 1 1 1 7
809 1 1 1 1 0 1 1 6
810 1 1 1 1 1 0 0 5
811 1 1 1 1 0 0 1 5
812 1 1 1 1 0 1 1 6
813 1 1 1 1 0 0 0 4
814 1 1 1 1 1 1 1 7
815 1 1 1 1 0 0 1 5
816 1 1 0 1 1 0 0 4
817 1 1 0 1 1 0 0 4
818 1 0 1 1 1 1 0 5
819 1 1 1 1 0 1 0 5
820 1 1 1 1 1 0 1 6
821 1 1 1 1 0 0 1 5
822 1 1 1 1 1 0 0 5
823 1 1 1 1 1 0 1 6
824 1 1 0 1 0 1 1 5
825 1 1 0 1 0 0 0 3
826 1 1 0 1 1 1 0 5
827 1 1 0 1 1 0 1 5
828 0 0 0 0 0 0 0 0
829 1 0 0 0 0 0 0 1
830 0 1 0 0 0 0 0 1
831 0 1 0 1 0 0 0 2
832 0 0 0 0 1 0 0 1
833 0 1 0 0 0 0 0 1
834 0 0 0 0 0 0 0 0
835 0 0 1 0 0 0 0 1
836 0 0 0 0 0 0 0 0
837 0 0 0 0 0 0 0 0
838 0 0 0 0 0 0 0 0
839 0 0 0 0 0 0 0 0
840 1 1 1 0 0 0 0 3
841 1 0 0 0 0 0 0 1
842 0 1 0 0 0 0 0 1
843 0 0 0 0 0 0 0 0
844 0 0 0 0 0 0 0 0
845 0 0 0 0 0 0 0 0
846 1 0 1 0 0 0 0 2
847 0 0 0 0 0 0 0 0
848 0 0 0 0 0 0 0 0
849 0 0 0 0 0 0 0 0
850 0 1 0 0 0 0 0 1
851 1 0 0 0 0 0 0 1
852 1 0 0 0 0 0 0 1
853 0 0 0 0 0 0 0 0
854 0 0 0 0 0 0 0 0
855 0 0 0 1 0 0 0 1
856 0 1 0 0 0 0 0 1
857 1 0 1 0 0 0 0 2
858 0 0 0 0 0 0 0 0
859 1 1 0 0 0 0 0 2
860 0 0 1 0 0 0 0 1
861 0 0 0 0 0 0 0 0
862 0 0 1 0 0 0 0 1
863 0 0 0 0 0 0 0 0
864 1 0 1 1 0 0 0 3
865 1 1 0 1 0 0 0 3
866 0 1 1 0 0 0 0 2
867 0 0 0 1 0 0 0 1
868 0 0 0 1 0 0 0 1
869 0 1 0 1 0 0 0 2
870 1 1 0 0 0 0 0 2
871 0 1 1 0 0 0 0 2
872 1 0 0 1 0 0 0 2
873 1 1 1 1 0 0 0 4
874 0 0 0 0 0 0 0 0
875 1 0 1 0 0 0 0 2
876 0 0 0 0 0 0 0 0
877 1 0 0 0 0 0 0 1
878 1 1 1 0 0 0 0 3
879 0 1 0 1 0 0 1 3
880 1 0 0 0 0 0 0 1
881 0 0 0 0 0 0 0 0
882 1 0 1 1 0 0 0 3
883 1 0 0 0 0 0 0 1
884 0 1 0 0 0 0 0 1
885 1 0 1 1 0 0 0 3
886 1 1 1 0 0 0 0 3
887 1 1 1 0 0 0 0 3
888 1 1 0 1 0 0 0 3
889 1 0 1 1 0 0 0 3
890 0 0 0 1 0 0 0 1
891 1 1 0 0 0 0 0 2
892 1 0 0 0 0 0 0 1
893 1 1 0 0 0 0 0 2
894 0 1 0 0 0 0 0 1
895 1 0 0 1 0 1 0 3
896 1 0 0 0 0 0 0 1
897 1 0 1 1 0 0 0 3
898 1 0 1 0 0 0 0 2
899 0 0 0 0 0 0 0 0
900 1 0 0 0 0 0 0 1
901 0 0 0 0 0 0 0 0
902 1 0 1 0 0 1 0 3
903 1 0 0 0 0 0 0 1
904 1 0 0 0 0 0 0 1
905 1 1 0 0 0 0 1 3
906 1 1 0 0 0 0 0 2
907 1 1 0 0 0 0 0 2
908 1 0 1 0 1 0 0 3
909 1 0 0 0 0 0 0 1
910 0 1 0 0 0 1 0 2
911 0 1 0 0 0 0 0 1
912 1 1 1 0 0 0 0 3
913 0 1 0 0 0 0 0 1
914 1 0 1 0 0 0 0 2
915 0 0 1 0 0 0 0 1
916 1 1 0 1 0 0 0 3
917 1 0 0 0 0 0 0 1
918 1 1 1 1 0 0 0 4
919 0 0 0 0 0 0 0 0
920 1 0 0 0 0 0 0 1
921 1 0 0 1 0 0 0 2
922 1 1 0 0 1 0 0 3
923 0 0 0 0 0 0 0 0
924 1 1 0 1 0 0 0 3
925 0 0 1 0 0 0 0 1
926 0 0 1 0 1 0 0 2
927 0 0 0 0 0 0 0 0
928 0 1 0 0 0 0 0 1
929 0 0 1 0 0 0 0 1
930 1 0 0 1 0 0 0 2
931 1 1 0 1 1 0 0 4
932 1 0 0 0 0 0 0 1
933 1 0 0 1 0 0 0 2
934 1 0 0 0 1 1 0 3
935 0 0 1 0 0 0 0 1
936 0 0 1 0 0 0 0 1
937 0 1 0 0 0 0 0 1
938 0 0 0 0 0 0 0 0
939 1 1 0 0 0 0 0 2
940 0 0 0 0 0 0 0 0
941 1 0 0 0 0 0 0 1
942 1 1 0 0 0 0 0 2
943 1 0 1 0 0 0 0 2
944 0 1 0 0 1 0 0 2
945 1 0 0 0 0 1 0 2
946 0 0 0 0 0 0 0 0
947 1 1 1 0 0 1 1 5
948 0 0 1 0 0 0 0 1
949 1 0 0 0 0 0 0 1
950 1 1 0 0 1 0 0 3
951 1 1 0 1 0 0 0 3
952 1 0 1 0 0 0 0 2
953 1 1 1 1 0 0 0 4
954 0 0 0 0 0 0 0 0
955 0 0 0 0 1 0 0 1
956 1 0 0 0 1 0 0 2
957 1 1 0 0 0 0 0 2
958 1 1 1 0 1 0 0 4
959 1 1 0 0 0 0 0 2
960 1 1 1 0 1 0 0 4
961 1 0 1 1 0 0 0 3
962 1 1 0 0 0 1 0 3
963 1 0 0 1 0 0 0 2
964 1 0 0 0 0 0 0 1
965 1 1 0 0 1 0 0 3
966 1 1 1 0 0 0 0 3
967 1 1 0 0 0 0 0 2
968 0 1 0 0 1 0 0 2
969 1 0 1 1 0 0 0 3
970 0 0 0 1 0 0 0 1
971 0 1 1 0 0 0 0 2
972 1 0 0 0 0 0 0 1
973 1 0 0 0 0 0 0 1
974 1 0 1 0 0 0 0 2
975 1 0 0 0 0 0 0 1
976 0 0 1 1 0 0 0 2
977 1 1 0 0 0 1 0 3
978 1 1 0 0 0 0 0 2
979 0 1 1 0 0 0 0 2
980 0 1 0 0 0 0 0 1
981 0 1 0 0 0 0 0 1
982 0 1 0 0 0 0 0 1
983 0 1 0 0 0 0 0 1
984 1 0 1 0 0 0 0 2
985 1 0 0 0 0 0 0 1
986 1 0 0 0 0 0 0 1
987 1 0 1 0 0 0 0 2
988 0 0 0 0 0 0 0 0
989 1 1 0 0 0 0 0 2
990 1 1 1 0 0 0 0 3
991 0 0 0 0 0 0 0 0
992 1 1 0 0 0 0 0 2
993 1 0 0 0 0 1 0 2
994 1 0 0 0 0 0 0 1
995 0 1 1 0 0 0 0 2
996 1 0 0 0 0 0 0 1
997 1 1 0 1 0 0 0 3
998 1 0 0 0 0 0 0 1
999 0 0 0 0 1 0 0 1
1000 1 0 1 1 1 0 0 4
1001 1 0 1 0 0 0 0 2
1002 1 0 1 0 0 0 0 2
1003 1 0 1 0 0 0 0 2
1004 0 1 0 0 1 0 0 2
1005 0 1 1 0 0 0 0 2
1006 1 0 0 0 0 0 0 1
1007 1 1 0 1 0 0 0 3
1008 0 0 1 0 1 0 0 2
1009 0 1 0 0 0 0 0 1
1010 1 0 0 0 0 0 1 2
1011 1 0 1 0 0 0 0 2
1012 1 1 1 0 0 1 0 4
1013 0 0 1 1 0 1 0 3
1014 1 0 0 0 0 0 0 1
1015 1 1 1 0 1 0 0 4
1016 0 1 0 1 0 0 1 3
1017 0 1 0 1 0 0 1 3
1018 0 1 0 0 0 0 0 1
1019 0 0 1 0 0 0 0 1
1020 1 1 0 0 0 0 0 2
1021 0 0 0 0 0 0 0 0
1022 1 1 0 0 0 1 0 3
1023 0 0 0 0 0 0 1 1
1024 0 1 0 0 0 0 0 1
1025 1 0 0 0 0 0 0 1
1026 0 1 0 0 0 0 0 1
1027 1 0 0 0 0 0 0 1
1028 1 1 0 1 0 0 0 3
1029 0 1 1 1 0 0 0 3
1030 0 1 0 0 0 0 0 1
1031 0 1 1 0 0 0 0 2
1032 0 1 1 1 0 0 0 3
1033 0 1 1 0 1 0 0 3
1034 1 1 1 0 0 0 0 3
1035 1 1 1 0 0 0 0 3
1036 1 0 0 1 0 0 1 3
1037 0 0 0 1 0 0 0 1
1038 1 1 1 0 0 0 0 3
1039 0 1 0 0 0 1 0 2
1040 1 1 0 1 1 0 0 4
1041 1 1 0 1 1 0 0 4
1042 1 1 0 0 0 0 0 2
1043 0 1 0 0 0 1 0 2
1044 1 1 0 0 0 0 0 2
1045 0 0 0 1 0 0 0 1
1046 0 1 1 0 0 0 0 2
1047 0 0 0 0 0 0 0 0
1048 1 0 1 0 0 0 0 2
1049 1 1 0 1 0 0 0 3
1050 0 0 0 0 1 0 0 1
1051 1 0 0 0 0 0 0 1
1052 1 1 0 0 0 0 0 2
1053 0 0 1 1 0 0 0 2
1054 1 0 0 0 0 0 0 1
1055 1 0 1 0 0 0 0 2
1056 1 0 0 1 0 0 0 2
1057 0 1 1 0 0 0 0 2
1058 0 0 1 1 1 0 0 3
1059 0 1 1 0 1 0 0 3
1060 0 0 0 0 0 0 0 0
1061 0 0 1 0 0 0 0 1
1062 1 1 0 0 1 0 0 3
1063 0 1 0 0 0 0 0 1
1064 0 0 0 1 0 0 0 1
1065 0 0 1 0 0 0 0 1
1066 0 1 0 0 0 0 0 1
1067 1 1 0 0 1 0 0 3
1068 1 0 1 0 0 0 0 2
1069 0 1 1 0 0 0 0 2
1070 0 0 1 0 0 0 0 1
1071 0 1 0 0 1 0 0 2
1072 0 0 0 1 0 0 0 1
1073 1 1 1 0 0 0 0 3
1074 1 0 1 1 0 0 0 3
1075 1 0 0 0 0 0 0 1
1076 1 1 0 0 0 0 0 2
1077 1 0 1 0 0 0 0 2
1078 0 1 1 1 1 0 0 4
1079 0 1 0 0 0 0 0 1
1080 1 1 0 0 0 0 0 2
1081 1 1 0 1 0 0 1 4
1082 1 0 1 0 0 0 1 3
1083 1 1 1 1 0 0 0 4
1084 1 0 1 0 0 0 0 2
1085 0 0 0 1 0 0 0 1
1086 1 0 0 1 0 0 0 2
1087 1 1 0 0 0 0 0 2
1088 0 1 1 0 1 1 1 5
1089 0 1 0 0 1 0 0 2
1090 1 1 0 1 0 0 0 3
1091 0 0 0 0 0 0 0 0
1092 0 1 1 1 0 0 0 3
1093 1 0 0 1 0 0 0 2
1094 0 1 0 0 0 0 0 1
1095 0 0 0 0 0 0 0 0
1096 0 1 0 0 0 0 0 1
1097 1 1 1 0 0 0 0 3
1098 0 0 0 0 1 0 0 1
1099 1 0 0 0 0 0 0 1
1100 1 1 0 0 0 0 0 2
1101 1 0 1 0 0 0 1 3
1102 0 0 1 1 0 0 0 2
1103 1 0 0 0 0 0 0 1
1104 1 1 0 0 0 0 0 2
1105 1 1 0 0 0 0 0 2
1106 0 1 0 0 0 0 0 1
1107 1 1 1 0 0 0 0 3
1108 0 1 0 0 0 0 0 1
1109 0 0 0 0 0 0 0 0
1110 1 1 1 0 0 0 0 3
1111 1 0 0 0 0 0 0 1
1112 1 1 0 1 0 0 0 3
1113 1 0 1 1 1 0 0 4
1114 0 1 1 0 0 0 0 2
1115 1 1 0 0 0 0 0 2
1116 1 0 0 0 0 0 0 1
1117 1 0 0 0 0 0 0 1
1118 1 0 0 0 1 0 1 3
1119 1 0 1 1 0 0 0 3
1120 1 0 0 0 0 0 0 1
1121 0 0 0 0 0 0 0 0
1122 1 1 0 0 0 0 0 2
1123 0 0 1 0 0 0 0 1
1124 1 1 0 0 0 0 0 2
1125 0 1 0 0 0 0 0 1
1126 1 1 0 0 1 0 0 3
1127 1 1 1 0 0 0 0 3
1128 0 1 0 0 0 0 0 1
1129 0 0 1 0 0 0 0 1
1130 0 0 0 0 0 0 0 0
1131 1 1 1 0 0 0 0 3
1132 1 1 1 0 0 0 0 3
1133 0 1 1 0 0 0 0 2
1134 1 1 0 0 0 1 0 3
1135 1 1 0 0 0 0 0 2
1136 1 1 1 1 1 0 0 5
1137 1 0 0 0 0 1 0 2
1138 1 0 1 0 0 1 0 3
1139 1 0 0 1 0 0 0 2
1140 1 0 0 0 0 0 0 1
1141 1 0 0 0 0 0 0 1
1142 1 1 0 0 1 0 0 3
1143 0 1 0 0 0 0 0 1
1144 1 0 1 0 0 0 0 2
1145 1 0 0 0 0 0 0 1
1146 1 0 0 0 0 0 0 1
1147 0 0 0 0 0 0 0 0
1148 1 1 1 0 0 0 0 3
1149 1 1 0 1 0 0 0 3
1150 0 0 1 1 1 0 0 3
1151 1 0 0 0 0 0 0 1
1152 0 1 0 0 0 1 0 2
1153 0 1 0 1 0 0 0 2
1154 1 1 0 1 0 0 0 3
1155 1 0 1 0 0 1 0 3
1156 1 0 0 0 1 1 0 3
1157 0 0 0 0 1 0 1 2
1158 0 1 0 1 0 0 0 2
1159 0 1 0 0 0 0 0 1
1160 1 1 0 1 0 0 1 4
1161 1 1 1 0 0 1 0 4
1162 1 1 0 0 0 0 0 2
1163 0 1 0 0 0 0 0 1
1164 1 0 0 0 0 0 0 1
1165 1 0 0 0 0 0 0 1
1166 1 0 0 0 0 0 0 1
1167 1 1 0 1 0 0 0 3
1168 0 0 0 0 0 0 0 0
1169 1 1 0 1 0 0 0 3
1170 1 1 0 0 0 0 0 2
1171 1 1 0 0 0 0 0 2
1172 1 0 0 1 0 0 0 2
1173 1 1 1 0 0 0 0 3
1174 0 1 1 0 0 0 0 2
