par,SE
3.02139581015874,0.0247748052629593
-2.88164913857667,0.0255475730819938
-1.53453723760724,0.00954536253262891
-0.403233682116067,0.0064204861366223
0.627227540159085,0.00657682906095187
1.78855795761799,0.0108854381349888
3.34631534551892,0.0277285998656442
-3.02432809042855,0.0310782239775771
-1.84456577297609,0.0110520519043001
-0.817425177820482,0.00694142164357589
0.154190770126936,0.00594752460590722
1.29976243326366,0.00806442648265355
1.79031203658297,0.0146397817498949
-2.87498836971725,0.0288637695770617
-1.63780484341005,0.0127526338749282
-0.559096722963251,0.00853190304500973
0.533520378256672,0.00822774341502575
1.74083119643577,0.0129236103995151
1.68878814751264,0.0138866410967666
-3.18521038705522,0.04081724404131
-2.0239641056159,0.016445016699959
-1.00113649329789,0.0100024576592641
0.174907504886839,0.00807120290823089
1.47286234149555,0.011429550269109
1.71533543956704,0.0140490780040586
-2.77325241372812,0.02382769235112
-1.02713544740291,0.0101023098873072
-0.113017334618073,0.00858220974483917
0.6192674855593,0.00903195106672584
1.69367291077479,0.013206866015867
2.65607664466072,0.0217787584957639
-2.87692699365085,0.0258017251894389
-1.60192309511892,0.0104600752053631
-0.640434659128553,0.00726378990231564
0.206373977251422,0.00658435349997784
1.26608028860772,0.00860153985734471
3.39715205027083,0.0281912527361708
-2.92044088783605,0.0266257613115726
-1.76649360352444,0.0104837490882018
-0.825784048648621,0.00695352850333378
0.0736573616788565,0.00593312707656127
1.16980215927207,0.0075720446741066
0.803629513764107,0.00796260148494308
-4.48312975775806,0.137927400862374
-3.26352140368359,0.049804056581004
-2.29462965178081,0.0257412042747934
-0.657664245080543,0.0145749438532772
1.75007909704588,0.019222391790854
1.33120259390076,0.0113387278366366
-3.83214046076101,0.0774661607599666
-2.55801360852172,0.0257082811089143
-1.49282180271705,0.0137006577109504
-0.139617969888617,0.0092578123327746
1.55892155241976,0.0131956345447689
1.42861234402101,0.0121654843299537
-4.56474133547488,0.172835513145427
-3.26256084264196,0.0366429221048857
-1.64440379130226,0.0137376114834183
-0.208322295467621,0.00881018123917367
1.47937139133453,0.0122633262555219
1.13762273369042,0.0100192201361169
-4.12933732936737,0.100906012295152
-2.9237236593364,0.0323963445399564
-1.61574770520913,0.015566701645544
-0.124043553041629,0.0102275531540906
1.75079435784659,0.0156186728382542
3.15435770068191,0.0262003963853004
-2.85004721017959,0.0253080513670262
-1.7145419825283,0.0105317361695115
-0.799576224562811,0.00711668165111796
0.108003580983652,0.00612202716088691
1.18108588132322,0.00783479574069533
0,
1,
