"ID"	"Problem"	"Item"	"Y"	"Ytot"	"Ysub"	"RTsub"	"RT.tot"	"RT"	"gender"	"language"
41	1	1	1	20	4	132	760	27	"Male"	"FR"
41	1	2	1	20	4	132	760	68	"Male"	"FR"
41	1	3	1	20	4	132	760	21	"Male"	"FR"
41	1	4	1	20	4	132	760	16	"Male"	"FR"
41	2	5	1	20	4	104	760	42	"Male"	"FR"
41	2	6	1	20	4	104	760	29	"Male"	"FR"
41	2	7	1	20	4	104	760	10	"Male"	"FR"
41	2	8	1	20	4	104	760	23	"Male"	"FR"
41	3	10	1	20	4	79	760	23	"Male"	"FR"
41	3	11	1	20	4	79	760	15	"Male"	"FR"
41	3	12	1	20	4	79	760	12	"Male"	"FR"
41	3	9	1	20	4	79	760	29	"Male"	"FR"
41	4	13	1	20	4	281	760	89	"Male"	"FR"
41	4	14	1	20	4	281	760	105	"Male"	"FR"
41	4	15	1	20	4	281	760	33	"Male"	"FR"
41	4	16	1	20	4	281	760	54	"Male"	"FR"
41	5	17	1	20	4	164	760	96	"Male"	"FR"
41	5	18	1	20	4	164	760	18	"Male"	"FR"
41	5	19	1	20	4	164	760	36	"Male"	"FR"
41	5	20	1	20	4	164	760	14	"Male"	"FR"
41	6	21	NA	20	NA	NA	760	NA	"Male"	"FR"
232	1	1	1	20	4	128	625	52	"Male"	"FR"
232	1	2	1	20	4	128	625	34	"Male"	"FR"
232	1	3	1	20	4	128	625	9	"Male"	"FR"
232	1	4	1	20	4	128	625	33	"Male"	"FR"
232	2	5	1	20	4	61	625	37	"Male"	"FR"
232	2	6	1	20	4	61	625	5	"Male"	"FR"
232	2	7	1	20	4	61	625	9	"Male"	"FR"
232	2	8	1	20	4	61	625	10	"Male"	"FR"
232	3	10	1	20	4	69	625	12	"Male"	"FR"
232	3	11	1	20	4	69	625	6	"Male"	"FR"
232	3	12	1	20	4	69	625	7	"Male"	"FR"
232	3	9	1	20	4	69	625	44	"Male"	"FR"
232	4	13	1	20	3	162	625	88	"Male"	"FR"
232	4	14	0	20	3	162	625	28	"Male"	"FR"
232	4	15	1	20	3	162	625	18	"Male"	"FR"
232	4	16	1	20	3	162	625	28	"Male"	"FR"
232	5	17	1	20	4	190	625	146	"Male"	"FR"
232	5	18	1	20	4	190	625	12	"Male"	"FR"
232	5	19	1	20	4	190	625	15	"Male"	"FR"
232	5	20	1	20	4	190	625	17	"Male"	"FR"
232	6	21	1	20	1	15	625	15	"Male"	"FR"
60	1	1	1	19	4	110	553	61	"Male"	"NL"
60	1	2	1	19	4	110	553	19	"Male"	"NL"
60	1	3	1	19	4	110	553	10	"Male"	"NL"
60	1	4	1	19	4	110	553	20	"Male"	"NL"
60	2	5	1	19	4	82	553	32	"Male"	"NL"
60	2	6	1	19	4	82	553	16	"Male"	"NL"
60	2	7	1	19	4	82	553	20	"Male"	"NL"
60	2	8	1	19	4	82	553	14	"Male"	"NL"
60	3	10	1	19	4	68	553	24	"Male"	"NL"
60	3	11	1	19	4	68	553	24	"Male"	"NL"
60	3	12	1	19	4	68	553	7	"Male"	"NL"
60	3	9	1	19	4	68	553	13	"Male"	"NL"
60	4	13	NA	19	3	97	553	NA	"Male"	"NL"
60	4	14	1	19	3	97	553	49	"Male"	"NL"
60	4	15	1	19	3	97	553	23	"Male"	"NL"
60	4	16	1	19	3	97	553	25	"Male"	"NL"
60	5	17	1	19	3	139	553	68	"Male"	"NL"
60	5	18	0	19	3	139	553	8	"Male"	"NL"
60	5	19	1	19	3	139	553	36	"Male"	"NL"
60	5	20	1	19	3	139	553	27	"Male"	"NL"
60	6	21	1	19	1	57	553	57	"Male"	"NL"
64	1	1	1	19	4	187	699	71	"Male"	"FR"
64	1	2	1	19	4	187	699	74	"Male"	"FR"
64	1	3	1	19	4	187	699	21	"Male"	"FR"
64	1	4	1	19	4	187	699	21	"Male"	"FR"
64	2	5	1	19	4	180	699	86	"Male"	"FR"
64	2	6	1	19	4	180	699	31	"Male"	"FR"
64	2	7	1	19	4	180	699	42	"Male"	"FR"
64	2	8	1	19	4	180	699	21	"Male"	"FR"
64	3	10	1	19	4	131	699	27	"Male"	"FR"
64	3	11	1	19	4	131	699	14	"Male"	"FR"
64	3	12	1	19	4	131	699	12	"Male"	"FR"
64	3	9	1	19	4	131	699	78	"Male"	"FR"
64	4	13	1	19	4	132	699	45	"Male"	"FR"
64	4	14	1	19	4	132	699	40	"Male"	"FR"
64	4	15	1	19	4	132	699	26	"Male"	"FR"
64	4	16	1	19	4	132	699	21	"Male"	"FR"
64	5	17	1	19	3	69	699	39	"Male"	"FR"
64	5	18	1	19	3	69	699	12	"Male"	"FR"
64	5	19	1	19	3	69	699	18	"Male"	"FR"
64	5	20	NA	19	3	69	699	NA	"Male"	"FR"
64	6	21	NA	19	NA	NA	699	NA	"Male"	"FR"
187	1	1	1	19	4	131	689	61	"Male"	"FR"
187	1	2	1	19	4	131	689	43	"Male"	"FR"
187	1	3	1	19	4	131	689	10	"Male"	"FR"
187	1	4	1	19	4	131	689	17	"Male"	"FR"
187	2	5	1	19	4	179	689	128	"Male"	"FR"
187	2	6	1	19	4	179	689	8	"Male"	"FR"
187	2	7	1	19	4	179	689	20	"Male"	"FR"
187	2	8	1	19	4	179	689	23	"Male"	"FR"
187	3	10	1	19	4	69	689	14	"Male"	"FR"
187	3	11	1	19	4	69	689	8	"Male"	"FR"
187	3	12	1	19	4	69	689	12	"Male"	"FR"
187	3	9	1	19	4	69	689	35	"Male"	"FR"
187	4	13	1	19	3	135	689	58	"Male"	"FR"
187	4	14	0	19	3	135	689	48	"Male"	"FR"
187	4	15	1	19	3	135	689	21	"Male"	"FR"
187	4	16	1	19	3	135	689	8	"Male"	"FR"
187	5	17	1	19	4	175	689	117	"Male"	"FR"
187	5	18	1	19	4	175	689	19	"Male"	"FR"
187	5	19	1	19	4	175	689	13	"Male"	"FR"
187	5	20	1	19	4	175	689	26	"Male"	"FR"
187	6	21	NA	19	NA	NA	689	NA	"Male"	"FR"
297	1	1	1	19	4	263	745	58	"Male"	"NL"
297	1	2	1	19	4	263	745	81	"Male"	"NL"
297	1	3	1	19	4	263	745	30	"Male"	"NL"
297	1	4	1	19	4	263	745	94	"Male"	"NL"
297	2	5	1	19	4	124	745	43	"Male"	"NL"
297	2	6	1	19	4	124	745	41	"Male"	"NL"
297	2	7	1	19	4	124	745	16	"Male"	"NL"
297	2	8	1	19	4	124	745	24	"Male"	"NL"
297	3	10	1	19	4	130	745	55	"Male"	"NL"
297	3	11	1	19	4	130	745	24	"Male"	"NL"
297	3	12	1	19	4	130	745	11	"Male"	"NL"
297	3	9	1	19	4	130	745	40	"Male"	"NL"
297	4	13	1	19	4	128	745	45	"Male"	"NL"
297	4	14	1	19	4	128	745	18	"Male"	"NL"
297	4	15	1	19	4	128	745	25	"Male"	"NL"
297	4	16	1	19	4	128	745	40	"Male"	"NL"
297	5	17	1	19	3	100	745	10	"Male"	"NL"
297	5	18	0	19	3	100	745	33	"Male"	"NL"
297	5	19	1	19	3	100	745	52	"Male"	"NL"
297	5	20	1	19	3	100	745	5	"Male"	"NL"
297	6	21	NA	19	NA	NA	745	NA	"Male"	"NL"
353	1	1	1	19	4	200	682	93	"Male"	"NL"
353	1	2	1	19	4	200	682	50	"Male"	"NL"
353	1	3	1	19	4	200	682	20	"Male"	"NL"
353	1	4	1	19	4	200	682	37	"Male"	"NL"
353	2	5	1	19	4	148	682	60	"Male"	"NL"
353	2	6	1	19	4	148	682	25	"Male"	"NL"
353	2	7	1	19	4	148	682	22	"Male"	"NL"
353	2	8	1	19	4	148	682	41	"Male"	"NL"
353	3	10	1	19	4	106	682	24	"Male"	"NL"
353	3	11	1	19	4	106	682	20	"Male"	"NL"
353	3	12	1	19	4	106	682	20	"Male"	"NL"
353	3	9	1	19	4	106	682	42	"Male"	"NL"
353	4	13	1	19	4	101	682	50	"Male"	"NL"
353	4	14	1	19	4	101	682	22	"Male"	"NL"
353	4	15	1	19	4	101	682	14	"Male"	"NL"
353	4	16	1	19	4	101	682	15	"Male"	"NL"
353	5	17	1	19	3	127	682	69	"Male"	"NL"
353	5	18	0	19	3	127	682	11	"Male"	"NL"
353	5	19	1	19	3	127	682	27	"Male"	"NL"
353	5	20	1	19	3	127	682	20	"Male"	"NL"
353	6	21	NA	19	NA	NA	682	NA	"Male"	"NL"
427	1	1	1	19	4	95	586	43	"Male"	"FR"
427	1	2	1	19	4	95	586	26	"Male"	"FR"
427	1	3	1	19	4	95	586	9	"Male"	"FR"
427	1	4	1	19	4	95	586	17	"Male"	"FR"
427	2	5	1	19	4	95	586	46	"Male"	"FR"
427	2	6	1	19	4	95	586	13	"Male"	"FR"
427	2	7	1	19	4	95	586	14	"Male"	"FR"
427	2	8	1	19	4	95	586	22	"Male"	"FR"
427	3	10	1	19	4	90	586	26	"Male"	"FR"
427	3	11	1	19	4	90	586	9	"Male"	"FR"
427	3	12	1	19	4	90	586	8	"Male"	"FR"
427	3	9	1	19	4	90	586	47	"Male"	"FR"
427	4	13	1	19	4	167	586	64	"Male"	"FR"
427	4	14	1	19	4	167	586	69	"Male"	"FR"
427	4	15	1	19	4	167	586	16	"Male"	"FR"
427	4	16	1	19	4	167	586	18	"Male"	"FR"
427	5	17	1	19	3	139	586	92	"Male"	"FR"
427	5	18	0	19	3	139	586	19	"Male"	"FR"
427	5	19	1	19	3	139	586	14	"Male"	"FR"
427	5	20	1	19	3	139	586	14	"Male"	"FR"
427	6	21	NA	19	NA	NA	586	NA	"Male"	"FR"
97	1	1	1	18	4	113	572	48	"Male"	"NL"
97	1	2	1	18	4	113	572	32	"Male"	"NL"
97	1	3	1	18	4	113	572	19	"Male"	"NL"
97	1	4	1	18	4	113	572	14	"Male"	"NL"
97	2	5	1	18	4	134	572	87	"Male"	"NL"
97	2	6	1	18	4	134	572	14	"Male"	"NL"
97	2	7	1	18	4	134	572	17	"Male"	"NL"
97	2	8	1	18	4	134	572	16	"Male"	"NL"
97	3	10	1	18	4	79	572	13	"Male"	"NL"
97	3	11	1	18	4	79	572	5	"Male"	"NL"
97	3	12	1	18	4	79	572	6	"Male"	"NL"
97	3	9	1	18	4	79	572	55	"Male"	"NL"
97	4	13	1	18	3	145	572	64	"Male"	"NL"
97	4	14	1	18	3	145	572	57	"Male"	"NL"
97	4	15	0	18	3	145	572	15	"Male"	"NL"
97	4	16	1	18	3	145	572	9	"Male"	"NL"
97	5	17	1	18	3	101	572	66	"Male"	"NL"
97	5	18	0	18	3	101	572	10	"Male"	"NL"
97	5	19	1	18	3	101	572	14	"Male"	"NL"
97	5	20	1	18	3	101	572	11	"Male"	"NL"
97	6	21	NA	18	NA	NA	572	NA	"Male"	"NL"
121	1	1	1	18	4	110	698	80	"Female"	"FR"
121	1	2	1	18	4	110	698	12	"Female"	"FR"
121	1	3	1	18	4	110	698	6	"Female"	"FR"
121	1	4	1	18	4	110	698	12	"Female"	"FR"
121	2	5	1	18	4	94	698	63	"Female"	"FR"
121	2	6	1	18	4	94	698	9	"Female"	"FR"
121	2	7	1	18	4	94	698	9	"Female"	"FR"
121	2	8	1	18	4	94	698	13	"Female"	"FR"
121	3	10	1	18	4	71	698	14	"Female"	"FR"
121	3	11	1	18	4	71	698	5	"Female"	"FR"
121	3	12	1	18	4	71	698	12	"Female"	"FR"
121	3	9	1	18	4	71	698	40	"Female"	"FR"
121	4	13	1	18	3	153	698	81	"Female"	"FR"
121	4	14	0	18	3	153	698	37	"Female"	"FR"
121	4	15	1	18	3	153	698	21	"Female"	"FR"
121	4	16	1	18	3	153	698	14	"Female"	"FR"
121	5	17	1	18	3	270	698	178	"Female"	"FR"
121	5	18	0	18	3	270	698	23	"Female"	"FR"
121	5	19	1	18	3	270	698	39	"Female"	"FR"
121	5	20	1	18	3	270	698	30	"Female"	"FR"
121	6	21	NA	18	NA	NA	698	NA	"Female"	"FR"
30	1	1	1	17	4	121	681	45	"Male"	"NL"
30	1	2	1	17	4	121	681	18	"Male"	"NL"
30	1	3	1	17	4	121	681	15	"Male"	"NL"
30	1	4	1	17	4	121	681	43	"Male"	"NL"
30	2	5	1	17	4	186	681	105	"Male"	"NL"
30	2	6	1	17	4	186	681	21	"Male"	"NL"
30	2	7	1	17	4	186	681	28	"Male"	"NL"
30	2	8	1	17	4	186	681	32	"Male"	"NL"
30	3	10	1	17	4	80	681	10	"Male"	"NL"
30	3	11	1	17	4	80	681	11	"Male"	"NL"
30	3	12	1	17	4	80	681	10	"Male"	"NL"
30	3	9	1	17	4	80	681	49	"Male"	"NL"
30	4	13	1	17	3	243	681	121	"Male"	"NL"
30	4	14	0	17	3	243	681	43	"Male"	"NL"
30	4	15	1	17	3	243	681	57	"Male"	"NL"
30	4	16	1	17	3	243	681	22	"Male"	"NL"
30	5	17	1	17	2	51	681	12	"Male"	"NL"
30	5	18	0	17	2	51	681	19	"Male"	"NL"
30	5	19	1	17	2	51	681	20	"Male"	"NL"
30	5	20	NA	17	2	51	681	NA	"Male"	"NL"
30	6	21	NA	17	NA	NA	681	NA	"Male"	"NL"
250	1	1	1	17	4	218	766	110	"Unknown"	"NL"
250	1	2	1	17	4	218	766	47	"Unknown"	"NL"
250	1	3	1	17	4	218	766	24	"Unknown"	"NL"
250	1	4	1	17	4	218	766	37	"Unknown"	"NL"
250	2	5	1	17	4	205	766	63	"Unknown"	"NL"
250	2	6	1	17	4	205	766	37	"Unknown"	"NL"
250	2	7	1	17	4	205	766	44	"Unknown"	"NL"
250	2	8	1	17	4	205	766	61	"Unknown"	"NL"
250	3	10	1	17	4	93	766	18	"Unknown"	"NL"
250	3	11	1	17	4	93	766	16	"Unknown"	"NL"
250	3	12	1	17	4	93	766	13	"Unknown"	"NL"
250	3	9	1	17	4	93	766	46	"Unknown"	"NL"
250	4	13	1	17	3	145	766	64	"Unknown"	"NL"
250	4	14	0	17	3	145	766	54	"Unknown"	"NL"
250	4	15	1	17	3	145	766	19	"Unknown"	"NL"
250	4	16	1	17	3	145	766	8	"Unknown"	"NL"
250	5	17	1	17	2	105	766	53	"Unknown"	"NL"
250	5	18	0	17	2	105	766	31	"Unknown"	"NL"
250	5	19	1	17	2	105	766	21	"Unknown"	"NL"
250	5	20	NA	17	2	105	766	NA	"Unknown"	"NL"
250	6	21	NA	17	NA	NA	766	NA	"Unknown"	"NL"
108	1	1	1	16	3	137	659	86	"Male"	"NL"
108	1	2	1	16	3	137	659	21	"Male"	"NL"
108	1	3	0	16	3	137	659	20	"Male"	"NL"
108	1	4	1	16	3	137	659	10	"Male"	"NL"
108	2	5	1	16	3	177	659	101	"Male"	"NL"
108	2	6	0	16	3	177	659	18	"Male"	"NL"
108	2	7	1	16	3	177	659	31	"Male"	"NL"
108	2	8	1	16	3	177	659	27	"Male"	"NL"
108	3	10	1	16	4	92	659	11	"Male"	"NL"
108	3	11	1	16	4	92	659	11	"Male"	"NL"
108	3	12	1	16	4	92	659	9	"Male"	"NL"
108	3	9	1	16	4	92	659	61	"Male"	"NL"
108	4	13	1	16	3	133	659	62	"Male"	"NL"
108	4	14	0	16	3	133	659	47	"Male"	"NL"
108	4	15	1	16	3	133	659	14	"Male"	"NL"
108	4	16	1	16	3	133	659	10	"Male"	"NL"
108	5	17	1	16	3	120	659	82	"Male"	"NL"
108	5	18	0	16	3	120	659	16	"Male"	"NL"
108	5	19	1	16	3	120	659	9	"Male"	"NL"
108	5	20	1	16	3	120	659	13	"Male"	"NL"
108	6	21	NA	16	NA	NA	659	NA	"Male"	"NL"
217	1	1	0	16	3	133	688	50	"Female"	"FR"
217	1	2	1	16	3	133	688	37	"Female"	"FR"
217	1	3	1	16	3	133	688	28	"Female"	"FR"
217	1	4	1	16	3	133	688	18	"Female"	"FR"
217	2	5	1	16	4	174	688	36	"Female"	"FR"
217	2	6	1	16	4	174	688	57	"Female"	"FR"
217	2	7	1	16	4	174	688	20	"Female"	"FR"
217	2	8	1	16	4	174	688	61	"Female"	"FR"
217	3	10	0	16	3	76	688	30	"Female"	"FR"
217	3	11	1	16	3	76	688	17	"Female"	"FR"
217	3	12	1	16	3	76	688	9	"Female"	"FR"
217	3	9	1	16	3	76	688	20	"Female"	"FR"
217	4	13	1	16	3	156	688	42	"Female"	"FR"
217	4	14	1	16	3	156	688	34	"Female"	"FR"
217	4	15	0	16	3	156	688	42	"Female"	"FR"
217	4	16	1	16	3	156	688	38	"Female"	"FR"
217	5	17	1	16	3	149	688	23	"Female"	"FR"
217	5	18	0	16	3	149	688	32	"Female"	"FR"
217	5	19	1	16	3	149	688	57	"Female"	"FR"
217	5	20	1	16	3	149	688	37	"Female"	"FR"
217	6	21	NA	16	NA	NA	688	NA	"Female"	"FR"
306	1	1	0	16	3	88	577	32	"Female"	"NL"
306	1	2	1	16	3	88	577	26	"Female"	"NL"
306	1	3	1	16	3	88	577	11	"Female"	"NL"
306	1	4	1	16	3	88	577	19	"Female"	"NL"
306	2	5	1	16	3	75	577	32	"Female"	"NL"
306	2	6	0	16	3	75	577	14	"Female"	"NL"
306	2	7	1	16	3	75	577	13	"Female"	"NL"
306	2	8	1	16	3	75	577	16	"Female"	"NL"
306	3	10	1	16	4	67	577	24	"Female"	"NL"
306	3	11	1	16	4	67	577	10	"Female"	"NL"
306	3	12	1	16	4	67	577	9	"Female"	"NL"
306	3	9	1	16	4	67	577	24	"Female"	"NL"
306	4	13	1	16	2	168	577	61	"Female"	"NL"
306	4	14	0	16	2	168	577	56	"Female"	"NL"
306	4	15	0	16	2	168	577	22	"Female"	"NL"
306	4	16	1	16	2	168	577	29	"Female"	"NL"
306	5	17	1	16	3	150	577	88	"Female"	"NL"
306	5	18	0	16	3	150	577	17	"Female"	"NL"
306	5	19	1	16	3	150	577	36	"Female"	"NL"
306	5	20	1	16	3	150	577	9	"Female"	"NL"
306	6	21	1	16	1	29	577	29	"Female"	"NL"
309	1	1	1	16	3	112	525	70	"Male"	"NL"
309	1	2	0	16	3	112	525	23	"Male"	"NL"
309	1	3	1	16	3	112	525	7	"Male"	"NL"
309	1	4	1	16	3	112	525	12	"Male"	"NL"
309	2	5	1	16	4	91	525	46	"Male"	"NL"
309	2	6	1	16	4	91	525	6	"Male"	"NL"
309	2	7	1	16	4	91	525	11	"Male"	"NL"
309	2	8	1	16	4	91	525	28	"Male"	"NL"
309	3	10	0	16	3	67	525	12	"Male"	"NL"
309	3	11	1	16	3	67	525	7	"Male"	"NL"
309	3	12	1	16	3	67	525	13	"Male"	"NL"
309	3	9	1	16	3	67	525	35	"Male"	"NL"
309	4	13	1	16	3	127	525	56	"Male"	"NL"
309	4	14	0	16	3	127	525	43	"Male"	"NL"
309	4	15	1	16	3	127	525	21	"Male"	"NL"
309	4	16	1	16	3	127	525	7	"Male"	"NL"
309	5	17	1	16	3	128	525	80	"Male"	"NL"
309	5	18	0	16	3	128	525	18	"Male"	"NL"
309	5	19	1	16	3	128	525	18	"Male"	"NL"
309	5	20	1	16	3	128	525	12	"Male"	"NL"
309	6	21	NA	16	NA	NA	525	NA	"Male"	"NL"
312	1	1	1	16	4	136	633	65	"Male"	"NL"
312	1	2	1	16	4	136	633	38	"Male"	"NL"
312	1	3	1	16	4	136	633	15	"Male"	"NL"
312	1	4	1	16	4	136	633	18	"Male"	"NL"
312	2	5	1	16	4	115	633	74	"Male"	"NL"
312	2	6	1	16	4	115	633	9	"Male"	"NL"
312	2	7	1	16	4	115	633	11	"Male"	"NL"
312	2	8	1	16	4	115	633	21	"Male"	"NL"
312	3	10	0	16	3	76	633	13	"Male"	"NL"
312	3	11	1	16	3	76	633	7	"Male"	"NL"
312	3	12	1	16	3	76	633	11	"Male"	"NL"
312	3	9	1	16	3	76	633	45	"Male"	"NL"
312	4	13	1	16	2	181	633	81	"Male"	"NL"
312	4	14	0	16	2	181	633	65	"Male"	"NL"
312	4	15	0	16	2	181	633	20	"Male"	"NL"
312	4	16	1	16	2	181	633	15	"Male"	"NL"
312	5	17	1	16	3	125	633	84	"Male"	"NL"
312	5	18	0	16	3	125	633	19	"Male"	"NL"
312	5	19	1	16	3	125	633	12	"Male"	"NL"
312	5	20	1	16	3	125	633	10	"Male"	"NL"
312	6	21	NA	16	NA	NA	633	NA	"Male"	"NL"
313	1	1	1	16	4	119	642	51	"Female"	"NL"
313	1	2	1	16	4	119	642	42	"Female"	"NL"
313	1	3	1	16	4	119	642	12	"Female"	"NL"
313	1	4	1	16	4	119	642	14	"Female"	"NL"
313	2	5	1	16	3	147	642	103	"Female"	"NL"
313	2	6	0	16	3	147	642	15	"Female"	"NL"
313	2	7	1	16	3	147	642	12	"Female"	"NL"
313	2	8	1	16	3	147	642	17	"Female"	"NL"
313	3	10	1	16	4	70	642	12	"Female"	"NL"
313	3	11	1	16	4	70	642	6	"Female"	"NL"
313	3	12	1	16	4	70	642	8	"Female"	"NL"
313	3	9	1	16	4	70	642	44	"Female"	"NL"
313	4	13	1	16	2	156	642	52	"Female"	"NL"
313	4	14	0	16	2	156	642	72	"Female"	"NL"
313	4	15	0	16	2	156	642	20	"Female"	"NL"
313	4	16	1	16	2	156	642	12	"Female"	"NL"
313	5	17	1	16	3	150	642	100	"Female"	"NL"
313	5	18	0	16	3	150	642	21	"Female"	"NL"
313	5	19	1	16	3	150	642	15	"Female"	"NL"
313	5	20	1	16	3	150	642	14	"Female"	"NL"
313	6	21	NA	16	NA	NA	642	NA	"Female"	"NL"
319	1	1	0	16	3	195	698	114	"Male"	"FR"
319	1	2	1	16	3	195	698	38	"Male"	"FR"
319	1	3	1	16	3	195	698	13	"Male"	"FR"
319	1	4	1	16	3	195	698	30	"Male"	"FR"
319	2	5	1	16	4	242	698	90	"Male"	"FR"
319	2	6	1	16	4	242	698	34	"Male"	"FR"
319	2	7	1	16	4	242	698	65	"Male"	"FR"
319	2	8	1	16	4	242	698	53	"Male"	"FR"
319	3	10	0	16	2	231	698	47	"Male"	"FR"
319	3	11	1	16	2	231	698	60	"Male"	"FR"
319	3	12	1	16	2	231	698	36	"Male"	"FR"
319	3	9	0	16	2	231	698	88	"Male"	"FR"
319	4	13	1	16	3	18	698	1	"Male"	"FR"
319	4	14	0	16	3	18	698	3	"Male"	"FR"
319	4	15	1	16	3	18	698	12	"Male"	"FR"
319	4	16	1	16	3	18	698	2	"Male"	"FR"
319	5	17	1	16	3	9	698	2	"Male"	"FR"
319	5	18	0	16	3	9	698	3	"Male"	"FR"
319	5	19	1	16	3	9	698	2	"Male"	"FR"
319	5	20	1	16	3	9	698	2	"Male"	"FR"
319	6	21	1	16	1	3	698	3	"Male"	"FR"
366	1	1	0	16	3	78	575	59	"Male"	"FR"
366	1	2	1	16	3	78	575	5	"Male"	"FR"
366	1	3	1	16	3	78	575	5	"Male"	"FR"
366	1	4	1	16	3	78	575	9	"Male"	"FR"
366	2	5	1	16	4	64	575	37	"Male"	"FR"
366	2	6	1	16	4	64	575	4	"Male"	"FR"
366	2	7	1	16	4	64	575	10	"Male"	"FR"
366	2	8	1	16	4	64	575	13	"Male"	"FR"
366	3	10	0	16	3	102	575	10	"Male"	"FR"
366	3	11	1	16	3	102	575	6	"Male"	"FR"
366	3	12	1	16	3	102	575	8	"Male"	"FR"
366	3	9	1	16	3	102	575	78	"Male"	"FR"
366	4	13	1	16	3	133	575	70	"Male"	"FR"
366	4	14	1	16	3	133	575	42	"Male"	"FR"
366	4	15	0	16	3	133	575	15	"Male"	"FR"
366	4	16	1	16	3	133	575	6	"Male"	"FR"
366	5	17	1	16	3	135	575	97	"Male"	"FR"
366	5	18	0	16	3	135	575	18	"Male"	"FR"
366	5	19	1	16	3	135	575	10	"Male"	"FR"
366	5	20	1	16	3	135	575	10	"Male"	"FR"
366	6	21	0	16	0	63	575	63	"Male"	"FR"
367	1	1	1	16	3	78	576	54	"Female"	"NL"
367	1	2	0	16	3	78	576	11	"Female"	"NL"
367	1	3	1	16	3	78	576	4	"Female"	"NL"
367	1	4	1	16	3	78	576	9	"Female"	"NL"
367	2	5	1	16	4	61	576	33	"Female"	"NL"
367	2	6	1	16	4	61	576	8	"Female"	"NL"
367	2	7	1	16	4	61	576	8	"Female"	"NL"
367	2	8	1	16	4	61	576	12	"Female"	"NL"
367	3	10	0	16	3	53	576	6	"Female"	"NL"
367	3	11	1	16	3	53	576	5	"Female"	"NL"
367	3	12	1	16	3	53	576	21	"Female"	"NL"
367	3	9	1	16	3	53	576	21	"Female"	"NL"
367	4	13	1	16	3	181	576	71	"Female"	"NL"
367	4	14	1	16	3	181	576	89	"Female"	"NL"
367	4	15	0	16	3	181	576	12	"Female"	"NL"
367	4	16	1	16	3	181	576	9	"Female"	"NL"
367	5	17	1	16	2	160	576	82	"Female"	"NL"
367	5	18	0	16	2	160	576	18	"Female"	"NL"
367	5	19	0	16	2	160	576	52	"Female"	"NL"
367	5	20	1	16	2	160	576	8	"Female"	"NL"
367	6	21	1	16	1	43	576	43	"Female"	"NL"
433	1	1	0	16	2	197	749	93	"Female"	"NL"
433	1	2	1	16	2	197	749	47	"Female"	"NL"
433	1	3	0	16	2	197	749	39	"Female"	"NL"
433	1	4	1	16	2	197	749	18	"Female"	"NL"
433	2	5	1	16	4	144	749	64	"Female"	"NL"
433	2	6	1	16	4	144	749	38	"Female"	"NL"
433	2	7	1	16	4	144	749	22	"Female"	"NL"
433	2	8	1	16	4	144	749	20	"Female"	"NL"
433	3	10	1	16	4	104	749	20	"Female"	"NL"
433	3	11	1	16	4	104	749	20	"Female"	"NL"
433	3	12	1	16	4	104	749	32	"Female"	"NL"
433	3	9	1	16	4	104	749	32	"Female"	"NL"
433	4	13	1	16	4	178	749	60	"Female"	"NL"
433	4	14	1	16	4	178	749	31	"Female"	"NL"
433	4	15	1	16	4	178	749	36	"Female"	"NL"
433	4	16	1	16	4	178	749	51	"Female"	"NL"
433	5	17	1	16	2	126	749	44	"Female"	"NL"
433	5	18	0	16	2	126	749	42	"Female"	"NL"
433	5	19	1	16	2	126	749	40	"Female"	"NL"
433	5	20	NA	16	2	126	749	NA	"Female"	"NL"
433	6	21	NA	16	NA	NA	749	NA	"Female"	"NL"
18	1	1	1	15	4	125	654	46	"Male"	"FR"
18	1	2	1	15	4	125	654	45	"Male"	"FR"
18	1	3	1	15	4	125	654	18	"Male"	"FR"
18	1	4	1	15	4	125	654	16	"Male"	"FR"
18	2	5	1	15	4	124	654	54	"Male"	"FR"
18	2	6	1	15	4	124	654	23	"Male"	"FR"
18	2	7	1	15	4	124	654	23	"Male"	"FR"
18	2	8	1	15	4	124	654	24	"Male"	"FR"
18	3	10	0	15	2	80	654	21	"Male"	"FR"
18	3	11	1	15	2	80	654	20	"Male"	"FR"
18	3	12	0	15	2	80	654	10	"Male"	"FR"
18	3	9	1	15	2	80	654	29	"Male"	"FR"
18	4	13	0	15	2	155	654	97	"Male"	"FR"
18	4	14	1	15	2	155	654	37	"Male"	"FR"
18	4	15	0	15	2	155	654	14	"Male"	"FR"
18	4	16	1	15	2	155	654	7	"Male"	"FR"
18	5	17	1	15	3	170	654	105	"Male"	"FR"
18	5	18	0	15	3	170	654	29	"Male"	"FR"
18	5	19	1	15	3	170	654	15	"Male"	"FR"
18	5	20	1	15	3	170	654	21	"Male"	"FR"
18	6	21	NA	15	NA	NA	654	NA	"Male"	"FR"
59	1	1	0	15	3	134	635	26	"Unknown"	"NL"
59	1	2	1	15	3	134	635	59	"Unknown"	"NL"
59	1	3	1	15	3	134	635	19	"Unknown"	"NL"
59	1	4	1	15	3	134	635	30	"Unknown"	"NL"
59	2	5	1	15	4	62	635	15	"Unknown"	"NL"
59	2	6	1	15	4	62	635	25	"Unknown"	"NL"
59	2	7	1	15	4	62	635	12	"Unknown"	"NL"
59	2	8	1	15	4	62	635	10	"Unknown"	"NL"
59	3	10	0	15	2	106	635	53	"Unknown"	"NL"
