"ID"	"Gender"	"Language"	"Item"	"Problem"	"Y"	"RT"	"Y.sub"	"RT.sub"	"Y.tot"	"RT.tot"
"1372"	66	"Male"	"NL"	6	2	0	11	1	129	9	711
"1373"	66	"Male"	"NL"	7	2	1	20	1	129	9	711
"1370"	66	"Male"	"NL"	8	2	0	35	1	129	9	711
"1374"	66	"Male"	"NL"	9	3	0	36	1	76	9	711
"1377"	66	"Male"	"NL"	10	3	1	17	1	76	9	711
"1376"	66	"Male"	"NL"	11	3	0	14	1	76	9	711
"1375"	66	"Male"	"NL"	12	3	0	9	1	76	9	711
"1380"	66	"Male"	"NL"	13	4	0	30	3	147	9	711
"1378"	66	"Male"	"NL"	14	4	1	41	3	147	9	711
"1381"	66	"Male"	"NL"	15	4	1	50	3	147	9	711
"1379"	66	"Male"	"NL"	16	4	1	26	3	147	9	711
"1385"	66	"Male"	"NL"	17	5	1	13	2	190	9	711
"1382"	66	"Male"	"NL"	18	5	0	16	2	190	9	711
"1383"	66	"Male"	"NL"	19	5	0	132	2	190	9	711
"1384"	66	"Male"	"NL"	20	5	1	29	2	190	9	711
"1386"	66	"Male"	"NL"	21	6	1	2	1	2	9	711
"1387"	67	"Unknown"	"NL"	1	1	0	84	2	330	18	NA
"1389"	67	"Unknown"	"NL"	2	1	1	124	2	330	18	NA
"1390"	67	"Unknown"	"NL"	3	1	1	39	2	330	18	NA
"1388"	67	"Unknown"	"NL"	4	1	0	83	2	330	18	NA
"1392"	67	"Unknown"	"NL"	5	2	1	97	4	171	18	NA
"1393"	67	"Unknown"	"NL"	6	2	1	33	4	171	18	NA
"1391"	67	"Unknown"	"NL"	7	2	1	29	4	171	18	NA
"1394"	67	"Unknown"	"NL"	8	2	1	12	4	171	18	NA
"1396"	67	"Unknown"	"NL"	9	3	1	32	4	80	18	NA
"1395"	67	"Unknown"	"NL"	10	3	1	10	4	80	18	NA
"1398"	67	"Unknown"	"NL"	11	3	1	22	4	80	18	NA
"1397"	67	"Unknown"	"NL"	12	3	1	16	4	80	18	NA
"1399"	67	"Unknown"	"NL"	13	4	1	15	4	47	18	NA
"1400"	67	"Unknown"	"NL"	14	4	1	29	4	47	18	NA
"1401"	67	"Unknown"	"NL"	15	4	1	3	4	47	18	NA
"1402"	67	"Unknown"	"NL"	16	4	NA	NA	NA	47	NA	NA
"1403"	67	"Unknown"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"1404"	67	"Unknown"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"1405"	67	"Unknown"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"1406"	67	"Unknown"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"1407"	67	"Unknown"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"1409"	68	"Male"	"NL"	1	1	0	48	0	159	6	NA
"1408"	68	"Male"	"NL"	2	1	0	35	0	159	6	NA
"1411"	68	"Male"	"NL"	3	1	0	27	0	159	6	NA
"1410"	68	"Male"	"NL"	4	1	0	49	0	159	6	NA
"1415"	68	"Male"	"NL"	5	2	0	53	1	187	6	NA
"1414"	68	"Male"	"NL"	6	2	1	30	1	187	6	NA
"1413"	68	"Male"	"NL"	7	2	0	43	1	187	6	NA
"1412"	68	"Male"	"NL"	8	2	0	61	1	187	6	NA
"1416"	68	"Male"	"NL"	9	3	1	41	2	151	6	NA
"1417"	68	"Male"	"NL"	10	3	0	23	2	151	6	NA
"1418"	68	"Male"	"NL"	11	3	0	52	2	151	6	NA
"1419"	68	"Male"	"NL"	12	3	1	35	2	151	6	NA
"1422"	68	"Male"	"NL"	13	4	NA	NA	NA	NA	NA	NA
"1423"	68	"Male"	"NL"	14	4	NA	NA	NA	NA	NA	NA
"1420"	68	"Male"	"NL"	15	4	NA	NA	NA	NA	NA	NA
"1421"	68	"Male"	"NL"	16	4	NA	NA	NA	NA	NA	NA
"1424"	68	"Male"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"1427"	68	"Male"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"1425"	68	"Male"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"1426"	68	"Male"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"1428"	68	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"1429"	69	"Male"	"NL"	1	1	0	104	0	206	3	NA
"1430"	69	"Male"	"NL"	2	1	0	42	0	206	3	NA
"1432"	69	"Male"	"NL"	3	1	0	28	0	206	3	NA
"1431"	69	"Male"	"NL"	4	1	0	32	0	206	3	NA
"1434"	69	"Male"	"NL"	5	2	0	90	1	151	3	NA
"1433"	69	"Male"	"NL"	6	2	0	14	1	151	3	NA
"1435"	69	"Male"	"NL"	7	2	1	25	1	151	3	NA
"1436"	69	"Male"	"NL"	8	2	0	22	1	151	3	NA
"1439"	69	"Male"	"NL"	9	3	0	28	0	83	3	NA
"1438"	69	"Male"	"NL"	10	3	0	23	0	83	3	NA
"1437"	69	"Male"	"NL"	11	3	0	15	0	83	3	NA
"1440"	69	"Male"	"NL"	12	3	0	17	0	83	3	NA
"1444"	69	"Male"	"NL"	13	4	0	40	1	243	3	NA
"1443"	69	"Male"	"NL"	14	4	1	83	1	243	3	NA
"1441"	69	"Male"	"NL"	15	4	0	90	1	243	3	NA
"1442"	69	"Male"	"NL"	16	4	0	30	1	243	3	NA
"1448"	69	"Male"	"NL"	17	5	0	15	1	15	3	NA
"1445"	69	"Male"	"NL"	18	5	NA	NA	NA	15	NA	NA
"1446"	69	"Male"	"NL"	19	5	NA	NA	NA	15	NA	NA
"1447"	69	"Male"	"NL"	20	5	NA	NA	NA	15	NA	NA
"1449"	69	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"1452"	70	"Male"	"NL"	1	1	0	40	0	115	6	NA
"1453"	70	"Male"	"NL"	2	1	0	32	0	115	6	NA
"1450"	70	"Male"	"NL"	3	1	0	9	0	115	6	NA
"1451"	70	"Male"	"NL"	4	1	0	34	0	115	6	NA
"1454"	70	"Male"	"NL"	5	2	0	46	2	130	6	NA
"1456"	70	"Male"	"NL"	6	2	1	43	2	130	6	NA
"1457"	70	"Male"	"NL"	7	2	1	19	2	130	6	NA
"1455"	70	"Male"	"NL"	8	2	0	22	2	130	6	NA
"1459"	70	"Male"	"NL"	9	3	1	20	1	54	6	NA
"1461"	70	"Male"	"NL"	10	3	0	13	1	54	6	NA
"1460"	70	"Male"	"NL"	11	3	0	12	1	54	6	NA
"1458"	70	"Male"	"NL"	12	3	0	9	1	54	6	NA
"1464"	70	"Male"	"NL"	13	4	0	15	1	157	6	NA
"1462"	70	"Male"	"NL"	14	4	0	64	1	157	6	NA
"1463"	70	"Male"	"NL"	15	4	0	67	1	157	6	NA
"1465"	70	"Male"	"NL"	16	4	1	11	1	157	6	NA
"1469"	70	"Male"	"NL"	17	5	0	30	1	122	6	NA
"1466"	70	"Male"	"NL"	18	5	0	20	1	122	6	NA
"1468"	70	"Male"	"NL"	19	5	0	61	1	122	6	NA
"1467"	70	"Male"	"NL"	20	5	1	11	1	122	6	NA
"1470"	70	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"1474"	71	"Male"	"NL"	1	1	0	71	0	102	10	NA
"1471"	71	"Male"	"NL"	2	1	0	9	0	102	10	NA
"1473"	71	"Male"	"NL"	3	1	0	8	0	102	10	NA
"1472"	71	"Male"	"NL"	4	1	0	14	0	102	10	NA
"1478"	71	"Male"	"NL"	5	2	1	86	3	129	10	NA
"1475"	71	"Male"	"NL"	6	2	1	11	3	129	10	NA
"1477"	71	"Male"	"NL"	7	2	1	11	3	129	10	NA
"1476"	71	"Male"	"NL"	8	2	0	21	3	129	10	NA
"1482"	71	"Male"	"NL"	9	3	0	87	2	137	10	NA
"1481"	71	"Male"	"NL"	10	3	1	18	2	137	10	NA
"1479"	71	"Male"	"NL"	11	3	0	8	2	137	10	NA
"1480"	71	"Male"	"NL"	12	3	1	24	2	137	10	NA
"1485"	71	"Male"	"NL"	13	4	1	20	4	201	10	NA
"1483"	71	"Male"	"NL"	14	4	1	53	4	201	10	NA
"1484"	71	"Male"	"NL"	15	4	1	128	4	201	10	NA
"1486"	71	"Male"	"NL"	16	4	NA	NA	NA	201	NA	NA
"1487"	71	"Male"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"1488"	71	"Male"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"1489"	71	"Male"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"1490"	71	"Male"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"1491"	71	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"1492"	72	"Male"	"NL"	1	1	0	83	2	176	11	NA
"1494"	72	"Male"	"NL"	2	1	1	63	2	176	11	NA
"1495"	72	"Male"	"NL"	3	1	1	13	2	176	11	NA
"1493"	72	"Male"	"NL"	4	1	0	17	2	176	11	NA
"1498"	72	"Male"	"NL"	5	2	0	198	2	272	11	NA
"1496"	72	"Male"	"NL"	6	2	0	15	2	272	11	NA
"1497"	72	"Male"	"NL"	7	2	1	41	2	272	11	NA
"1499"	72	"Male"	"NL"	8	2	1	18	2	272	11	NA
"1503"	72	"Male"	"NL"	9	3	0	74	2	132	11	NA
"1502"	72	"Male"	"NL"	10	3	1	25	2	132	11	NA
"1501"	72	"Male"	"NL"	11	3	0	20	2	132	11	NA
"1500"	72	"Male"	"NL"	12	3	1	13	2	132	11	NA
"1506"	72	"Male"	"NL"	13	4	NA	NA	NA	NA	NA	NA
"1507"	72	"Male"	"NL"	14	4	NA	NA	NA	NA	NA	NA
"1504"	72	"Male"	"NL"	15	4	NA	NA	NA	NA	NA	NA
"1505"	72	"Male"	"NL"	16	4	NA	NA	NA	NA	NA	NA
"1508"	72	"Male"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"1511"	72	"Male"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"1509"	72	"Male"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"1510"	72	"Male"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"1512"	72	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"1513"	73	"Male"	"NL"	1	1	0	36	0	104	9	NA
"1516"	73	"Male"	"NL"	2	1	0	29	0	104	9	NA
"1514"	73	"Male"	"NL"	3	1	0	15	0	104	9	NA
"1515"	73	"Male"	"NL"	4	1	0	24	0	104	9	NA
"1520"	73	"Male"	"NL"	5	2	0	70	2	175	9	NA
"1518"	73	"Male"	"NL"	6	2	1	30	2	175	9	NA
"1517"	73	"Male"	"NL"	7	2	1	30	2	175	9	NA
"1519"	73	"Male"	"NL"	8	2	0	45	2	175	9	NA
"1522"	73	"Male"	"NL"	9	3	1	19	3	99	9	NA
"1521"	73	"Male"	"NL"	10	3	1	46	3	99	9	NA
"1523"	73	"Male"	"NL"	11	3	0	18	3	99	9	NA
"1524"	73	"Male"	"NL"	12	3	1	16	3	99	9	NA
"1528"	73	"Male"	"NL"	13	4	0	28	2	158	9	NA
"1527"	73	"Male"	"NL"	14	4	1	99	2	158	9	NA
"1525"	73	"Male"	"NL"	15	4	0	31	2	158	9	NA
"1526"	73	"Male"	"NL"	16	4	NA	NA	NA	158	NA	NA
"1529"	73	"Male"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"1530"	73	"Male"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"1531"	73	"Male"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"1532"	73	"Male"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"1533"	73	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"1534"	74	"Male"	"NL"	1	1	0	66	1	133	11	NA
"1536"	74	"Male"	"NL"	2	1	1	24	1	133	11	NA
"1535"	74	"Male"	"NL"	3	1	0	24	1	133	11	NA
"1537"	74	"Male"	"NL"	4	1	0	19	1	133	11	NA
"1539"	74	"Male"	"NL"	5	2	0	40	2	144	11	NA
"1538"	74	"Male"	"NL"	6	2	0	24	2	144	11	NA
"1541"	74	"Male"	"NL"	7	2	1	48	2	144	11	NA
"1540"	74	"Male"	"NL"	8	2	1	32	2	144	11	NA
"1543"	74	"Male"	"NL"	9	3	1	39	3	103	11	NA
"1542"	74	"Male"	"NL"	10	3	1	29	3	103	11	NA
"1544"	74	"Male"	"NL"	11	3	0	14	3	103	11	NA
"1545"	74	"Male"	"NL"	12	3	1	21	3	103	11	NA
"1547"	74	"Male"	"NL"	13	4	1	73	3	323	11	NA
"1549"	74	"Male"	"NL"	14	4	1	85	3	323	11	NA
"1546"	74	"Male"	"NL"	15	4	0	47	3	323	11	NA
"1548"	74	"Male"	"NL"	16	4	1	118	3	323	11	NA
"1551"	74	"Male"	"NL"	17	5	1	10	2	10	11	NA
"1552"	74	"Male"	"NL"	18	5	NA	NA	NA	10	NA	NA
"1550"	74	"Male"	"NL"	19	5	NA	NA	NA	10	NA	NA
"1553"	74	"Male"	"NL"	20	5	NA	NA	NA	10	NA	NA
"1554"	74	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"1558"	75	"Male"	"NL"	1	1	0	141	0	437	6	NA
"1557"	75	"Male"	"NL"	2	1	0	119	0	437	6	NA
"1556"	75	"Male"	"NL"	3	1	0	70	0	437	6	NA
"1555"	75	"Male"	"NL"	4	1	0	107	0	437	6	NA
"1560"	75	"Male"	"NL"	5	2	0	66	0	183	6	NA
"1561"	75	"Male"	"NL"	6	2	0	50	0	183	6	NA
"1562"	75	"Male"	"NL"	7	2	0	29	0	183	6	NA
"1559"	75	"Male"	"NL"	8	2	0	38	0	183	6	NA
"1564"	75	"Male"	"NL"	9	3	1	58	3	186	6	NA
"1566"	75	"Male"	"NL"	10	3	1	31	3	186	6	NA
"1563"	75	"Male"	"NL"	11	3	0	48	3	186	6	NA
"1565"	75	"Male"	"NL"	12	3	1	49	3	186	6	NA
"1568"	75	"Male"	"NL"	13	4	NA	NA	NA	NA	NA	NA
"1569"	75	"Male"	"NL"	14	4	NA	NA	NA	NA	NA	NA
"1567"	75	"Male"	"NL"	15	4	NA	NA	NA	NA	NA	NA
"1570"	75	"Male"	"NL"	16	4	NA	NA	NA	NA	NA	NA
"1571"	75	"Male"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"1572"	75	"Male"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"1573"	75	"Male"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"1574"	75	"Male"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"1575"	75	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"1579"	76	"Male"	"NL"	1	1	0	144	1	433	9	NA
"1578"	76	"Male"	"NL"	2	1	1	108	1	433	9	NA
"1577"	76	"Male"	"NL"	3	1	0	98	1	433	9	NA
"1576"	76	"Male"	"NL"	4	1	0	83	1	433	9	NA
"1583"	76	"Male"	"NL"	5	2	0	102	2	279	9	NA
"1582"	76	"Male"	"NL"	6	2	1	57	2	279	9	NA
"1580"	76	"Male"	"NL"	7	2	1	60	2	279	9	NA
"1581"	76	"Male"	"NL"	8	2	0	60	2	279	9	NA
"1586"	76	"Male"	"NL"	9	3	1	72	2	260	9	NA
"1584"	76	"Male"	"NL"	10	3	1	61	2	260	9	NA
"1587"	76	"Male"	"NL"	11	3	0	69	2	260	9	NA
"1585"	76	"Male"	"NL"	12	3	0	58	2	260	9	NA
"1590"	76	"Male"	"NL"	13	4	NA	NA	NA	NA	NA	NA
"1591"	76	"Male"	"NL"	14	4	NA	NA	NA	NA	NA	NA
"1588"	76	"Male"	"NL"	15	4	NA	NA	NA	NA	NA	NA
"1589"	76	"Male"	"NL"	16	4	NA	NA	NA	NA	NA	NA
"1592"	76	"Male"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"1593"	76	"Male"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"1594"	76	"Male"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"1595"	76	"Male"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"1596"	76	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"1597"	77	"Male"	"NL"	1	1	0	74	1	192	9	NA
"1599"	77	"Male"	"NL"	2	1	1	53	1	192	9	NA
"1600"	77	"Male"	"NL"	3	1	0	38	1	192	9	NA
"1598"	77	"Male"	"NL"	4	1	0	27	1	192	9	NA
"1601"	77	"Male"	"NL"	5	2	1	97	4	165	9	NA
"1603"	77	"Male"	"NL"	6	2	1	19	4	165	9	NA
"1602"	77	"Male"	"NL"	7	2	1	22	4	165	9	NA
"1604"	77	"Male"	"NL"	8	2	1	27	4	165	9	NA
"1608"	77	"Male"	"NL"	9	3	0	42	1	77	9	NA
"1605"	77	"Male"	"NL"	10	3	1	9	1	77	9	NA
"1607"	77	"Male"	"NL"	11	3	0	9	1	77	9	NA
"1606"	77	"Male"	"NL"	12	3	0	17	1	77	9	NA
"1612"	77	"Male"	"NL"	13	4	0	26	1	147	9	NA
"1609"	77	"Male"	"NL"	14	4	0	56	1	147	9	NA
"1611"	77	"Male"	"NL"	15	4	0	56	1	147	9	NA
"1610"	77	"Male"	"NL"	16	4	1	9	1	147	9	NA
"1615"	77	"Male"	"NL"	17	5	1	24	2	39	9	NA
"1613"	77	"Male"	"NL"	18	5	0	15	2	39	9	NA
"1614"	77	"Male"	"NL"	19	5	NA	NA	NA	39	NA	NA
"1616"	77	"Male"	"NL"	20	5	NA	NA	NA	39	NA	NA
"1617"	77	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"1618"	78	"Male"	"NL"	1	1	0	67	1	138	13	NA
"1620"	78	"Male"	"NL"	2	1	1	45	1	138	13	NA
"1619"	78	"Male"	"NL"	3	1	0	13	1	138	13	NA
"1621"	78	"Male"	"NL"	4	1	0	13	1	138	13	NA
"1622"	78	"Male"	"NL"	5	2	1	87	4	148	13	NA
"1624"	78	"Male"	"NL"	6	2	1	11	4	148	13	NA
"1625"	78	"Male"	"NL"	7	2	1	35	4	148	13	NA
"1623"	78	"Male"	"NL"	8	2	1	15	4	148	13	NA
"1628"	78	"Male"	"NL"	9	3	1	34	2	103	13	NA
"1629"	78	"Male"	"NL"	10	3	1	47	2	103	13	NA
"1626"	78	"Male"	"NL"	11	3	0	12	2	103	13	NA
"1627"	78	"Male"	"NL"	12	3	0	10	2	103	13	NA
"1632"	78	"Male"	"NL"	13	4	NA	NA	NA	NA	NA	NA
"1633"	78	"Male"	"NL"	14	4	NA	NA	NA	NA	NA	NA
"1630"	78	"Male"	"NL"	15	4	NA	NA	NA	NA	NA	NA
"1631"	78	"Male"	"NL"	16	4	NA	NA	NA	NA	NA	NA
"1634"	78	"Male"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"1635"	78	"Male"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"1636"	78	"Male"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"1637"	78	"Male"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"1638"	78	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"1640"	79	"Male"	"NL"	1	1	0	164	0	468	3	NA
"1642"	79	"Male"	"NL"	2	1	0	145	0	468	3	NA
"1639"	79	"Male"	"NL"	3	1	0	69	0	468	3	NA
"1641"	79	"Male"	"NL"	4	1	0	90	0	468	3	NA
"1646"	79	"Male"	"NL"	5	2	0	35	1	185	3	NA
"1645"	79	"Male"	"NL"	6	2	0	65	1	185	3	NA
"1644"	79	"Male"	"NL"	7	2	1	31	1	185	3	NA
"1643"	79	"Male"	"NL"	8	2	0	54	1	185	3	NA
"1648"	79	"Male"	"NL"	9	3	0	22	0	92	3	NA
"1647"	79	"Male"	"NL"	10	3	0	32	0	92	3	NA
"1650"	79	"Male"	"NL"	11	3	0	19	0	92	3	NA
"1649"	79	"Male"	"NL"	12	3	0	19	0	92	3	NA
"1653"	79	"Male"	"NL"	13	4	NA	NA	NA	NA	NA	NA
"1654"	79	"Male"	"NL"	14	4	NA	NA	NA	NA	NA	NA
"1651"	79	"Male"	"NL"	15	4	NA	NA	NA	NA	NA	NA
"1652"	79	"Male"	"NL"	16	4	NA	NA	NA	NA	NA	NA
"1655"	79	"Male"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"1656"	79	"Male"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"1657"	79	"Male"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"1658"	79	"Male"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"1659"	79	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"1662"	80	"Male"	"NL"	1	1	0	71	1	332	13	NA
"1663"	80	"Male"	"NL"	2	1	1	146	1	332	13	NA
"1660"	80	"Male"	"NL"	3	1	0	86	1	332	13	NA
"1661"	80	"Male"	"NL"	4	1	0	29	1	332	13	NA
"1667"	80	"Male"	"NL"	5	2	0	95	2	156	13	NA
"1666"	80	"Male"	"NL"	6	2	1	14	2	156	13	NA
"1664"	80	"Male"	"NL"	7	2	1	25	2	156	13	NA
"1665"	80	"Male"	"NL"	8	2	0	22	2	156	13	NA
"1670"	80	"Male"	"NL"	9	3	1	58	3	90	13	NA
"1668"	80	"Male"	"NL"	10	3	1	11	3	90	13	NA
"1671"	80	"Male"	"NL"	11	3	0	8	3	90	13	NA
"1669"	80	"Male"	"NL"	12	3	1	13	3	90	13	NA
"1673"	80	"Male"	"NL"	13	4	0	17	3	57	13	NA
"1672"	80	"Male"	"NL"	14	4	1	40	3	57	13	NA
"1674"	80	"Male"	"NL"	15	4	NA	NA	NA	57	NA	NA
"1675"	80	"Male"	"NL"	16	4	NA	NA	NA	57	NA	NA
"1676"	80	"Male"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"1679"	80	"Male"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"1677"	80	"Male"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"1678"	80	"Male"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"1680"	80	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"1683"	81	"Female"	"FR"	1	1	0	208	0	339	7	NA
"1684"	81	"Female"	"FR"	2	1	0	49	0	339	7	NA
"1682"	81	"Female"	"FR"	3	1	0	42	0	339	7	NA
"1681"	81	"Female"	"FR"	4	1	0	40	0	339	7	NA
"1685"	81	"Female"	"FR"	5	2	0	256	1	333	7	NA
"1688"	81	"Female"	"FR"	6	2	0	21	1	333	7	NA
"1687"	81	"Female"	"FR"	7	2	1	27	1	333	7	NA
"1686"	81	"Female"	"FR"	8	2	0	29	1	333	7	NA
"1691"	81	"Female"	"FR"	9	3	0	54	2	97	7	NA
"1690"	81	"Female"	"FR"	10	3	1	19	2	97	7	NA
"1692"	81	"Female"	"FR"	11	3	0	12	2	97	7	NA
"1689"	81	"Female"	"FR"	12	3	1	12	2	97	7	NA
"1693"	81	"Female"	"FR"	13	4	NA	NA	NA	NA	NA	NA
"1694"	81	"Female"	"FR"	14	4	NA	NA	NA	NA	NA	NA
"1695"	81	"Female"	"FR"	15	4	NA	NA	NA	NA	NA	NA
"1696"	81	"Female"	"FR"	16	4	NA	NA	NA	NA	NA	NA
"1697"	81	"Female"	"FR"	17	5	NA	NA	NA	NA	NA	NA
"1698"	81	"Female"	"FR"	18	5	NA	NA	NA	NA	NA	NA
"1699"	81	"Female"	"FR"	19	5	NA	NA	NA	NA	NA	NA
"1700"	81	"Female"	"FR"	20	5	NA	NA	NA	NA	NA	NA
"1701"	81	"Female"	"FR"	21	6	NA	NA	NA	NA	NA	NA
"1703"	82	"Male"	"NL"	1	1	0	74	0	274	3	NA
"1704"	82	"Male"	"NL"	2	1	0	55	0	274	3	NA
"1705"	82	"Male"	"NL"	3	1	0	62	0	274	3	NA
"1702"	82	"Male"	"NL"	4	1	0	83	0	274	3	NA
"1706"	82	"Male"	"NL"	5	2	0	23	1	142	3	NA
"1709"	82	"Male"	"NL"	6	2	0	18	1	142	3	NA
"1707"	82	"Male"	"NL"	7	2	1	30	1	142	3	NA
"1708"	82	"Male"	"NL"	8	2	0	71	1	142	3	NA
"1711"	82	"Male"	"NL"	9	3	0	29	0	139	3	NA
"1712"	82	"Male"	"NL"	10	3	0	60	0	139	3	NA
"1713"	82	"Male"	"NL"	11	3	0	41	0	139	3	NA
"1710"	82	"Male"	"NL"	12	3	0	9	0	139	3	NA
"1714"	82	"Male"	"NL"	13	4	0	2	0	2	3	NA
"1715"	82	"Male"	"NL"	14	4	NA	NA	NA	2	NA	NA
"1716"	82	"Male"	"NL"	15	4	NA	NA	NA	2	NA	NA
"1717"	82	"Male"	"NL"	16	4	NA	NA	NA	2	NA	NA
"1720"	82	"Male"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"1721"	82	"Male"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"1718"	82	"Male"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"1719"	82	"Male"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"1722"	82	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"1723"	83	"Male"	"NL"	1	1	0	104	0	287	9	NA
"1724"	83	"Male"	"NL"	2	1	0	41	0	287	9	NA
"1725"	83	"Male"	"NL"	3	1	0	72	0	287	9	NA
"1726"	83	"Male"	"NL"	4	1	0	70	0	287	9	NA
"1729"	83	"Male"	"NL"	5	2	0	82	2	176	9	NA
"1727"	83	"Male"	"NL"	6	2	0	23	2	176	9	NA
"1730"	83	"Male"	"NL"	7	2	1	22	2	176	9	NA
"1728"	83	"Male"	"NL"	8	2	1	49	2	176	9	NA
"1733"	83	"Male"	"NL"	9	3	1	54	2	137	9	NA
"1731"	83	"Male"	"NL"	10	3	0	42	2	137	9	NA
"1734"	83	"Male"	"NL"	11	3	0	19	2	137	9	NA
"1732"	83	"Male"	"NL"	12	3	1	22	2	137	9	NA
"1737"	83	"Male"	"NL"	13	4	NA	NA	NA	NA	NA	NA
"1738"	83	"Male"	"NL"	14	4	NA	NA	NA	NA	NA	NA
"1735"	83	"Male"	"NL"	15	4	NA	NA	NA	NA	NA	NA
"1736"	83	"Male"	"NL"	16	4	NA	NA	NA	NA	NA	NA
"1739"	83	"Male"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"1740"	83	"Male"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"1741"	83	"Male"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"1742"	83	"Male"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"1743"	83	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"1744"	84	"Female"	"NL"	1	1	0	127	0	324	5	NA
"1746"	84	"Female"	"NL"	2	1	0	101	0	324	5	NA
"1745"	84	"Female"	"NL"	3	1	0	59	0	324	5	NA
"1747"	84	"Female"	"NL"	4	1	0	37	0	324	5	NA
"1749"	84	"Female"	"NL"	5	2	0	79	1	241	5	NA
"1751"	84	"Female"	"NL"	6	2	0	58	1	241	5	NA
"1750"	84	"Female"	"NL"	7	2	1	60	1	241	5	NA
"1748"	84	"Female"	"NL"	8	2	0	44	1	241	5	NA
"1754"	84	"Female"	"NL"	9	3	1	27	2	119	5	NA
"1752"	84	"Female"	"NL"	10	3	0	46	2	119	5	NA
"1755"	84	"Female"	"NL"	11	3	0	24	2	119	5	NA
"1753"	84	"Female"	"NL"	12	3	1	22	2	119	5	NA
"1758"	84	"Female"	"NL"	13	4	NA	NA	NA	NA	NA	NA
"1759"	84	"Female"	"NL"	14	4	NA	NA	NA	NA	NA	NA
"1756"	84	"Female"	"NL"	15	4	NA	NA	NA	NA	NA	NA
"1757"	84	"Female"	"NL"	16	4	NA	NA	NA	NA	NA	NA
"1760"	84	"Female"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"1763"	84	"Female"	"NL"	18	5	NA	NA	NA	NA	NA	NA
