"ID"	"Gender"	"Language"	"Item"	"Problem"	"Y"	"RT"	"Y.sub"	"RT.sub"	"Y.tot"	"RT.tot"
"4"	1	"Male"	"FR"	1	1	0	41	0	146	7	NA
"3"	1	"Male"	"FR"	2	1	0	55	0	146	7	NA
"1"	1	"Male"	"FR"	3	1	0	13	0	146	7	NA
"2"	1	"Male"	"FR"	4	1	0	37	0	146	7	NA
"5"	1	"Male"	"FR"	5	2	0	82	1	140	7	NA
"6"	1	"Male"	"FR"	6	2	0	19	1	140	7	NA
"7"	1	"Male"	"FR"	7	2	1	16	1	140	7	NA
"8"	1	"Male"	"FR"	8	2	0	23	1	140	7	NA
"10"	1	"Male"	"FR"	9	3	0	41	0	69	7	NA
"9"	1	"Male"	"FR"	10	3	0	9	0	69	7	NA
"12"	1	"Male"	"FR"	11	3	0	6	0	69	7	NA
"11"	1	"Male"	"FR"	12	3	0	13	0	69	7	NA
"13"	1	"Male"	"FR"	13	4	1	13	3	206	7	NA
"16"	1	"Male"	"FR"	14	4	1	39	3	206	7	NA
"15"	1	"Male"	"FR"	15	4	0	154	3	206	7	NA
"14"	1	"Male"	"FR"	16	4	NA	NA	NA	206	NA	NA
"17"	1	"Male"	"FR"	17	5	NA	NA	NA	NA	NA	NA
"18"	1	"Male"	"FR"	18	5	NA	NA	NA	NA	NA	NA
"19"	1	"Male"	"FR"	19	5	NA	NA	NA	NA	NA	NA
"20"	1	"Male"	"FR"	20	5	NA	NA	NA	NA	NA	NA
"21"	1	"Male"	"FR"	21	6	NA	NA	NA	NA	NA	NA
"25"	2	"Female"	"FR"	1	1	1	214	2	403	13	NA
"23"	2	"Female"	"FR"	2	1	1	67	2	403	13	NA
"24"	2	"Female"	"FR"	3	1	0	38	2	403	13	NA
"22"	2	"Female"	"FR"	4	1	0	84	2	403	13	NA
"26"	2	"Female"	"FR"	5	2	0	60	3	239	13	NA
"29"	2	"Female"	"FR"	6	2	1	35	3	239	13	NA
"28"	2	"Female"	"FR"	7	2	1	97	3	239	13	NA
"27"	2	"Female"	"FR"	8	2	1	47	3	239	13	NA
"33"	2	"Female"	"FR"	9	3	0	42	2	200	13	NA
"30"	2	"Female"	"FR"	10	3	1	35	2	200	13	NA
"32"	2	"Female"	"FR"	11	3	0	30	2	200	13	NA
"31"	2	"Female"	"FR"	12	3	1	93	2	200	13	NA
"34"	2	"Female"	"FR"	13	4	NA	NA	NA	NA	NA	NA
"35"	2	"Female"	"FR"	14	4	NA	NA	NA	NA	NA	NA
"36"	2	"Female"	"FR"	15	4	NA	NA	NA	NA	NA	NA
"37"	2	"Female"	"FR"	16	4	NA	NA	NA	NA	NA	NA
"38"	2	"Female"	"FR"	17	5	NA	NA	NA	NA	NA	NA
"39"	2	"Female"	"FR"	18	5	NA	NA	NA	NA	NA	NA
"40"	2	"Female"	"FR"	19	5	NA	NA	NA	NA	NA	NA
"41"	2	"Female"	"FR"	20	5	NA	NA	NA	NA	NA	NA
"42"	2	"Female"	"FR"	21	6	NA	NA	NA	NA	NA	NA
"46"	3	"Female"	"FR"	1	1	0	66	0	273	5	NA
"44"	3	"Female"	"FR"	2	1	0	66	0	273	5	NA
"43"	3	"Female"	"FR"	3	1	0	56	0	273	5	NA
"45"	3	"Female"	"FR"	4	1	0	85	0	273	5	NA
"49"	3	"Female"	"FR"	5	2	0	112	1	278	5	NA
"50"	3	"Female"	"FR"	6	2	0	45	1	278	5	NA
"48"	3	"Female"	"FR"	7	2	1	70	1	278	5	NA
"47"	3	"Female"	"FR"	8	2	0	51	1	278	5	NA
"51"	3	"Female"	"FR"	9	3	1	28	2	155	5	NA
"52"	3	"Female"	"FR"	10	3	1	58	2	155	5	NA
"53"	3	"Female"	"FR"	11	3	0	30	2	155	5	NA
"54"	3	"Female"	"FR"	12	3	0	39	2	155	5	NA
"55"	3	"Female"	"FR"	13	4	NA	NA	NA	NA	NA	NA
"56"	3	"Female"	"FR"	14	4	NA	NA	NA	NA	NA	NA
"57"	3	"Female"	"FR"	15	4	NA	NA	NA	NA	NA	NA
"58"	3	"Female"	"FR"	16	4	NA	NA	NA	NA	NA	NA
"59"	3	"Female"	"FR"	17	5	NA	NA	NA	NA	NA	NA
"60"	3	"Female"	"FR"	18	5	NA	NA	NA	NA	NA	NA
"61"	3	"Female"	"FR"	19	5	NA	NA	NA	NA	NA	NA
"62"	3	"Female"	"FR"	20	5	NA	NA	NA	NA	NA	NA
"63"	3	"Female"	"FR"	21	6	NA	NA	NA	NA	NA	NA
"64"	4	"Male"	"NL"	1	1	0	116	1	181	14	NA
"65"	4	"Male"	"NL"	2	1	0	16	1	181	14	NA
"67"	4	"Male"	"NL"	3	1	1	26	1	181	14	NA
"66"	4	"Male"	"NL"	4	1	0	23	1	181	14	NA
"69"	4	"Male"	"NL"	5	2	1	74	4	108	14	NA
"71"	4	"Male"	"NL"	6	2	1	8	4	108	14	NA
"68"	4	"Male"	"NL"	7	2	1	12	4	108	14	NA
"70"	4	"Male"	"NL"	8	2	1	14	4	108	14	NA
"73"	4	"Male"	"NL"	9	3	1	31	2	53	14	NA
"74"	4	"Male"	"NL"	10	3	0	9	2	53	14	NA
"75"	4	"Male"	"NL"	11	3	0	6	2	53	14	NA
"72"	4	"Male"	"NL"	12	3	1	7	2	53	14	NA
"77"	4	"Male"	"NL"	13	4	1	12	4	149	14	NA
"76"	4	"Male"	"NL"	14	4	1	35	4	149	14	NA
"78"	4	"Male"	"NL"	15	4	1	94	4	149	14	NA
"79"	4	"Male"	"NL"	16	4	1	8	4	149	14	NA
"81"	4	"Male"	"NL"	17	5	1	13	3	155	14	NA
"80"	4	"Male"	"NL"	18	5	1	17	3	155	14	NA
"82"	4	"Male"	"NL"	19	5	0	112	3	155	14	NA
"83"	4	"Male"	"NL"	20	5	1	13	3	155	14	NA
"84"	4	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"88"	5	"Male"	"NL"	1	1	0	125	1	250	12	NA
"85"	5	"Male"	"NL"	2	1	1	37	1	250	12	NA
"86"	5	"Male"	"NL"	3	1	0	35	1	250	12	NA
"87"	5	"Male"	"NL"	4	1	0	53	1	250	12	NA
"89"	5	"Male"	"NL"	5	2	1	212	4	330	12	NA
"91"	5	"Male"	"NL"	6	2	1	50	4	330	12	NA
"92"	5	"Male"	"NL"	7	2	1	30	4	330	12	NA
"90"	5	"Male"	"NL"	8	2	1	38	4	330	12	NA
"94"	5	"Male"	"NL"	9	3	0	48	2	100	12	NA
"96"	5	"Male"	"NL"	10	3	1	23	2	100	12	NA
"95"	5	"Male"	"NL"	11	3	0	15	2	100	12	NA
"93"	5	"Male"	"NL"	12	3	1	14	2	100	12	NA
"97"	5	"Male"	"NL"	13	4	NA	NA	NA	NA	NA	NA
"98"	5	"Male"	"NL"	14	4	NA	NA	NA	NA	NA	NA
"99"	5	"Male"	"NL"	15	4	NA	NA	NA	NA	NA	NA
"100"	5	"Male"	"NL"	16	4	NA	NA	NA	NA	NA	NA
"101"	5	"Male"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"102"	5	"Male"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"103"	5	"Male"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"104"	5	"Male"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"105"	5	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"108"	6	"Male"	"FR"	1	1	0	40	0	138	8	NA
"106"	6	"Male"	"FR"	2	1	0	27	0	138	8	NA
"107"	6	"Male"	"FR"	3	1	0	25	0	138	8	NA
"109"	6	"Male"	"FR"	4	1	0	46	0	138	8	NA
"113"	6	"Male"	"FR"	5	2	0	79	3	168	8	NA
"111"	6	"Male"	"FR"	6	2	1	25	3	168	8	NA
"110"	6	"Male"	"FR"	7	2	1	28	3	168	8	NA
"112"	6	"Male"	"FR"	8	2	1	36	3	168	8	NA
"114"	6	"Male"	"FR"	9	3	0	38	2	105	8	NA
"115"	6	"Male"	"FR"	10	3	1	18	2	105	8	NA
"117"	6	"Male"	"FR"	11	3	0	16	2	105	8	NA
"116"	6	"Male"	"FR"	12	3	1	33	2	105	8	NA
"120"	6	"Male"	"FR"	13	4	0	63	2	215	8	NA
"119"	6	"Male"	"FR"	14	4	1	33	2	215	8	NA
"121"	6	"Male"	"FR"	15	4	0	51	2	215	8	NA
"118"	6	"Male"	"FR"	16	4	1	68	2	215	8	NA
"125"	6	"Male"	"FR"	17	5	1	59	1	77	8	NA
"124"	6	"Male"	"FR"	18	5	0	18	1	77	8	NA
"122"	6	"Male"	"FR"	19	5	NA	NA	NA	77	NA	NA
"123"	6	"Male"	"FR"	20	5	NA	NA	NA	77	NA	NA
"126"	6	"Male"	"FR"	21	6	NA	NA	NA	NA	NA	NA
"130"	7	"Female"	"FR"	1	1	0	149	1	299	12	NA
"128"	7	"Female"	"FR"	2	1	1	92	1	299	12	NA
"129"	7	"Female"	"FR"	3	1	0	27	1	299	12	NA
"127"	7	"Female"	"FR"	4	1	0	31	1	299	12	NA
"132"	7	"Female"	"FR"	5	2	1	129	4	311	12	NA
"133"	7	"Female"	"FR"	6	2	1	33	4	311	12	NA
"134"	7	"Female"	"FR"	7	2	1	39	4	311	12	NA
"131"	7	"Female"	"FR"	8	2	1	110	4	311	12	NA
"135"	7	"Female"	"FR"	9	3	1	102	3	186	12	NA
"137"	7	"Female"	"FR"	10	3	1	65	3	186	12	NA
"138"	7	"Female"	"FR"	11	3	0	11	3	186	12	NA
"136"	7	"Female"	"FR"	12	3	1	8	3	186	12	NA
"139"	7	"Female"	"FR"	13	4	NA	NA	NA	NA	NA	NA
"140"	7	"Female"	"FR"	14	4	NA	NA	NA	NA	NA	NA
"141"	7	"Female"	"FR"	15	4	NA	NA	NA	NA	NA	NA
"142"	7	"Female"	"FR"	16	4	NA	NA	NA	NA	NA	NA
"143"	7	"Female"	"FR"	17	5	NA	NA	NA	NA	NA	NA
"144"	7	"Female"	"FR"	18	5	NA	NA	NA	NA	NA	NA
"145"	7	"Female"	"FR"	19	5	NA	NA	NA	NA	NA	NA
"146"	7	"Female"	"FR"	20	5	NA	NA	NA	NA	NA	NA
"147"	7	"Female"	"FR"	21	6	NA	NA	NA	NA	NA	NA
"149"	8	"Unknown"	"NL"	1	1	0	67	1	178	11	NA
"150"	8	"Unknown"	"NL"	2	1	1	37	1	178	11	NA
"151"	8	"Unknown"	"NL"	3	1	0	42	1	178	11	NA
"148"	8	"Unknown"	"NL"	4	1	0	32	1	178	11	NA
"154"	8	"Unknown"	"NL"	5	2	0	74	3	156	11	NA
"153"	8	"Unknown"	"NL"	6	2	1	36	3	156	11	NA
"152"	8	"Unknown"	"NL"	7	2	1	29	3	156	11	NA
"155"	8	"Unknown"	"NL"	8	2	1	17	3	156	11	NA
"157"	8	"Unknown"	"NL"	9	3	1	24	3	69	11	NA
"159"	8	"Unknown"	"NL"	10	3	1	14	3	69	11	NA
"158"	8	"Unknown"	"NL"	11	3	0	19	3	69	11	NA
"156"	8	"Unknown"	"NL"	12	3	1	12	3	69	11	NA
"160"	8	"Unknown"	"NL"	13	4	1	23	3	123	11	NA
"162"	8	"Unknown"	"NL"	14	4	1	33	3	123	11	NA
"163"	8	"Unknown"	"NL"	15	4	0	49	3	123	11	NA
"161"	8	"Unknown"	"NL"	16	4	1	18	3	123	11	NA
"164"	8	"Unknown"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"165"	8	"Unknown"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"166"	8	"Unknown"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"167"	8	"Unknown"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"168"	8	"Unknown"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"169"	9	"Male"	"NL"	1	1	0	205	1	418	11	NA
"171"	9	"Male"	"NL"	2	1	1	107	1	418	11	NA
"172"	9	"Male"	"NL"	3	1	0	27	1	418	11	NA
"170"	9	"Male"	"NL"	4	1	0	79	1	418	11	NA
"176"	9	"Male"	"NL"	5	2	0	136	2	298	11	NA
"175"	9	"Male"	"NL"	6	2	0	64	2	298	11	NA
"173"	9	"Male"	"NL"	7	2	1	60	2	298	11	NA
"174"	9	"Male"	"NL"	8	2	1	38	2	298	11	NA
"179"	9	"Male"	"NL"	9	3	1	60	3	170	11	NA
"177"	9	"Male"	"NL"	10	3	1	24	3	170	11	NA
"180"	9	"Male"	"NL"	11	3	0	51	3	170	11	NA
"178"	9	"Male"	"NL"	12	3	1	35	3	170	11	NA
"181"	9	"Male"	"NL"	13	4	NA	NA	NA	NA	NA	NA
"182"	9	"Male"	"NL"	14	4	NA	NA	NA	NA	NA	NA
"183"	9	"Male"	"NL"	15	4	NA	NA	NA	NA	NA	NA
"184"	9	"Male"	"NL"	16	4	NA	NA	NA	NA	NA	NA
"185"	9	"Male"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"186"	9	"Male"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"187"	9	"Male"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"188"	9	"Male"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"189"	9	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"191"	10	"Male"	"NL"	1	1	0	103	1	217	8	NA
"193"	10	"Male"	"NL"	2	1	1	35	1	217	8	NA
"192"	10	"Male"	"NL"	3	1	0	26	1	217	8	NA
"190"	10	"Male"	"NL"	4	1	0	53	1	217	8	NA
"196"	10	"Male"	"NL"	5	2	0	130	1	227	8	NA
"194"	10	"Male"	"NL"	6	2	0	18	1	227	8	NA
"195"	10	"Male"	"NL"	7	2	1	15	1	227	8	NA
"197"	10	"Male"	"NL"	8	2	0	64	1	227	8	NA
"199"	10	"Male"	"NL"	9	3	0	72	0	150	8	NA
"200"	10	"Male"	"NL"	10	3	0	22	0	150	8	NA
"201"	10	"Male"	"NL"	11	3	0	24	0	150	8	NA
"198"	10	"Male"	"NL"	12	3	0	32	0	150	8	NA
"202"	10	"Male"	"NL"	13	4	NA	NA	NA	NA	NA	NA
"203"	10	"Male"	"NL"	14	4	NA	NA	NA	NA	NA	NA
"204"	10	"Male"	"NL"	15	4	NA	NA	NA	NA	NA	NA
"205"	10	"Male"	"NL"	16	4	NA	NA	NA	NA	NA	NA
"206"	10	"Male"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"207"	10	"Male"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"208"	10	"Male"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"209"	10	"Male"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"210"	10	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"211"	11	"Unknown"	"NL"	1	1	0	84	2	214	11	NA
"212"	11	"Unknown"	"NL"	2	1	1	40	2	214	11	NA
"213"	11	"Unknown"	"NL"	3	1	1	12	2	214	11	NA
"214"	11	"Unknown"	"NL"	4	1	0	78	2	214	11	NA
"217"	11	"Unknown"	"NL"	5	2	0	45	1	134	11	NA
"215"	11	"Unknown"	"NL"	6	2	0	36	1	134	11	NA
"218"	11	"Unknown"	"NL"	7	2	1	21	1	134	11	NA
"216"	11	"Unknown"	"NL"	8	2	0	32	1	134	11	NA
"222"	11	"Unknown"	"NL"	9	3	1	48	3	100	11	NA
"220"	11	"Unknown"	"NL"	10	3	1	15	3	100	11	NA
"219"	11	"Unknown"	"NL"	11	3	0	25	3	100	11	NA
"221"	11	"Unknown"	"NL"	12	3	1	12	3	100	11	NA
"226"	11	"Unknown"	"NL"	13	4	1	30	2	128	11	NA
"225"	11	"Unknown"	"NL"	14	4	1	10	2	128	11	NA
"223"	11	"Unknown"	"NL"	15	4	0	59	2	128	11	NA
"224"	11	"Unknown"	"NL"	16	4	0	29	2	128	11	NA
"227"	11	"Unknown"	"NL"	17	5	1	78	3	272	11	NA
"229"	11	"Unknown"	"NL"	18	5	1	95	3	272	11	NA
"228"	11	"Unknown"	"NL"	19	5	0	70	3	272	11	NA
"230"	11	"Unknown"	"NL"	20	5	1	29	3	272	11	NA
"231"	11	"Unknown"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"234"	12	"Female"	"NL"	1	1	0	90	1	165	9	585
"233"	12	"Female"	"NL"	2	1	1	30	1	165	9	585
"235"	12	"Female"	"NL"	3	1	0	16	1	165	9	585
"232"	12	"Female"	"NL"	4	1	0	29	1	165	9	585
"237"	12	"Female"	"NL"	5	2	0	32	2	120	9	585
"236"	12	"Female"	"NL"	6	2	1	58	2	120	9	585
"238"	12	"Female"	"NL"	7	2	1	21	2	120	9	585
"239"	12	"Female"	"NL"	8	2	0	9	2	120	9	585
"241"	12	"Female"	"NL"	9	3	0	17	1	115	9	585
"240"	12	"Female"	"NL"	10	3	1	53	1	115	9	585
"243"	12	"Female"	"NL"	11	3	0	15	1	115	9	585
"242"	12	"Female"	"NL"	12	3	0	30	1	115	9	585
"247"	12	"Female"	"NL"	13	4	1	15	3	103	9	585
"244"	12	"Female"	"NL"	14	4	1	25	3	103	9	585
"245"	12	"Female"	"NL"	15	4	0	50	3	103	9	585
"246"	12	"Female"	"NL"	16	4	1	13	3	103	9	585
"248"	12	"Female"	"NL"	17	5	0	23	2	68	9	585
"250"	12	"Female"	"NL"	18	5	1	18	2	68	9	585
"251"	12	"Female"	"NL"	19	5	0	15	2	68	9	585
"249"	12	"Female"	"NL"	20	5	1	12	2	68	9	585
"252"	12	"Female"	"NL"	21	6	0	14	0	14	9	585
"256"	13	"Female"	"FR"	1	1	0	135	2	381	18	NA
"254"	13	"Female"	"FR"	2	1	1	120	2	381	18	NA
"253"	13	"Female"	"FR"	3	1	1	63	2	381	18	NA
"255"	13	"Female"	"FR"	4	1	0	63	2	381	18	NA
"259"	13	"Female"	"FR"	5	2	1	73	4	385	18	NA
"257"	13	"Female"	"FR"	6	2	1	65	4	385	18	NA
"258"	13	"Female"	"FR"	7	2	1	62	4	385	18	NA
"260"	13	"Female"	"FR"	8	2	1	185	4	385	18	NA
"262"	13	"Female"	"FR"	9	3	1	127	3	351	18	NA
"263"	13	"Female"	"FR"	10	3	1	108	3	351	18	NA
"264"	13	"Female"	"FR"	11	3	0	83	3	351	18	NA
"261"	13	"Female"	"FR"	12	3	1	33	3	351	18	NA
"265"	13	"Female"	"FR"	13	4	NA	NA	NA	NA	NA	NA
"266"	13	"Female"	"FR"	14	4	NA	NA	NA	NA	NA	NA
"267"	13	"Female"	"FR"	15	4	NA	NA	NA	NA	NA	NA
"268"	13	"Female"	"FR"	16	4	NA	NA	NA	NA	NA	NA
"269"	13	"Female"	"FR"	17	5	NA	NA	NA	NA	NA	NA
"270"	13	"Female"	"FR"	18	5	NA	NA	NA	NA	NA	NA
"271"	13	"Female"	"FR"	19	5	NA	NA	NA	NA	NA	NA
"272"	13	"Female"	"FR"	20	5	NA	NA	NA	NA	NA	NA
"273"	13	"Female"	"FR"	21	6	NA	NA	NA	NA	NA	NA
"276"	14	"Male"	"NL"	1	1	1	101	3	169	17	NA
"274"	14	"Male"	"NL"	2	1	1	23	3	169	17	NA
"275"	14	"Male"	"NL"	3	1	1	26	3	169	17	NA
"277"	14	"Male"	"NL"	4	1	0	19	3	169	17	NA
"281"	14	"Male"	"NL"	5	2	1	56	3	128	17	NA
"278"	14	"Male"	"NL"	6	2	0	22	3	128	17	NA
"280"	14	"Male"	"NL"	7	2	1	19	3	128	17	NA
"279"	14	"Male"	"NL"	8	2	1	31	3	128	17	NA
"282"	14	"Male"	"NL"	9	3	1	60	3	89	17	NA
"285"	14	"Male"	"NL"	10	3	1	11	3	89	17	NA
"283"	14	"Male"	"NL"	11	3	0	8	3	89	17	NA
"284"	14	"Male"	"NL"	12	3	1	10	3	89	17	NA
"289"	14	"Male"	"NL"	13	4	1	25	4	224	17	NA
"287"	14	"Male"	"NL"	14	4	1	64	4	224	17	NA
"286"	14	"Male"	"NL"	15	4	1	135	4	224	17	NA
"288"	14	"Male"	"NL"	16	4	NA	NA	NA	224	NA	NA
"290"	14	"Male"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"291"	14	"Male"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"292"	14	"Male"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"293"	14	"Male"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"294"	14	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"295"	15	"Male"	"NL"	1	1	0	530	1	1147	16	NA
"298"	15	"Male"	"NL"	2	1	1	305	1	1147	16	NA
"296"	15	"Male"	"NL"	3	1	0	173	1	1147	16	NA
"297"	15	"Male"	"NL"	4	1	0	139	1	1147	16	NA
"302"	15	"Male"	"NL"	5	2	1	54	4	54	16	NA
"301"	15	"Male"	"NL"	6	2	NA	NA	NA	54	NA	NA
"300"	15	"Male"	"NL"	7	2	NA	NA	NA	54	NA	NA
"299"	15	"Male"	"NL"	8	2	NA	NA	NA	54	NA	NA
"303"	15	"Male"	"NL"	9	3	NA	NA	NA	NA	NA	NA
"304"	15	"Male"	"NL"	10	3	NA	NA	NA	NA	NA	NA
"305"	15	"Male"	"NL"	11	3	NA	NA	NA	NA	NA	NA
"306"	15	"Male"	"NL"	12	3	NA	NA	NA	NA	NA	NA
"307"	15	"Male"	"NL"	13	4	NA	NA	NA	NA	NA	NA
"308"	15	"Male"	"NL"	14	4	NA	NA	NA	NA	NA	NA
"309"	15	"Male"	"NL"	15	4	NA	NA	NA	NA	NA	NA
"310"	15	"Male"	"NL"	16	4	NA	NA	NA	NA	NA	NA
"311"	15	"Male"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"312"	15	"Male"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"313"	15	"Male"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"314"	15	"Male"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"315"	15	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"317"	16	"Female"	"NL"	1	1	1	77	1	261	16	NA
"316"	16	"Female"	"NL"	2	1	0	35	1	261	16	NA
"318"	16	"Female"	"NL"	3	1	0	49	1	261	16	NA
"319"	16	"Female"	"NL"	4	1	0	100	1	261	16	NA
"320"	16	"Female"	"NL"	5	2	1	72	3	139	16	NA
"322"	16	"Female"	"NL"	6	2	1	24	3	139	16	NA
"323"	16	"Female"	"NL"	7	2	1	16	3	139	16	NA
"321"	16	"Female"	"NL"	8	2	0	27	3	139	16	NA
"324"	16	"Female"	"NL"	9	3	1	37	4	65	16	NA
"326"	16	"Female"	"NL"	10	3	1	11	4	65	16	NA
"325"	16	"Female"	"NL"	11	3	1	7	4	65	16	NA
"327"	16	"Female"	"NL"	12	3	1	10	4	65	16	NA
"328"	16	"Female"	"NL"	13	4	1	17	4	192	16	NA
"330"	16	"Female"	"NL"	14	4	1	65	4	192	16	NA
"329"	16	"Female"	"NL"	15	4	1	87	4	192	16	NA
"331"	16	"Female"	"NL"	16	4	1	23	4	192	16	NA
"333"	16	"Female"	"NL"	17	5	1	19	3	19	16	NA
"334"	16	"Female"	"NL"	18	5	NA	NA	NA	19	NA	NA
"332"	16	"Female"	"NL"	19	5	NA	NA	NA	19	NA	NA
"335"	16	"Female"	"NL"	20	5	NA	NA	NA	19	NA	NA
"336"	16	"Female"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"340"	17	"Male"	"NL"	1	1	0	104	0	280	11	NA
"337"	17	"Male"	"NL"	2	1	0	80	0	280	11	NA
"338"	17	"Male"	"NL"	3	1	0	52	0	280	11	NA
"339"	17	"Male"	"NL"	4	1	0	44	0	280	11	NA
"341"	17	"Male"	"NL"	5	2	1	86	3	315	11	NA
"344"	17	"Male"	"NL"	6	2	0	121	3	315	11	NA
"342"	17	"Male"	"NL"	7	2	1	33	3	315	11	NA
"343"	17	"Male"	"NL"	8	2	1	75	3	315	11	NA
"347"	17	"Male"	"NL"	9	3	1	26	3	202	11	NA
"346"	17	"Male"	"NL"	10	3	1	113	3	202	11	NA
"348"	17	"Male"	"NL"	11	3	0	33	3	202	11	NA
"345"	17	"Male"	"NL"	12	3	1	30	3	202	11	NA
"349"	17	"Male"	"NL"	13	4	NA	NA	NA	NA	NA	NA
"350"	17	"Male"	"NL"	14	4	NA	NA	NA	NA	NA	NA
"351"	17	"Male"	"NL"	15	4	NA	NA	NA	NA	NA	NA
"352"	17	"Male"	"NL"	16	4	NA	NA	NA	NA	NA	NA
"353"	17	"Male"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"354"	17	"Male"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"355"	17	"Male"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"356"	17	"Male"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"357"	17	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"361"	18	"Male"	"FR"	1	1	1	46	2	125	16	NA
"359"	18	"Male"	"FR"	2	1	1	45	2	125	16	NA
"358"	18	"Male"	"FR"	3	1	0	18	2	125	16	NA
"360"	18	"Male"	"FR"	4	1	0	16	2	125	16	NA
"364"	18	"Male"	"FR"	5	2	1	54	4	124	16	NA
"365"	18	"Male"	"FR"	6	2	1	23	4	124	16	NA
"362"	18	"Male"	"FR"	7	2	1	23	4	124	16	NA
"363"	18	"Male"	"FR"	8	2	1	24	4	124	16	NA
"367"	18	"Male"	"FR"	9	3	1	29	3	80	16	NA
"369"	18	"Male"	"FR"	10	3	1	21	3	80	16	NA
"368"	18	"Male"	"FR"	11	3	0	20	3	80	16	NA
"366"	18	"Male"	"FR"	12	3	1	10	3	80	16	NA
"373"	18	"Male"	"FR"	13	4	0	14	3	155	16	NA
"370"	18	"Male"	"FR"	14	4	1	37	3	155	16	NA
"371"	18	"Male"	"FR"	15	4	1	97	3	155	16	NA
"372"	18	"Male"	"FR"	16	4	1	7	3	155	16	NA
"376"	18	"Male"	"FR"	17	5	1	15	3	170	16	NA
"374"	18	"Male"	"FR"	18	5	0	29	3	170	16	NA
"377"	18	"Male"	"FR"	19	5	1	105	3	170	16	NA
"375"	18	"Male"	"FR"	20	5	1	21	3	170	16	NA
"378"	18	"Male"	"FR"	21	6	NA	NA	NA	NA	NA	NA
"381"	19	"Male"	"NL"	1	1	0	123	2	295	12	NA
"380"	19	"Male"	"NL"	2	1	1	64	2	295	12	NA
"379"	19	"Male"	"NL"	3	1	1	36	2	295	12	NA
"382"	19	"Male"	"NL"	4	1	0	72	2	295	12	NA
"386"	19	"Male"	"NL"	5	2	0	69	2	215	12	NA
"383"	19	"Male"	"NL"	6	2	1	40	2	215	12	NA
"385"	19	"Male"	"NL"	7	2	1	49	2	215	12	NA
"384"	19	"Male"	"NL"	8	2	0	57	2	215	12	NA
"388"	19	"Male"	"NL"	9	3	1	26	3	143	12	NA
"389"	19	"Male"	"NL"	10	3	1	44	3	143	12	NA
"387"	19	"Male"	"NL"	11	3	0	54	3	143	12	NA
"390"	19	"Male"	"NL"	12	3	1	19	3	143	12	NA
"391"	19	"Male"	"NL"	13	4	NA	NA	NA	NA	NA	NA
"392"	19	"Male"	"NL"	14	4	NA	NA	NA	NA	NA	NA
"393"	19	"Male"	"NL"	15	4	NA	NA	NA	NA	NA	NA
"394"	19	"Male"	"NL"	16	4	NA	NA	NA	NA	NA	NA
"395"	19	"Male"	"NL"	17	5	NA	NA	NA	NA	NA	NA
"396"	19	"Male"	"NL"	18	5	NA	NA	NA	NA	NA	NA
"397"	19	"Male"	"NL"	19	5	NA	NA	NA	NA	NA	NA
"398"	19	"Male"	"NL"	20	5	NA	NA	NA	NA	NA	NA
"399"	19	"Male"	"NL"	21	6	NA	NA	NA	NA	NA	NA
"400"	20	"Male"	"NL"	1	1	0	80	1	164	12	NA
"401"	20	"Male"	"NL"	2	1	1	39	1	164	12	NA
