"ID"	"Gender"	"Language"	"Item"	"Problem"	"Y"	"RT"	"Y.sub"	"RT.sub"	"Y.tot"	"RT.tot"
95	"M"	"FR"	19	5	0	0	1	200	7	570
95	"M"	"FR"	2	1	1	46	2	109	7	570
95	"M"	"FR"	17	4	1	0	3	8	7	570
95	"M"	"FR"	4	1	1	21	2	109	7	570
95	"M"	"FR"	3	1	0	12	2	109	7	570
95	"M"	"FR"	16	4	0	0	3	8	7	570
95	"M"	"FR"	1	1	0	109	2	109	7	570
96	"M"	"FR"	11	3	1	7	2	53	12	691
96	"M"	"FR"	1	1	1	108	3	76	12	691
96	"M"	"FR"	2	1	0	73	3	76	12	691
96	"M"	"FR"	10	3	1	11	2	53	12	691
96	"M"	"FR"	14	4	1	81	4	167	12	691
96	"M"	"FR"	3	1	1	12	3	76	12	691
96	"M"	"FR"	12	3	0	11	2	53	12	691
96	"M"	"FR"	9	2	0	42	2	239	12	691
96	"M"	"FR"	19	5	0	6	1	156	12	691
96	"M"	"FR"	20	5	0	0	1	156	12	691
96	"M"	"FR"	4	1	1	10	3	76	12	691
96	"M"	"FR"	13	3	1	17	2	53	12	691
96	"M"	"FR"	17	4	1	21	4	167	12	691
96	"M"	"FR"	5	1	0	131	3	76	12	691
96	"M"	"FR"	21	5	0	0	1	156	12	691
96	"M"	"FR"	NA	6	NA	NA	0	0	12	691
96	"M"	"FR"	8	2	1	14	2	239	12	691
96	"M"	"FR"	15	4	1	75	4	167	12	691
96	"M"	"FR"	16	4	1	14	4	167	12	691
96	"M"	"FR"	6	2	1	20	2	239	12	691
96	"M"	"FR"	7	2	0	16	2	239	12	691
96	"M"	"FR"	18	5	0	22	1	156	12	691
97	"M"	"NL"	5	1	1	87	4	149	19	572
97	"M"	"NL"	7	2	1	17	4	149	19	572
97	"M"	"NL"	4	1	1	14	4	149	19	572
97	"M"	"NL"	17	4	1	14	4	138	19	572
97	"M"	"NL"	6	2	1	14	4	149	19	572
97	"M"	"NL"	19	5	1	66	3	89	19	572
97	"M"	"NL"	3	1	1	19	4	149	19	572
97	"M"	"NL"	8	2	1	16	4	149	19	572
97	"M"	"NL"	18	5	1	10	3	89	19	572
97	"M"	"NL"	10	3	1	13	3	47	19	572
97	"M"	"NL"	20	5	0	11	3	89	19	572
97	"M"	"NL"	16	4	1	9	4	138	19	572
97	"M"	"NL"	9	2	1	55	4	149	19	572
97	"M"	"NL"	21	5	1	0	3	89	19	572
97	"M"	"NL"	NA	6	NA	NA	1	0	19	572
97	"M"	"NL"	11	3	1	5	3	47	19	572
97	"M"	"NL"	2	1	1	32	4	149	19	572
97	"M"	"NL"	13	3	1	15	3	47	19	572
97	"M"	"NL"	14	4	1	57	4	138	19	572
97	"M"	"NL"	15	4	1	64	4	138	19	572
97	"M"	"NL"	1	1	1	48	4	149	19	572
97	"M"	"NL"	12	3	0	6	3	47	19	572
98	"M"	"FR"	NA	6	NA	NA	0	0	10	598
98	"M"	"FR"	21	5	0	0	1	116	10	598
98	"M"	"FR"	8	2	0	43	3	108	10	598
98	"M"	"FR"	9	2	0	21	3	108	10	598
98	"M"	"FR"	7	2	1	30	3	108	10	598
98	"M"	"FR"	19	5	0	48	1	116	10	598
98	"M"	"FR"	20	5	0	14	1	116	10	598
98	"M"	"FR"	6	2	1	31	3	108	10	598
98	"M"	"FR"	10	3	1	33	2	125	10	598
98	"M"	"FR"	11	3	1	24	2	125	10	598
98	"M"	"FR"	12	3	0	8	2	125	10	598
98	"M"	"FR"	5	1	1	24	1	141	10	598
98	"M"	"FR"	15	4	1	31	3	108	10	598
98	"M"	"FR"	16	4	0	50	3	108	10	598
98	"M"	"FR"	17	4	1	18	3	108	10	598
98	"M"	"FR"	18	5	0	17	1	116	10	598
98	"M"	"FR"	13	3	1	39	2	125	10	598
98	"M"	"FR"	1	1	0	58	1	141	10	598
98	"M"	"FR"	2	1	0	23	1	141	10	598
98	"M"	"FR"	3	1	1	20	1	141	10	598
98	"M"	"FR"	4	1	0	11	1	141	10	598
98	"M"	"FR"	14	4	1	55	3	108	10	598
99	"M"	"FR"	3	1	0	31	3	183	10	659
99	"M"	"FR"	13	3	1	37	1	75	10	659
99	"M"	"FR"	1	1	1	82	3	183	10	659
99	"M"	"FR"	2	1	1	43	3	183	10	659
99	"M"	"FR"	15	4	1	49	3	99	10	659
99	"M"	"FR"	12	3	0	10	1	75	10	659
99	"M"	"FR"	NA	6	NA	NA	0	0	10	659
99	"M"	"FR"	14	4	1	40	3	99	10	659
99	"M"	"FR"	6	2	0	32	1	160	10	659
99	"M"	"FR"	16	4	0	7	3	99	10	659
99	"M"	"FR"	4	1	1	23	3	183	10	659
99	"M"	"FR"	5	1	1	67	3	183	10	659
99	"M"	"FR"	10	3	0	13	1	75	10	659
99	"M"	"FR"	11	3	0	5	1	75	10	659
99	"M"	"FR"	21	5	0	0	2	142	10	659
99	"M"	"FR"	8	2	0	33	1	160	10	659
99	"M"	"FR"	9	2	1	50	1	160	10	659
99	"M"	"FR"	17	4	1	17	3	99	10	659
99	"M"	"FR"	7	2	0	27	1	160	10	659
99	"M"	"FR"	19	5	1	83	2	142	10	659
99	"M"	"FR"	20	5	0	0	2	142	10	659
99	"M"	"FR"	18	5	0	10	2	142	10	659
100	"F"	"NL"	21	5	0	0	2	119	14	557
100	"F"	"NL"	NA	6	NA	NA	0	0	14	557
100	"F"	"NL"	20	5	0	0	2	119	14	557
100	"F"	"NL"	19	5	1	0	2	119	14	557
100	"F"	"NL"	2	1	1	30	4	134	14	557
100	"F"	"NL"	3	1	1	27	4	134	14	557
100	"F"	"NL"	18	5	0	0	2	119	14	557
100	"F"	"NL"	1	1	1	69	4	134	14	557
100	"F"	"NL"	10	3	1	20	3	64	14	557
100	"F"	"NL"	16	4	0	0	3	59	14	557
100	"F"	"NL"	17	4	1	0	3	59	14	557
100	"F"	"NL"	4	1	1	24	4	134	14	557
100	"F"	"NL"	5	1	1	130	4	134	14	557
100	"F"	"NL"	6	2	1	24	2	181	14	557
100	"F"	"NL"	11	3	1	13	3	64	14	557
100	"F"	"NL"	12	3	0	16	3	64	14	557
100	"F"	"NL"	13	3	1	31	3	64	14	557
100	"F"	"NL"	14	4	1	43	3	59	14	557
100	"F"	"NL"	15	4	1	0	3	59	14	557
100	"F"	"NL"	7	2	0	26	2	181	14	557
100	"F"	"NL"	8	2	0	21	2	181	14	557
100	"F"	"NL"	9	2	1	83	2	181	14	557
101	"M"	"NL"	11	3	0	27	1	97	7	768
101	"M"	"NL"	12	3	0	35	1	97	7	768
101	"M"	"NL"	13	3	1	0	1	97	7	768
101	"M"	"NL"	1	1	0	217	1	107	7	768
101	"M"	"NL"	2	1	1	83	1	107	7	768
101	"M"	"NL"	NA	6	NA	NA	0	0	7	768
101	"M"	"NL"	3	1	0	23	1	107	7	768
101	"M"	"NL"	4	1	0	112	1	107	7	768
101	"M"	"NL"	14	4	1	0	3	35	7	768
101	"M"	"NL"	15	4	1	0	3	35	7	768
101	"M"	"NL"	7	2	0	22	1	178	7	768
101	"M"	"NL"	8	2	0	29	1	178	7	768
101	"M"	"NL"	5	1	0	66	1	107	7	768
101	"M"	"NL"	6	2	1	47	1	178	7	768
101	"M"	"NL"	21	5	0	0	1	351	7	768
101	"M"	"NL"	18	5	0	0	1	351	7	768
101	"M"	"NL"	9	2	0	44	1	178	7	768
101	"M"	"NL"	10	3	1	63	1	97	7	768
101	"M"	"NL"	16	4	0	0	3	35	7	768
101	"M"	"NL"	17	4	1	0	3	35	7	768
101	"M"	"NL"	19	5	0	0	1	351	7	768
101	"M"	"NL"	20	5	0	0	1	351	7	768
102	"M"	"NL"	17	4	1	0	4	71	16	638
102	"M"	"NL"	21	5	1	0	2	200	16	638
102	"M"	"NL"	18	5	0	0	2	200	16	638
102	"M"	"NL"	19	5	1	0	2	200	16	638
102	"M"	"NL"	16	4	1	0	4	71	16	638
102	"M"	"NL"	15	4	1	0	4	71	16	638
102	"M"	"NL"	1	1	1	74	4	96	16	638
102	"M"	"NL"	20	5	0	0	2	200	16	638
102	"M"	"NL"	3	1	1	51	4	96	16	638
102	"M"	"NL"	4	1	1	84	4	96	16	638
102	"M"	"NL"	NA	6	NA	NA	1	0	16	638
102	"M"	"NL"	2	1	1	36	4	96	16	638
102	"M"	"NL"	8	2	0	55	3	155	16	638
102	"M"	"NL"	14	4	1	0	4	71	16	638
102	"M"	"NL"	9	2	1	42	3	155	16	638
102	"M"	"NL"	5	1	1	64	4	96	16	638
102	"M"	"NL"	6	2	1	32	3	155	16	638
102	"M"	"NL"	7	2	1	42	3	155	16	638
102	"M"	"NL"	13	3	1	0	2	116	16	638
102	"M"	"NL"	10	3	0	54	2	116	16	638
102	"M"	"NL"	11	3	1	33	2	116	16	638
102	"M"	"NL"	12	3	0	71	2	116	16	638
103	"M"	"NL"	8	2	0	26	1	185	9	650
103	"M"	"NL"	9	2	0	25	1	185	9	650
103	"M"	"NL"	10	3	1	78	1	72	9	650
103	"M"	"NL"	11	3	0	22	1	72	9	650
103	"M"	"NL"	7	2	0	106	1	185	9	650
103	"M"	"NL"	19	5	0	0	1	267	9	650
103	"M"	"NL"	20	5	0	0	1	267	9	650
103	"M"	"NL"	21	5	0	0	1	267	9	650
103	"M"	"NL"	NA	6	NA	NA	0	0	9	650
103	"M"	"NL"	18	5	0	0	1	267	9	650
103	"M"	"NL"	3	1	0	26	2	103	9	650
103	"M"	"NL"	12	3	0	23	1	72	9	650
103	"M"	"NL"	1	1	1	59	2	103	9	650
103	"M"	"NL"	2	1	1	106	2	103	9	650
103	"M"	"NL"	17	4	1	0	4	23	9	650
103	"M"	"NL"	4	1	0	102	2	103	9	650
103	"M"	"NL"	5	1	1	53	2	103	9	650
103	"M"	"NL"	6	2	0	24	1	185	9	650
103	"M"	"NL"	14	4	1	0	4	23	9	650
103	"M"	"NL"	15	4	1	0	4	23	9	650
103	"M"	"NL"	13	3	1	0	1	72	9	650
103	"M"	"NL"	16	4	1	0	4	23	9	650
104	"M"	"FR"	16	4	0	22	2	178	9	773
104	"M"	"FR"	20	5	0	0	1	96	9	773
104	"M"	"FR"	18	5	0	20	1	96	9	773
104	"M"	"FR"	19	5	0	0	1	96	9	773
104	"M"	"FR"	15	4	0	78	2	178	9	773
104	"M"	"FR"	17	4	1	28	2	178	9	773
104	"M"	"FR"	21	5	1	0	1	96	9	773
104	"M"	"FR"	NA	6	NA	NA	1	0	9	773
104	"M"	"FR"	4	1	1	13	3	81	9	773
104	"M"	"FR"	14	4	1	91	2	178	9	773
104	"M"	"FR"	10	3	1	18	1	132	9	773
104	"M"	"FR"	11	3	0	7	1	132	9	773
104	"M"	"FR"	12	3	0	9	1	132	9	773
104	"M"	"FR"	13	3	1	14	1	132	9	773
104	"M"	"FR"	5	1	0	144	3	81	9	773
104	"M"	"FR"	1	1	1	54	3	81	9	773
104	"M"	"FR"	2	1	1	78	3	81	9	773
104	"M"	"FR"	3	1	0	74	3	81	9	773
104	"M"	"FR"	9	2	0	49	1	286	9	773
104	"M"	"FR"	6	2	1	29	1	286	9	773
104	"M"	"FR"	7	2	0	9	1	286	9	773
104	"M"	"FR"	8	2	0	36	1	286	9	773
105	"F"	"NL"	8	2	0	29	3	134	15	588
105	"F"	"NL"	7	2	1	15	3	134	15	588
105	"F"	"NL"	9	2	1	33	3	134	15	588
105	"F"	"NL"	16	4	1	10	4	116	15	588
105	"F"	"NL"	6	2	1	27	3	134	15	588
105	"F"	"NL"	15	4	1	52	4	116	15	588
105	"F"	"NL"	NA	6	NA	NA	0	0	15	588
105	"F"	"NL"	17	4	1	32	4	116	15	588
105	"F"	"NL"	18	5	0	23	2	104	15	588
105	"F"	"NL"	19	5	1	48	2	104	15	588
105	"F"	"NL"	3	1	1	30	4	152	15	588
105	"F"	"NL"	4	1	1	30	4	152	15	588
105	"F"	"NL"	5	1	1	34	4	152	15	588
105	"F"	"NL"	14	4	1	50	4	116	15	588
105	"F"	"NL"	2	1	1	39	4	152	15	588
105	"F"	"NL"	20	5	0	0	2	104	15	588
105	"F"	"NL"	21	5	0	0	2	104	15	588
105	"F"	"NL"	1	1	1	36	4	152	15	588
105	"F"	"NL"	11	3	0	15	2	82	15	588
105	"F"	"NL"	12	3	0	14	2	82	15	588
105	"F"	"NL"	13	3	1	37	2	82	15	588
105	"F"	"NL"	10	3	1	34	2	82	15	588
106	"F"	"NL"	11	3	0	55	2	150	10	703
106	"F"	"NL"	14	4	1	0	3	44	10	703
106	"F"	"NL"	15	4	1	0	3	44	10	703
106	"F"	"NL"	12	3	0	44	2	150	10	703
106	"F"	"NL"	13	3	1	0	2	150	10	703
106	"F"	"NL"	NA	6	NA	NA	0	0	10	703
106	"F"	"NL"	19	5	0	0	1	205	10	703
106	"F"	"NL"	9	2	1	33	2	228	10	703
106	"F"	"NL"	10	3	1	43	2	150	10	703
106	"F"	"NL"	8	2	1	87	2	228	10	703
106	"F"	"NL"	18	5	0	0	1	205	10	703
106	"F"	"NL"	5	1	0	83	2	76	10	703
106	"F"	"NL"	16	4	0	0	3	44	10	703
106	"F"	"NL"	17	4	1	0	3	44	10	703
106	"F"	"NL"	4	1	0	115	2	76	10	703
106	"F"	"NL"	3	1	1	49	2	76	10	703
106	"F"	"NL"	20	5	0	0	1	205	10	703
106	"F"	"NL"	21	5	0	0	1	205	10	703
106	"F"	"NL"	2	1	1	58	2	76	10	703
106	"F"	"NL"	6	2	1	46	2	228	10	703
106	"F"	"NL"	7	2	0	34	2	228	10	703
106	"F"	"NL"	1	1	0	56	2	76	10	703
107	"M"	"FR"	3	1	0	45	1	128	6	738
107	"M"	"FR"	5	1	0	104	1	128	6	738
107	"M"	"FR"	2	1	0	87	1	128	6	738
107	"M"	"FR"	13	3	1	0	1	134	6	738
107	"M"	"FR"	4	1	0	88	1	128	6	738
107	"M"	"FR"	8	2	0	27	0	218	6	738
107	"M"	"FR"	16	4	0	0	2	19	6	738
107	"M"	"FR"	17	4	1	0	2	19	6	738
107	"M"	"FR"	14	4	1	0	2	19	6	738
107	"M"	"FR"	15	4	0	0	2	19	6	738
107	"M"	"FR"	21	5	1	0	1	239	6	738
107	"M"	"FR"	NA	6	NA	NA	1	0	6	738
107	"M"	"FR"	6	2	0	26	0	218	6	738
107	"M"	"FR"	7	2	0	86	0	218	6	738
107	"M"	"FR"	11	3	0	63	1	134	6	738
107	"M"	"FR"	1	1	1	65	1	128	6	738
107	"M"	"FR"	12	3	0	19	1	134	6	738
107	"M"	"FR"	18	5	0	0	1	239	6	738
107	"M"	"FR"	19	5	0	0	1	239	6	738
107	"M"	"FR"	20	5	0	0	1	239	6	738
107	"M"	"FR"	9	2	0	62	0	218	6	738
107	"M"	"FR"	10	3	1	66	1	134	6	738
108	"M"	"NL"	8	2	1	27	2	158	17	659
108	"M"	"NL"	20	5	0	13	2	143	17	659
108	"M"	"NL"	7	2	1	31	2	158	17	659
108	"M"	"NL"	11	3	1	11	4	59	17	659
108	"M"	"NL"	9	2	1	61	2	158	17	659
108	"M"	"NL"	10	3	1	11	4	59	17	659
108	"M"	"NL"	15	4	1	62	4	131	17	659
108	"M"	"NL"	21	5	1	0	2	143	17	659
108	"M"	"NL"	NA	6	NA	NA	1	0	17	659
108	"M"	"NL"	18	5	0	16	2	143	17	659
108	"M"	"NL"	19	5	1	82	2	143	17	659
108	"M"	"NL"	6	2	0	18	2	158	17	659
108	"M"	"NL"	12	3	1	9	4	59	17	659
108	"M"	"NL"	13	3	1	14	4	59	17	659
108	"M"	"NL"	14	4	1	47	4	131	17	659
108	"M"	"NL"	4	1	1	10	4	168	17	659
108	"M"	"NL"	16	4	1	10	4	131	17	659
108	"M"	"NL"	17	4	1	9	4	131	17	659
108	"M"	"NL"	3	1	1	20	4	168	17	659
108	"M"	"NL"	2	1	1	21	4	168	17	659
108	"M"	"NL"	5	1	0	101	4	168	17	659
108	"M"	"NL"	1	1	1	86	4	168	17	659
109	"M"	"NL"	10	3	0	23	0	71	10	604
109	"M"	"NL"	11	3	0	18	0	71	10	604
109	"M"	"NL"	1	1	1	118	3	111	10	604
109	"M"	"NL"	21	5	1	0	3	154	10	604
109	"M"	"NL"	NA	6	NA	NA	1	0	10	604
109	"M"	"NL"	4	1	0	13	3	111	10	604
109	"M"	"NL"	9	2	0	88	0	254	10	604
109	"M"	"NL"	13	3	1	0	0	71	10	604
109	"M"	"NL"	2	1	1	76	3	111	10	604
109	"M"	"NL"	3	1	1	31	3	111	10	604
109	"M"	"NL"	12	3	0	14	0	71	10	604
109	"M"	"NL"	18	5	1	0	3	154	10	604
109	"M"	"NL"	19	5	1	0	3	154	10	604
109	"M"	"NL"	20	5	0	0	3	154	10	604
109	"M"	"NL"	17	4	1	0	3	14	10	604
109	"M"	"NL"	8	2	0	79	0	254	10	604
109	"M"	"NL"	14	4	1	0	3	14	10	604
109	"M"	"NL"	7	2	0	23	0	254	10	604
109	"M"	"NL"	16	4	0	0	3	14	10	604
109	"M"	"NL"	5	1	0	99	3	111	10	604
109	"M"	"NL"	15	4	1	0	3	14	10	604
109	"M"	"NL"	6	2	0	22	0	254	10	604
110	"M"	"FR"	6	2	1	108	3	261	13	1203
110	"M"	"FR"	5	1	1	136	3	186	13	1203
110	"M"	"FR"	14	4	1	0	3	0	13	1203
110	"M"	"FR"	17	4	1	0	3	0	13	1203
110	"M"	"FR"	18	5	0	0	2	426	13	1203
110	"M"	"FR"	4	1	0	181	3	186	13	1203
110	"M"	"FR"	8	2	0	29	3	261	13	1203
110	"M"	"FR"	9	2	0	64	3	261	13	1203
110	"M"	"FR"	19	5	1	0	2	426	13	1203
110	"M"	"FR"	7	2	1	36	3	261	13	1203
110	"M"	"FR"	12	3	0	0	2	330	13	1203
110	"M"	"FR"	13	3	1	0	2	330	13	1203
110	"M"	"FR"	NA	6	NA	NA	0	0	13	1203
110	"M"	"FR"	15	4	1	0	3	0	13	1203
110	"M"	"FR"	16	4	0	0	3	0	13	1203
110	"M"	"FR"	3	1	1	93	3	186	13	1203
110	"M"	"FR"	20	5	0	0	2	426	13	1203
110	"M"	"FR"	10	3	1	122	2	330	13	1203
110	"M"	"FR"	11	3	1	129	2	330	13	1203
110	"M"	"FR"	1	1	1	209	3	186	13	1203
110	"M"	"FR"	21	5	0	0	2	426	13	1203
110	"M"	"FR"	2	1	1	96	3	186	13	1203
111	"M"	"NL"	NA	6	NA	NA	1	0	9	616
111	"M"	"NL"	21	5	1	0	1	130	9	616
111	"M"	"NL"	19	5	0	62	1	130	9	616
111	"M"	"NL"	4	1	0	18	2	134	9	616
111	"M"	"NL"	5	1	1	63	2	134	9	616
111	"M"	"NL"	20	5	0	0	1	130	9	616
111	"M"	"NL"	3	1	0	12	2	134	9	616
111	"M"	"NL"	15	4	0	65	2	136	9	616
111	"M"	"NL"	16	4	0	11	2	136	9	616
111	"M"	"NL"	17	4	1	18	2	136	9	616
111	"M"	"NL"	18	5	0	13	1	130	9	616
111	"M"	"NL"	7	2	0	19	2	160	9	616
111	"M"	"NL"	8	2	0	17	2	160	9	616
111	"M"	"NL"	11	3	0	7	1	56	9	616
111	"M"	"NL"	6	2	1	26	2	160	9	616
111	"M"	"NL"	13	3	1	13	1	56	9	616
111	"M"	"NL"	14	4	1	58	2	136	9	616
111	"M"	"NL"	12	3	0	13	1	56	9	616
111	"M"	"NL"	2	1	1	62	2	134	9	616
111	"M"	"NL"	1	1	1	80	2	134	9	616
111	"M"	"NL"	10	3	1	16	1	56	9	616
111	"M"	"NL"	9	2	0	43	2	160	9	616
112	"M"	"NL"	3	1	1	72	3	91	10	943
112	"M"	"NL"	1	1	1	95	3	91	10	943
112	"M"	"NL"	2	1	1	144	3	91	10	943
112	"M"	"NL"	11	3	0	29	2	185	10	943
112	"M"	"NL"	13	3	0	0	2	185	10	943
112	"M"	"NL"	4	1	0	148	3	91	10	943
112	"M"	"NL"	14	4	1	0	3	18	10	943
112	"M"	"NL"	15	4	1	0	3	18	10	943
112	"M"	"NL"	12	3	1	18	2	185	10	943
112	"M"	"NL"	8	2	0	117	1	341	10	943
112	"M"	"NL"	5	1	0	80	3	91	10	943
112	"M"	"NL"	6	2	0	84	1	341	10	943
112	"M"	"NL"	16	4	1	0	3	18	10	943
112	"M"	"NL"	7	2	1	65	1	341	10	943
112	"M"	"NL"	9	2	1	40	1	341	10	943
112	"M"	"NL"	10	3	0	51	2	185	10	943
112	"M"	"NL"	NA	6	NA	NA	0	0	10	943
112	"M"	"NL"	19	5	0	0	1	308	10	943
112	"M"	"NL"	17	4	1	0	3	18	10	943
112	"M"	"NL"	18	5	0	0	1	308	10	943
112	"M"	"NL"	20	5	0	0	1	308	10	943
112	"M"	"NL"	21	5	0	0	1	308	10	943
113	"M"	"FR"	18	5	0	0	2	254	11	525
113	"M"	"FR"	NA	6	NA	NA	1	0	11	525
113	"M"	"FR"	19	5	1	0	2	254	11	525
113	"M"	"FR"	17	4	1	0	3	30	11	525
113	"M"	"FR"	16	4	0	0	3	30	11	525
113	"M"	"FR"	20	5	0	0	2	254	11	525
113	"M"	"FR"	21	5	1	0	2	254	11	525
113	"M"	"FR"	4	1	1	119	3	62	11	525
113	"M"	"FR"	5	1	0	69	3	62	11	525
113	"M"	"FR"	2	1	1	23	3	62	11	525
113	"M"	"FR"	3	1	1	27	3	62	11	525
113	"M"	"FR"	14	4	1	0	3	30	11	525
113	"M"	"FR"	15	4	1	0	3	30	11	525
113	"M"	"FR"	1	1	0	103	3	62	11	525
113	"M"	"FR"	6	2	0	11	1	120	11	525
113	"M"	"FR"	7	2	0	32	1	120	11	525
113	"M"	"FR"	8	2	1	28	1	120	11	525
113	"M"	"FR"	10	3	1	30	1	59	11	525
113	"M"	"FR"	11	3	0	21	1	59	11	525
113	"M"	"FR"	12	3	0	30	1	59	11	525
113	"M"	"FR"	13	3	1	0	1	59	11	525
113	"M"	"FR"	9	2	0	32	1	120	11	525
114	"F"	"NL"	9	2	0	71	4	202	15	815
114	"F"	"NL"	8	2	1	44	4	202	15	815
114	"F"	"NL"	11	3	0	26	1	109	15	815
114	"F"	"NL"	12	3	0	37	1	109	15	815
114	"F"	"NL"	10	3	1	34	1	109	15	815
114	"F"	"NL"	21	5	1	0	2	362	15	815
114	"F"	"NL"	NA	6	NA	NA	1	0	15	815
114	"F"	"NL"	7	2	1	48	4	202	15	815
114	"F"	"NL"	20	5	0	0	2	362	15	815
114	"F"	"NL"	4	1	1	91	4	105	15	815
114	"F"	"NL"	1	1	1	223	4	105	15	815
114	"F"	"NL"	2	1	1	91	4	105	15	815
114	"F"	"NL"	19	5	1	0	2	362	15	815
114	"F"	"NL"	3	1	1	37	4	105	15	815
114	"F"	"NL"	5	1	1	67	4	105	15	815
114	"F"	"NL"	6	2	1	46	4	202	15	815
114	"F"	"NL"	18	5	0	0	2	362	15	815
114	"F"	"NL"	15	4	1	0	3	37	15	815
114	"F"	"NL"	13	3	1	0	1	109	15	815
114	"F"	"NL"	14	4	0	0	3	37	15	815
114	"F"	"NL"	16	4	1	0	3	37	15	815
114	"F"	"NL"	17	4	1	0	3	37	15	815
115	"F"	"NL"	15	4	1	0	3	15	8	679
115	"F"	"NL"	19	5	0	0	1	271	8	679
115	"F"	"NL"	18	5	0	0	1	271	8	679
115	"F"	"NL"	14	4	1	0	3	15	8	679
115	"F"	"NL"	16	4	0	0	3	15	8	679
115	"F"	"NL"	17	4	1	0	3	15	8	679
115	"F"	"NL"	21	5	1	0	1	271	8	679
115	"F"	"NL"	NA	6	NA	NA	1	0	8	679
115	"F"	"NL"	13	3	1	0	1	96	8	679
115	"F"	"NL"	20	5	0	0	1	271	8	679
115	"F"	"NL"	10	3	0	30	1	96	8	679
115	"F"	"NL"	11	3	0	9	1	96	8	679
115	"F"	"NL"	1	1	1	180	2	89	8	679
115	"F"	"NL"	6	2	0	28	0	208	8	679
115	"F"	"NL"	2	1	0	66	2	89	8	679
115	"F"	"NL"	3	1	1	59	2	89	8	679
115	"F"	"NL"	12	3	0	15	1	96	8	679
115	"F"	"NL"	7	2	0	18	0	208	8	679
115	"F"	"NL"	8	2	0	20	0	208	8	679
115	"F"	"NL"	4	1	0	73	2	89	8	679
115	"F"	"NL"	5	1	0	122	2	89	8	679
115	"F"	"NL"	9	2	1	59	0	208	8	679
116	"M"	"FR"	6	2	0	14	1	194	8	572
116	"M"	"FR"	7	2	0	23	1	194	8	572
116	"M"	"FR"	8	2	0	27	1	194	8	572
116	"M"	"FR"	5	1	1	105	1	92	8	572
116	"M"	"FR"	15	4	1	72	3	141	8	572
116	"M"	"FR"	16	4	0	12	3	141	8	572
116	"M"	"FR"	17	4	1	31	3	141	8	572
116	"M"	"FR"	18	5	0	15	1	98	8	572
116	"M"	"FR"	19	5	0	0	1	98	8	572
116	"M"	"FR"	9	2	0	52	1	194	8	572
116	"M"	"FR"	3	1	0	5	1	92	8	572
116	"M"	"FR"	4	1	0	10	1	92	8	572
116	"M"	"FR"	14	4	1	57	3	141	8	572
116	"M"	"FR"	1	1	1	50	1	92	8	572
116	"M"	"FR"	20	5	0	0	1	98	8	572
116	"M"	"FR"	21	5	1	0	1	98	8	572
116	"M"	"FR"	NA	6	NA	NA	1	0	8	572
116	"M"	"FR"	2	1	0	31	1	92	8	572
116	"M"	"FR"	12	3	0	12	1	47	8	572
116	"M"	"FR"	13	3	1	33	1	47	8	572
116	"M"	"FR"	10	3	0	7	1	47	8	572
116	"M"	"FR"	11	3	1	16	1	47	8	572
117	"M"	"NL"	12	3	1	11	4	111	21	662
117	"M"	"NL"	15	4	1	0	4	11	21	662
117	"M"	"NL"	16	4	1	0	4	11	21	662
117	"M"	"NL"	13	3	1	0	4	111	21	662
117	"M"	"NL"	14	4	1	0	4	11	21	662
117	"M"	"NL"	19	5	1	0	4	187	21	662
117	"M"	"NL"	11	3	1	16	4	111	21	662
117	"M"	"NL"	10	3	1	14	4	111	21	662
117	"M"	"NL"	9	2	1	49	4	290	21	662
117	"M"	"NL"	18	5	1	0	4	187	21	662
117	"M"	"NL"	1	1	1	85	4	63	21	662
117	"M"	"NL"	20	5	1	0	4	187	21	662
117	"M"	"NL"	17	4	1	0	4	11	21	662
117	"M"	"NL"	NA	6	NA	NA	1	0	21	662
117	"M"	"NL"	6	2	1	27	4	290	21	662
117	"M"	"NL"	7	2	1	18	4	290	21	662
117	"M"	"NL"	21	5	1	0	4	187	21	662
117	"M"	"NL"	3	1	1	68	4	63	21	662
117	"M"	"NL"	4	1	1	84	4	63	21	662
117	"M"	"NL"	5	1	1	84	4	63	21	662
117	"M"	"NL"	8	2	1	56	4	290	21	662
117	"M"	"NL"	2	1	1	150	4	63	21	662
118	"M"	"NL"	3	1	0	29	2	151	11	668
118	"M"	"NL"	5	1	1	57	2	151	11	668
118	"M"	"NL"	2	1	1	62	2	151	11	668
118	"M"	"NL"	4	1	0	13	2	151	11	668
118	"M"	"NL"	8	2	0	11	3	147	11	668
118	"M"	"NL"	6	2	1	6	3	147	11	668
118	"M"	"NL"	17	4	1	17	2	244	11	668
118	"M"	"NL"	14	4	1	37	2	244	11	668
118	"M"	"NL"	15	4	0	189	2	244	11	668
118	"M"	"NL"	16	4	0	19	2	244	11	668
118	"M"	"NL"	NA	6	NA	NA	1	0	11	668
118	"M"	"NL"	18	5	0	16	2	64	11	668
118	"M"	"NL"	7	2	1	11	3	147	11	668
118	"M"	"NL"	21	5	1	0	2	64	11	668
118	"M"	"NL"	1	1	1	24	2	151	11	668
118	"M"	"NL"	13	3	1	14	1	62	11	668
118	"M"	"NL"	9	2	0	62	3	147	11	668
118	"M"	"NL"	19	5	1	59	2	64	11	668
118	"M"	"NL"	20	5	0	10	2	64	11	668
118	"M"	"NL"	12	3	0	8	1	62	11	668
118	"M"	"NL"	10	3	1	16	1	62	11	668
