"ID"	"Gender"	"Language"	"Item"	"Problem"	"Y"	"RT"	"Y.sub"	"RT.sub"	"Y.tot"	"RT.tot"
1	"M"	"FR"	15	4	1	154	3	206	7	561
1	"M"	"FR"	16	4	1	0	3	206	7	561
1	"M"	"FR"	17	4	1	0	3	206	7	561
1	"M"	"FR"	18	5	0	0	2	94	7	561
1	"M"	"FR"	19	5	1	0	2	94	7	561
1	"M"	"FR"	20	5	0	0	2	94	7	561
1	"M"	"FR"	21	5	1	0	2	94	7	561
1	"M"	"FR"	NA	6	NA	NA	1	0	7	561
1	"M"	"FR"	10	3	1	9	1	38	7	561
1	"M"	"FR"	11	3	0	6	1	38	7	561
1	"M"	"FR"	12	3	0	13	1	38	7	561
1	"M"	"FR"	13	3	0	13	1	38	7	561
1	"M"	"FR"	14	4	1	39	3	206	7	561
1	"M"	"FR"	1	1	0	41	0	63	7	561
1	"M"	"FR"	2	1	0	55	0	63	7	561
1	"M"	"FR"	3	1	0	13	0	63	7	561
1	"M"	"FR"	4	1	0	37	0	63	7	561
1	"M"	"FR"	5	1	0	82	0	63	7	561
1	"M"	"FR"	6	2	0	19	0	160	7	561
1	"M"	"FR"	7	2	0	16	0	160	7	561
1	"M"	"FR"	8	2	0	23	0	160	7	561
1	"M"	"FR"	9	2	0	41	0	160	7	561
2	"F"	"FR"	20	5	0	0	3	395	13	842
2	"F"	"FR"	21	5	0	0	3	395	13	842
2	"F"	"FR"	NA	6	NA	NA	0	0	13	842
2	"F"	"FR"	19	5	1	0	3	395	13	842
2	"F"	"FR"	1	1	1	214	2	77	13	842
2	"F"	"FR"	2	1	1	67	2	77	13	842
2	"F"	"FR"	3	1	0	38	2	77	13	842
2	"F"	"FR"	4	1	0	84	2	77	13	842
2	"F"	"FR"	5	1	0	60	2	77	13	842
2	"F"	"FR"	6	2	1	35	2	174	13	842
2	"F"	"FR"	7	2	1	97	2	174	13	842
2	"F"	"FR"	8	2	0	47	2	174	13	842
2	"F"	"FR"	9	2	1	42	2	174	13	842
2	"F"	"FR"	10	3	1	35	2	103	13	842
2	"F"	"FR"	11	3	0	30	2	103	13	842
2	"F"	"FR"	12	3	0	93	2	103	13	842
2	"F"	"FR"	13	3	1	0	2	103	13	842
2	"F"	"FR"	14	4	1	0	4	93	13	842
2	"F"	"FR"	15	4	1	0	4	93	13	842
2	"F"	"FR"	16	4	1	0	4	93	13	842
2	"F"	"FR"	17	4	1	0	4	93	13	842
2	"F"	"FR"	18	5	1	0	3	395	13	842
3	"F"	"FR"	7	2	0	70	0	229	5	706
3	"F"	"FR"	8	2	0	51	0	229	5	706
3	"F"	"FR"	9	2	0	28	0	229	5	706
3	"F"	"FR"	6	2	0	45	0	229	5	706
3	"F"	"FR"	11	3	0	30	1	131	5	706
3	"F"	"FR"	12	3	0	39	1	131	5	706
3	"F"	"FR"	13	3	0	0	1	131	5	706
3	"F"	"FR"	14	4	0	0	1	39	5	706
3	"F"	"FR"	15	4	1	0	1	39	5	706
3	"F"	"FR"	16	4	0	0	1	39	5	706
3	"F"	"FR"	17	4	1	0	1	39	5	706
3	"F"	"FR"	18	5	0	0	1	221	5	706
3	"F"	"FR"	19	5	0	0	1	221	5	706
3	"F"	"FR"	20	5	0	0	1	221	5	706
3	"F"	"FR"	21	5	0	0	1	221	5	706
3	"F"	"FR"	NA	6	NA	NA	0	0	5	706
3	"F"	"FR"	10	3	1	58	1	131	5	706
3	"F"	"FR"	1	1	0	66	2	86	5	706
3	"F"	"FR"	2	1	1	66	2	86	5	706
3	"F"	"FR"	3	1	1	56	2	86	5	706
3	"F"	"FR"	4	1	0	85	2	86	5	706
3	"F"	"FR"	5	1	0	112	2	86	5	706
4	"M"	"NL"	16	4	1	8	4	149	14	646
4	"M"	"NL"	17	4	1	13	4	149	14	646
4	"M"	"NL"	18	5	0	17	2	168	14	646
4	"M"	"NL"	15	4	1	94	4	149	14	646
4	"M"	"NL"	20	5	0	13	2	168	14	646
4	"M"	"NL"	21	5	0	0	2	168	14	646
4	"M"	"NL"	NA	6	NA	NA	0	0	14	646
4	"M"	"NL"	19	5	1	112	2	168	14	646
4	"M"	"NL"	10	3	1	9	3	48	14	646
4	"M"	"NL"	11	3	1	6	3	48	14	646
4	"M"	"NL"	12	3	0	7	3	48	14	646
4	"M"	"NL"	13	3	1	12	3	48	14	646
4	"M"	"NL"	1	1	1	116	3	164	14	646
4	"M"	"NL"	2	1	0	16	3	164	14	646
4	"M"	"NL"	3	1	1	26	3	164	14	646
4	"M"	"NL"	4	1	1	23	3	164	14	646
4	"M"	"NL"	5	1	1	74	3	164	14	646
4	"M"	"NL"	6	2	1	8	2	117	14	646
4	"M"	"NL"	7	2	0	12	2	117	14	646
4	"M"	"NL"	8	2	0	14	2	117	14	646
4	"M"	"NL"	9	2	1	31	2	117	14	646
4	"M"	"NL"	14	4	1	35	4	149	14	646
5	"M"	"NL"	2	1	1	37	2	71	12	680
5	"M"	"NL"	3	1	0	35	2	71	12	680
5	"M"	"NL"	4	1	0	53	2	71	12	680
5	"M"	"NL"	5	1	1	212	2	71	12	680
5	"M"	"NL"	6	2	1	50	4	287	12	680
5	"M"	"NL"	7	2	1	30	4	287	12	680
5	"M"	"NL"	8	2	1	38	4	287	12	680
5	"M"	"NL"	9	2	1	48	4	287	12	680
5	"M"	"NL"	10	3	1	23	2	100	12	680
5	"M"	"NL"	11	3	0	15	2	100	12	680
5	"M"	"NL"	12	3	0	14	2	100	12	680
5	"M"	"NL"	13	3	1	0	2	100	12	680
5	"M"	"NL"	14	4	1	0	3	14	12	680
5	"M"	"NL"	15	4	1	0	3	14	12	680
5	"M"	"NL"	16	4	0	0	3	14	12	680
5	"M"	"NL"	17	4	1	0	3	14	12	680
5	"M"	"NL"	18	5	0	0	1	208	12	680
5	"M"	"NL"	19	5	0	0	1	208	12	680
5	"M"	"NL"	20	5	0	0	1	208	12	680
5	"M"	"NL"	21	5	0	0	1	208	12	680
5	"M"	"NL"	NA	6	NA	NA	0	0	12	680
5	"M"	"NL"	1	1	1	125	2	71	12	680
6	"M"	"FR"	21	5	0	0	1	132	8	703
6	"M"	"FR"	NA	6	NA	NA	0	0	8	703
6	"M"	"FR"	14	4	0	33	2	117	8	703
6	"M"	"FR"	15	4	1	51	2	117	8	703
6	"M"	"FR"	16	4	0	68	2	117	8	703
6	"M"	"FR"	17	4	1	59	2	117	8	703
6	"M"	"FR"	18	5	0	18	1	132	8	703
6	"M"	"FR"	19	5	0	0	1	132	8	703
6	"M"	"FR"	20	5	0	0	1	132	8	703
6	"M"	"FR"	6	2	1	25	1	201	8	703
6	"M"	"FR"	7	2	0	28	1	201	8	703
6	"M"	"FR"	8	2	0	36	1	201	8	703
6	"M"	"FR"	9	2	1	38	1	201	8	703
6	"M"	"FR"	10	3	1	18	2	134	8	703
6	"M"	"FR"	11	3	0	16	2	134	8	703
6	"M"	"FR"	12	3	0	33	2	134	8	703
6	"M"	"FR"	13	3	1	63	2	134	8	703
6	"M"	"FR"	1	1	1	40	2	119	8	703
6	"M"	"FR"	2	1	1	27	2	119	8	703
6	"M"	"FR"	3	1	0	25	2	119	8	703
6	"M"	"FR"	4	1	0	46	2	119	8	703
6	"M"	"FR"	5	1	0	79	2	119	8	703
7	"F"	"FR"	8	2	0	110	3	331	12	796
7	"F"	"FR"	9	2	1	102	3	331	12	796
7	"F"	"FR"	6	2	1	33	3	331	12	796
7	"F"	"FR"	7	2	1	39	3	331	12	796
7	"F"	"FR"	12	3	0	8	2	71	12	796
7	"F"	"FR"	13	3	1	0	2	71	12	796
7	"F"	"FR"	1	1	0	149	2	167	12	796
7	"F"	"FR"	2	1	1	92	2	167	12	796
7	"F"	"FR"	3	1	1	27	2	167	12	796
7	"F"	"FR"	4	1	0	31	2	167	12	796
7	"F"	"FR"	5	1	1	129	2	167	12	796
7	"F"	"FR"	19	5	1	0	2	219	12	796
7	"F"	"FR"	20	5	0	0	2	219	12	796
7	"F"	"FR"	21	5	1	0	2	219	12	796
7	"F"	"FR"	NA	6	NA	NA	1	0	12	796
7	"F"	"FR"	10	3	1	65	2	71	12	796
7	"F"	"FR"	11	3	0	11	2	71	12	796
7	"F"	"FR"	16	4	0	0	2	8	12	796
7	"F"	"FR"	17	4	1	0	2	8	12	796
7	"F"	"FR"	14	4	0	0	2	8	12	796
7	"F"	"FR"	15	4	1	0	2	8	12	796
7	"F"	"FR"	18	5	0	0	2	219	12	796
8	"U"	"NL"	17	4	1	0	4	94	11	526
8	"U"	"NL"	18	5	0	0	1	128	11	526
8	"U"	"NL"	20	5	0	0	1	128	11	526
8	"U"	"NL"	21	5	0	0	1	128	11	526
8	"U"	"NL"	NA	6	NA	NA	0	0	11	526
8	"U"	"NL"	19	5	0	0	1	128	11	526
8	"U"	"NL"	10	3	1	14	2	115	11	526
8	"U"	"NL"	11	3	0	19	2	115	11	526
8	"U"	"NL"	12	3	0	12	2	115	11	526
8	"U"	"NL"	13	3	1	23	2	115	11	526
8	"U"	"NL"	14	4	1	33	4	94	11	526
8	"U"	"NL"	15	4	1	49	4	94	11	526
8	"U"	"NL"	16	4	1	18	4	94	11	526
8	"U"	"NL"	3	1	1	42	2	61	11	526
8	"U"	"NL"	4	1	0	32	2	61	11	526
8	"U"	"NL"	5	1	0	74	2	61	11	526
8	"U"	"NL"	6	2	1	36	2	128	11	526
8	"U"	"NL"	7	2	1	29	2	128	11	526
8	"U"	"NL"	8	2	0	17	2	128	11	526
8	"U"	"NL"	9	2	1	24	2	128	11	526
8	"U"	"NL"	1	1	0	67	2	61	11	526
8	"U"	"NL"	2	1	1	37	2	61	11	526
9	"M"	"NL"	8	2	0	38	2	281	11	886
9	"M"	"NL"	9	2	0	60	2	281	11	886
9	"M"	"NL"	2	1	1	107	3	84	11	886
9	"M"	"NL"	3	1	1	27	3	84	11	886
9	"M"	"NL"	4	1	1	79	3	84	11	886
9	"M"	"NL"	5	1	0	136	3	84	11	886
9	"M"	"NL"	6	2	1	64	2	281	11	886
9	"M"	"NL"	7	2	1	60	2	281	11	886
9	"M"	"NL"	21	5	0	0	1	344	11	886
9	"M"	"NL"	NA	6	NA	NA	0	0	11	886
9	"M"	"NL"	10	3	1	24	1	142	11	886
9	"M"	"NL"	11	3	0	51	1	142	11	886
9	"M"	"NL"	12	3	0	35	1	142	11	886
9	"M"	"NL"	13	3	1	0	1	142	11	886
9	"M"	"NL"	1	1	0	205	3	84	11	886
9	"M"	"NL"	15	4	1	0	4	35	11	886
9	"M"	"NL"	16	4	1	0	4	35	11	886
9	"M"	"NL"	17	4	1	0	4	35	11	886
9	"M"	"NL"	18	5	0	0	1	344	11	886
9	"M"	"NL"	19	5	0	0	1	344	11	886
9	"M"	"NL"	20	5	0	0	1	344	11	886
9	"M"	"NL"	14	4	1	0	4	35	11	886
10	"M"	"NL"	NA	6	NA	NA	0	0	8	594
10	"M"	"NL"	21	5	0	0	1	171	8	594
10	"M"	"NL"	13	3	0	0	1	68	8	594
10	"M"	"NL"	14	4	1	0	3	32	8	594
10	"M"	"NL"	15	4	1	0	3	32	8	594
10	"M"	"NL"	16	4	1	0	3	32	8	594
10	"M"	"NL"	17	4	1	0	3	32	8	594
10	"M"	"NL"	18	5	0	0	1	171	8	594
10	"M"	"NL"	19	5	0	0	1	171	8	594
10	"M"	"NL"	20	5	0	0	1	171	8	594
10	"M"	"NL"	6	2	0	18	1	229	8	594
10	"M"	"NL"	7	2	1	15	1	229	8	594
10	"M"	"NL"	8	2	0	64	1	229	8	594
10	"M"	"NL"	9	2	0	72	1	229	8	594
10	"M"	"NL"	10	3	1	22	1	68	8	594
10	"M"	"NL"	11	3	0	24	1	68	8	594
10	"M"	"NL"	12	3	0	32	1	68	8	594
10	"M"	"NL"	3	1	0	26	2	94	8	594
10	"M"	"NL"	4	1	1	53	2	94	8	594
10	"M"	"NL"	1	1	1	103	2	94	8	594
10	"M"	"NL"	2	1	0	35	2	94	8	594
10	"M"	"NL"	5	1	0	130	2	94	8	594
11	"U"	"NL"	4	1	0	78	3	163	11	848
11	"U"	"NL"	5	1	0	45	3	163	11	848
11	"U"	"NL"	8	2	0	32	1	195	11	848
11	"U"	"NL"	9	2	0	48	1	195	11	848
11	"U"	"NL"	6	2	0	36	1	195	11	848
11	"U"	"NL"	7	2	1	21	1	195	11	848
11	"U"	"NL"	12	3	0	12	1	102	11	848
11	"U"	"NL"	13	3	1	30	1	102	11	848
11	"U"	"NL"	1	1	1	84	3	163	11	848
11	"U"	"NL"	2	1	1	40	3	163	11	848
11	"U"	"NL"	3	1	1	12	3	163	11	848
11	"U"	"NL"	17	4	1	78	4	110	11	848
11	"U"	"NL"	18	5	0	95	2	278	11	848
11	"U"	"NL"	19	5	1	70	2	278	11	848
11	"U"	"NL"	20	5	0	29	2	278	11	848
11	"U"	"NL"	21	5	0	0	2	278	11	848
11	"U"	"NL"	NA	6	NA	NA	0	0	11	848
11	"U"	"NL"	10	3	0	15	1	102	11	848
11	"U"	"NL"	11	3	1	25	1	102	11	848
11	"U"	"NL"	16	4	1	29	4	110	11	848
11	"U"	"NL"	14	4	1	10	4	110	11	848
11	"U"	"NL"	15	4	1	59	4	110	11	848
12	"F"	"NL"	17	4	1	23	3	117	9	585
12	"F"	"NL"	18	5	0	18	2	158	9	585
12	"F"	"NL"	19	5	1	15	2	158	9	585
12	"F"	"NL"	20	5	0	12	2	158	9	585
12	"F"	"NL"	21	5	0	14	2	158	9	585
12	"F"	"NL"	NA	6	NA	NA	0	14	9	585
12	"F"	"NL"	10	3	1	53	2	102	9	585
12	"F"	"NL"	11	3	0	15	2	102	9	585
12	"F"	"NL"	12	3	0	30	2	102	9	585
12	"F"	"NL"	13	3	0	15	2	102	9	585
12	"F"	"NL"	14	4	1	25	3	117	9	585
12	"F"	"NL"	15	4	1	50	3	117	9	585
12	"F"	"NL"	16	4	1	13	3	117	9	585
12	"F"	"NL"	3	1	0	16	1	100	9	585
12	"F"	"NL"	4	1	0	29	1	100	9	585
12	"F"	"NL"	5	1	0	32	1	100	9	585
12	"F"	"NL"	6	2	0	58	1	94	9	585
12	"F"	"NL"	7	2	1	21	1	94	9	585
12	"F"	"NL"	8	2	0	9	1	94	9	585
12	"F"	"NL"	9	2	1	17	1	94	9	585
12	"F"	"NL"	1	1	0	90	1	100	9	585
12	"F"	"NL"	2	1	1	30	1	100	9	585
13	"F"	"FR"	21	5	1	0	2	260	18	1117
13	"F"	"FR"	NA	6	NA	NA	1	0	18	1117
13	"F"	"FR"	1	1	1	135	4	235	18	1117
13	"F"	"FR"	2	1	1	120	4	235	18	1117
13	"F"	"FR"	3	1	1	63	4	235	18	1117
13	"F"	"FR"	4	1	1	63	4	235	18	1117
13	"F"	"FR"	5	1	1	73	4	235	18	1117
13	"F"	"FR"	6	2	1	65	4	378	18	1117
13	"F"	"FR"	7	2	1	62	4	378	18	1117
13	"F"	"FR"	8	2	1	185	4	378	18	1117
13	"F"	"FR"	9	2	1	127	4	378	18	1117
13	"F"	"FR"	10	3	1	108	3	211	18	1117
13	"F"	"FR"	11	3	1	83	3	211	18	1117
13	"F"	"FR"	12	3	0	33	3	211	18	1117
13	"F"	"FR"	13	3	1	0	3	211	18	1117
13	"F"	"FR"	14	4	1	0	4	33	18	1117
13	"F"	"FR"	15	4	1	0	4	33	18	1117
13	"F"	"FR"	16	4	1	0	4	33	18	1117
13	"F"	"FR"	17	4	1	0	4	33	18	1117
13	"F"	"FR"	18	5	0	0	2	260	18	1117
13	"F"	"FR"	19	5	1	0	2	260	18	1117
13	"F"	"FR"	20	5	0	0	2	260	18	1117
14	"M"	"NL"	9	2	0	60	4	110	17	610
14	"M"	"NL"	6	2	1	22	4	110	17	610
14	"M"	"NL"	7	2	1	19	4	110	17	610
14	"M"	"NL"	8	2	1	31	4	110	17	610
14	"M"	"NL"	13	3	1	25	2	56	17	610
14	"M"	"NL"	14	4	1	64	4	209	17	610
14	"M"	"NL"	15	4	1	135	4	209	17	610
14	"M"	"NL"	16	4	1	0	4	209	17	610
14	"M"	"NL"	17	4	1	0	4	209	17	610
14	"M"	"NL"	18	5	1	0	3	139	17	610
14	"M"	"NL"	19	5	1	0	3	139	17	610
14	"M"	"NL"	20	5	0	0	3	139	17	610
14	"M"	"NL"	21	5	0	0	3	139	17	610
14	"M"	"NL"	NA	6	NA	NA	0	0	17	610
14	"M"	"NL"	10	3	1	11	2	56	17	610
14	"M"	"NL"	11	3	1	8	2	56	17	610
14	"M"	"NL"	12	3	0	10	2	56	17	610
14	"M"	"NL"	3	1	1	26	4	96	17	610
14	"M"	"NL"	4	1	1	19	4	96	17	610
14	"M"	"NL"	1	1	1	101	4	96	17	610
14	"M"	"NL"	2	1	1	23	4	96	17	610
14	"M"	"NL"	5	1	1	56	4	96	17	610
15	"M"	"NL"	17	4	1	0	4	0	16	1201
15	"M"	"NL"	18	5	0	0	2	669	16	1201
15	"M"	"NL"	20	5	0	0	2	669	16	1201
15	"M"	"NL"	21	5	1	0	2	669	16	1201
15	"M"	"NL"	NA	6	NA	NA	1	0	16	1201
15	"M"	"NL"	19	5	1	0	2	669	16	1201
15	"M"	"NL"	10	3	1	0	2	173	16	1201
15	"M"	"NL"	11	3	0	0	2	173	16	1201
15	"M"	"NL"	12	3	0	0	2	173	16	1201
15	"M"	"NL"	13	3	1	0	2	173	16	1201
15	"M"	"NL"	1	1	1	530	3	0	16	1201
15	"M"	"NL"	2	1	1	305	3	0	16	1201
15	"M"	"NL"	3	1	0	173	3	0	16	1201
15	"M"	"NL"	4	1	1	139	3	0	16	1201
15	"M"	"NL"	5	1	1	54	3	0	16	1201
15	"M"	"NL"	6	2	1	0	4	359	16	1201
15	"M"	"NL"	7	2	1	0	4	359	16	1201
15	"M"	"NL"	8	2	1	0	4	359	16	1201
15	"M"	"NL"	9	2	1	0	4	359	16	1201
15	"M"	"NL"	14	4	1	0	4	0	16	1201
15	"M"	"NL"	15	4	1	0	4	0	16	1201
15	"M"	"NL"	16	4	1	0	4	0	16	1201
16	"F"	"NL"	2	1	1	35	4	65	16	676
16	"F"	"NL"	3	1	1	49	4	65	16	676
16	"F"	"NL"	4	1	1	100	4	65	16	676
16	"F"	"NL"	5	1	1	72	4	65	16	676
16	"F"	"NL"	6	2	0	24	1	153	16	676
16	"F"	"NL"	7	2	0	16	1	153	16	676
16	"F"	"NL"	8	2	0	27	1	153	16	676
16	"F"	"NL"	9	2	1	37	1	153	16	676
16	"F"	"NL"	10	3	1	11	3	103	16	676
16	"F"	"NL"	11	3	0	7	3	103	16	676
16	"F"	"NL"	12	3	1	10	3	103	16	676
16	"F"	"NL"	13	3	1	17	3	103	16	676
16	"F"	"NL"	14	4	1	65	4	162	16	676
16	"F"	"NL"	15	4	1	87	4	162	16	676
16	"F"	"NL"	16	4	1	23	4	162	16	676
16	"F"	"NL"	17	4	1	19	4	162	16	676
16	"F"	"NL"	18	5	1	0	3	193	16	676
16	"F"	"NL"	19	5	1	0	3	193	16	676
16	"F"	"NL"	20	5	0	0	3	193	16	676
16	"F"	"NL"	21	5	1	0	3	193	16	676
16	"F"	"NL"	NA	6	NA	NA	1	0	16	676
16	"F"	"NL"	1	1	1	77	4	65	16	676
17	"M"	"NL"	NA	6	NA	NA	0	0	11	797
17	"M"	"NL"	14	4	1	0	3	30	11	797
17	"M"	"NL"	15	4	1	0	3	30	11	797
17	"M"	"NL"	16	4	0	0	3	30	11	797
17	"M"	"NL"	17	4	1	0	3	30	11	797
17	"M"	"NL"	18	5	0	0	2	181	11	797
17	"M"	"NL"	19	5	1	0	2	181	11	797
17	"M"	"NL"	20	5	0	0	2	181	11	797
17	"M"	"NL"	21	5	0	0	2	181	11	797
17	"M"	"NL"	6	2	1	121	2	241	11	797
17	"M"	"NL"	7	2	0	33	2	241	11	797
17	"M"	"NL"	8	2	0	75	2	241	11	797
17	"M"	"NL"	9	2	0	26	2	241	11	797
17	"M"	"NL"	10	3	1	113	1	206	11	797
17	"M"	"NL"	11	3	0	33	1	206	11	797
17	"M"	"NL"	12	3	0	30	1	206	11	797
17	"M"	"NL"	13	3	1	0	1	206	11	797
17	"M"	"NL"	1	1	1	104	3	139	11	797
17	"M"	"NL"	2	1	1	80	3	139	11	797
17	"M"	"NL"	3	1	1	52	3	139	11	797
17	"M"	"NL"	4	1	0	44	3	139	11	797
17	"M"	"NL"	5	1	1	86	3	139	11	797
18	"M"	"FR"	9	2	1	29	4	138	16	654
18	"M"	"FR"	6	2	1	23	4	138	16	654
18	"M"	"FR"	7	2	1	23	4	138	16	654
18	"M"	"FR"	8	2	1	24	4	138	16	654
18	"M"	"FR"	13	3	1	14	2	68	16	654
18	"M"	"FR"	1	1	1	46	4	169	16	654
18	"M"	"FR"	2	1	1	45	4	169	16	654
18	"M"	"FR"	3	1	1	18	4	169	16	654
18	"M"	"FR"	4	1	1	16	4	169	16	654
18	"M"	"FR"	5	1	1	54	4	169	16	654
18	"M"	"FR"	19	5	0	105	2	114	16	654
18	"M"	"FR"	20	5	0	21	2	114	16	654
18	"M"	"FR"	21	5	1	0	2	114	16	654
18	"M"	"FR"	NA	6	NA	NA	1	0	16	654
18	"M"	"FR"	10	3	1	21	2	68	16	654
18	"M"	"FR"	11	3	0	20	2	68	16	654
18	"M"	"FR"	12	3	0	10	2	68	16	654
18	"M"	"FR"	17	4	1	15	3	165	16	654
18	"M"	"FR"	14	4	1	37	3	165	16	654
18	"M"	"FR"	15	4	1	97	3	165	16	654
18	"M"	"FR"	16	4	0	7	3	165	16	654
18	"M"	"FR"	18	5	1	29	2	114	16	654
19	"M"	"NL"	18	5	0	0	2	244	12	653
19	"M"	"NL"	20	5	0	0	2	244	12	653
19	"M"	"NL"	21	5	1	0	2	244	12	653
19	"M"	"NL"	NA	6	NA	NA	1	0	12	653
19	"M"	"NL"	19	5	1	0	2	244	12	653
19	"M"	"NL"	10	3	1	44	3	130	12	653
19	"M"	"NL"	11	3	1	54	3	130	12	653
19	"M"	"NL"	12	3	0	19	3	130	12	653
19	"M"	"NL"	13	3	1	0	3	130	12	653
19	"M"	"NL"	14	4	1	0	2	19	12	653
19	"M"	"NL"	15	4	0	0	2	19	12	653
19	"M"	"NL"	16	4	0	0	2	19	12	653
19	"M"	"NL"	17	4	1	0	2	19	12	653
19	"M"	"NL"	4	1	0	72	3	70	12	653
19	"M"	"NL"	5	1	0	69	3	70	12	653
19	"M"	"NL"	6	2	0	40	1	190	12	653
19	"M"	"NL"	7	2	1	49	1	190	12	653
19	"M"	"NL"	8	2	0	57	1	190	12	653
19	"M"	"NL"	9	2	1	26	1	190	12	653
19	"M"	"NL"	1	1	1	123	3	70	12	653
19	"M"	"NL"	2	1	1	64	3	70	12	653
19	"M"	"NL"	3	1	1	36	3	70	12	653
20	"M"	"NL"	9	2	1	19	2	102	12	676
20	"M"	"NL"	2	1	1	39	4	227	12	676
20	"M"	"NL"	3	1	1	20	4	227	12	676
20	"M"	"NL"	4	1	1	25	4	227	12	676
20	"M"	"NL"	5	1	0	30	4	227	12	676
20	"M"	"NL"	6	2	1	25	2	102	12	676
20	"M"	"NL"	7	2	1	24	2	102	12	676
20	"M"	"NL"	8	2	0	20	2	102	12	676
20	"M"	"NL"	NA	6	NA	NA	0	0	12	676
20	"M"	"NL"	10	3	1	23	2	88	12	676
20	"M"	"NL"	11	3	0	22	2	88	12	676
20	"M"	"NL"	12	3	0	7	2	88	12	676
20	"M"	"NL"	13	3	0	10	2	88	12	676
20	"M"	"NL"	1	1	1	80	4	227	12	676
20	"M"	"NL"	15	4	1	60	2	116	12	676
20	"M"	"NL"	16	4	0	21	2	116	12	676
20	"M"	"NL"	17	4	1	13	2	116	12	676
20	"M"	"NL"	18	5	0	14	2	143	12	676
20	"M"	"NL"	19	5	1	175	2	143	12	676
20	"M"	"NL"	20	5	0	32	2	143	12	676
20	"M"	"NL"	21	5	0	0	2	143	12	676
20	"M"	"NL"	14	4	1	17	2	116	12	676
21	"M"	"NL"	NA	6	NA	NA	1	0	11	582
21	"M"	"NL"	14	4	1	1	3	97	11	582
21	"M"	"NL"	15	4	1	88	3	97	11	582
21	"M"	"NL"	16	4	0	0	3	97	11	582
21	"M"	"NL"	17	4	1	0	3	97	11	582
21	"M"	"NL"	18	5	0	0	1	150	11	582
21	"M"	"NL"	19	5	0	0	1	150	11	582
21	"M"	"NL"	20	5	0	0	1	150	11	582
21	"M"	"NL"	21	5	1	0	1	150	11	582
21	"M"	"NL"	6	2	1	13	1	175	11	582
21	"M"	"NL"	7	2	0	19	1	175	11	582
21	"M"	"NL"	8	2	0	21	1	175	11	582
21	"M"	"NL"	9	2	1	79	1	175	11	582
21	"M"	"NL"	10	3	1	27	2	54	11	582
21	"M"	"NL"	11	3	0	5	2	54	11	582
21	"M"	"NL"	12	3	0	8	2	54	11	582
21	"M"	"NL"	13	3	1	0	2	54	11	582
21	"M"	"NL"	4	1	0	27	3	106	11	582
21	"M"	"NL"	1	1	1	104	3	106	11	582
21	"M"	"NL"	2	1	1	46	3	106	11	582
21	"M"	"NL"	3	1	1	36	3	106	11	582
21	"M"	"NL"	5	1	0	108	3	106	11	582
22	"M"	"FR"	5	1	0	166	1	100	9	720
22	"M"	"FR"	9	2	0	39	1	310	9	720
22	"M"	"FR"	6	2	0	39	1	310	9	720
22	"M"	"FR"	7	2	1	29	1	310	9	720
22	"M"	"FR"	8	2	0	30	1	310	9	720
22	"M"	"FR"	13	3	1	0	1	124	9	720
22	"M"	"FR"	1	1	0	74	1	100	9	720
22	"M"	"FR"	2	1	1	114	1	100	9	720
22	"M"	"FR"	3	1	0	46	1	100	9	720
22	"M"	"FR"	4	1	0	49	1	100	9	720
22	"M"	"FR"	18	5	0	0	1	152	9	720
22	"M"	"FR"	19	5	0	0	1	152	9	720
22	"M"	"FR"	20	5	0	0	1	152	9	720
22	"M"	"FR"	21	5	1	0	1	152	9	720
22	"M"	"FR"	NA	6	NA	NA	1	0	9	720
22	"M"	"FR"	10	3	1	61	1	124	9	720
22	"M"	"FR"	11	3	0	39	1	124	9	720
22	"M"	"FR"	12	3	0	34	1	124	9	720
22	"M"	"FR"	17	4	1	0	4	34	9	720
22	"M"	"FR"	14	4	1	0	4	34	9	720
22	"M"	"FR"	15	4	1	0	4	34	9	720
22	"M"	"FR"	16	4	1	0	4	34	9	720
23	"M"	"FR"	18	5	0	0	1	192	7	626
23	"M"	"FR"	20	5	0	0	1	192	7	626
23	"M"	"FR"	21	5	0	0	1	192	7	626
23	"M"	"FR"	NA	6	NA	NA	0	0	7	626
23	"M"	"FR"	19	5	0	0	1	192	7	626
23	"M"	"FR"	11	3	0	27	0	120	7	626
23	"M"	"FR"	12	3	0	19	0	120	7	626
23	"M"	"FR"	13	3	1	0	0	120	7	626
23	"M"	"FR"	14	4	1	0	2	19	7	626
23	"M"	"FR"	15	4	0	0	2	19	7	626
23	"M"	"FR"	16	4	0	0	2	19	7	626
23	"M"	"FR"	17	4	1	0	2	19	7	626
23	"M"	"FR"	4	1	0	63	3	121	7	626
23	"M"	"FR"	5	1	0	66	3	121	7	626
23	"M"	"FR"	6	2	0	54	1	174	7	626
23	"M"	"FR"	7	2	1	58	1	174	7	626
23	"M"	"FR"	8	2	0	49	1	174	7	626
23	"M"	"FR"	9	2	0	40	1	174	7	626
23	"M"	"FR"	10	3	0	81	0	120	7	626
23	"M"	"FR"	1	1	1	71	3	121	7	626
23	"M"	"FR"	2	1	1	59	3	121	7	626
23	"M"	"FR"	3	1	1	39	3	121	7	626
24	"F"	"FR"	NA	6	NA	NA	0	0	4	634
24	"F"	"FR"	2	1	0	16	1	104	4	634
24	"F"	"FR"	3	1	0	8	1	104	4	634
24	"F"	"FR"	4	1	0	12	1	104	4	634
24	"F"	"FR"	5	1	0	151	1	104	4	634
