"ID" "IDproblem" "Language" "Gender" "Item" "Y" "RT" "problem" "Y.sub" "RT.sub" "Y.tot" "RT.tot"
"2025" 97 973 "NL" "M" 9 1 55 3 3 79 18 572
"2026" 97 973 "NL" "M" 10 1 13 3 3 79 18 572
"2027" 97 973 "NL" "M" 11 0 5 3 3 79 18 572
"2028" 97 973 "NL" "M" 12 1 6 3 3 79 18 572
"2029" 97 974 "NL" "M" 13 1 64 4 4 145 18 572
"2030" 97 974 "NL" "M" 14 1 57 4 4 145 18 572
"2031" 97 974 "NL" "M" 15 1 15 4 4 145 18 572
"2032" 97 974 "NL" "M" 16 1 9 4 4 145 18 572
"2033" 97 975 "NL" "M" 17 1 66 5 4 101 18 572
"2034" 97 975 "NL" "M" 18 1 10 5 4 101 18 572
"2035" 97 975 "NL" "M" 19 1 14 5 4 101 18 572
"2036" 97 975 "NL" "M" 20 1 11 5 4 101 18 572
"2037" 97 976 "NL" "M" 21 NA NA 6 NA NA 18 572
"2038" 98 981 "FR" "M" 1 0 58 1 2 112 10 598
"2039" 98 981 "FR" "M" 2 1 23 1 2 112 10 598
"2040" 98 981 "FR" "M" 3 1 20 1 2 112 10 598
"2041" 98 981 "FR" "M" 4 0 11 1 2 112 10 598
"2042" 98 982 "FR" "M" 5 1 24 2 3 128 10 598
"2043" 98 982 "FR" "M" 6 0 31 2 3 128 10 598
"2044" 98 982 "FR" "M" 7 1 30 2 3 128 10 598
"2045" 98 982 "FR" "M" 8 1 43 2 3 128 10 598
"2046" 98 983 "FR" "M" 9 1 21 3 2 86 10 598
"2047" 98 983 "FR" "M" 10 0 33 3 2 86 10 598
"2048" 98 983 "FR" "M" 11 0 24 3 2 86 10 598
"2049" 98 983 "FR" "M" 12 1 8 3 2 86 10 598
"2050" 98 984 "FR" "M" 13 0 31 4 2 175 10 598
"2051" 98 984 "FR" "M" 14 1 55 4 2 175 10 598
"2052" 98 984 "FR" "M" 15 0 39 4 2 175 10 598
"2053" 98 984 "FR" "M" 16 1 50 4 2 175 10 598
"2054" 98 985 "FR" "M" 17 0 48 5 1 97 10 598
"2055" 98 985 "FR" "M" 18 0 17 5 1 97 10 598
"2056" 98 985 "FR" "M" 19 0 18 5 1 97 10 598
"2057" 98 985 "FR" "M" 20 1 14 5 1 97 10 598
"2058" 98 986 "FR" "M" 21 NA NA 6 NA NA 10 598
"2059" 99 991 "FR" "M" 1 0 82 1 0 179 9 659
"2060" 99 991 "FR" "M" 2 0 43 1 0 179 9 659
"2061" 99 991 "FR" "M" 3 0 31 1 0 179 9 659
"2062" 99 991 "FR" "M" 4 0 23 1 0 179 9 659
"2063" 99 992 "FR" "M" 5 1 67 2 3 159 9 659
"2064" 99 992 "FR" "M" 6 1 32 2 3 159 9 659
"2065" 99 992 "FR" "M" 7 1 27 2 3 159 9 659
"2066" 99 992 "FR" "M" 8 0 33 2 3 159 9 659
"2067" 99 993 "FR" "M" 9 0 50 3 2 78 9 659
"2068" 99 993 "FR" "M" 10 1 13 3 2 78 9 659
"2069" 99 993 "FR" "M" 11 0 5 3 2 78 9 659
"2070" 99 993 "FR" "M" 12 1 10 3 2 78 9 659
"2071" 99 994 "FR" "M" 13 0 49 4 2 133 9 659
"2072" 99 994 "FR" "M" 14 1 40 4 2 133 9 659
"2073" 99 994 "FR" "M" 15 1 37 4 2 133 9 659
"2074" 99 994 "FR" "M" 16 0 7 4 2 133 9 659
"2075" 99 995 "FR" "M" 17 1 83 5 2 110 9 659
"2076" 99 995 "FR" "M" 18 1 10 5 2 110 9 659
"2077" 99 995 "FR" "M" 19 0 17 5 2 110 9 659
"2078" 99 995 "FR" "M" 20 NA NA 5 2 110 9 659
"2079" 99 996 "FR" "M" 21 NA NA 6 NA NA 9 659
"2080" 100 1001 "NL" "F" 1 0 69 1 1 150 10 557
"2081" 100 1001 "NL" "F" 2 0 30 1 1 150 10 557
"2082" 100 1001 "NL" "F" 3 1 27 1 1 150 10 557
"2083" 100 1001 "NL" "F" 4 0 24 1 1 150 10 557
"2084" 100 1002 "NL" "F" 5 1 130 2 4 201 10 557
"2085" 100 1002 "NL" "F" 6 1 24 2 4 201 10 557
"2086" 100 1002 "NL" "F" 7 1 26 2 4 201 10 557
"2087" 100 1002 "NL" "F" 8 1 21 2 4 201 10 557
"2088" 100 1003 "NL" "F" 9 1 83 3 3 132 10 557
"2089" 100 1003 "NL" "F" 10 1 20 3 3 132 10 557
"2090" 100 1003 "NL" "F" 11 0 13 3 3 132 10 557
"2091" 100 1003 "NL" "F" 12 1 16 3 3 132 10 557
"2092" 100 1004 "NL" "F" 13 NA NA 4 2 74 10 557
"2093" 100 1004 "NL" "F" 14 1 43 4 2 74 10 557
"2094" 100 1004 "NL" "F" 15 1 31 4 2 74 10 557
"2095" 100 1004 "NL" "F" 16 NA NA 4 2 74 10 557
"2096" 100 1005 "NL" "F" 17 NA NA 5 NA NA 10 557
"2097" 100 1005 "NL" "F" 18 NA NA 5 NA NA 10 557
"2098" 100 1005 "NL" "F" 19 NA NA 5 NA NA 10 557
"2099" 100 1005 "NL" "F" 20 NA NA 5 NA NA 10 557
"2100" 100 1006 "NL" "F" 21 NA NA 6 NA NA 10 557
"2101" 101 1011 "NL" "M" 1 0 217 1 0 435 4 768
"2102" 101 1011 "NL" "M" 2 0 83 1 0 435 4 768
"2103" 101 1011 "NL" "M" 3 0 23 1 0 435 4 768
"2104" 101 1011 "NL" "M" 4 0 112 1 0 435 4 768
"2105" 101 1012 "NL" "M" 5 0 66 2 2 164 4 768
"2106" 101 1012 "NL" "M" 6 0 47 2 2 164 4 768
"2107" 101 1012 "NL" "M" 7 1 22 2 2 164 4 768
"2108" 101 1012 "NL" "M" 8 1 29 2 2 164 4 768
"2109" 101 1013 "NL" "M" 9 0 44 3 2 169 4 768
"2110" 101 1013 "NL" "M" 10 1 63 3 2 169 4 768
"2111" 101 1013 "NL" "M" 11 0 27 3 2 169 4 768
"2112" 101 1013 "NL" "M" 12 1 35 3 2 169 4 768
"2113" 101 1014 "NL" "M" 13 NA NA 4 NA NA 4 768
"2114" 101 1014 "NL" "M" 14 NA NA 4 NA NA 4 768
"2115" 101 1014 "NL" "M" 15 NA NA 4 NA NA 4 768
"2116" 101 1014 "NL" "M" 16 NA NA 4 NA NA 4 768
"2117" 101 1015 "NL" "M" 17 NA NA 5 NA NA 4 768
"2118" 101 1015 "NL" "M" 18 NA NA 5 NA NA 4 768
"2119" 101 1015 "NL" "M" 19 NA NA 5 NA NA 4 768
"2120" 101 1015 "NL" "M" 20 NA NA 5 NA NA 4 768
"2121" 101 1016 "NL" "M" 21 NA NA 6 NA NA 4 768
"2122" 102 1021 "NL" "M" 1 0 74 1 2 245 9 638
"2123" 102 1021 "NL" "M" 2 1 36 1 2 245 9 638
"2124" 102 1021 "NL" "M" 3 1 51 1 2 245 9 638
"2125" 102 1021 "NL" "M" 4 0 84 1 2 245 9 638
"2126" 102 1022 "NL" "M" 5 1 64 2 4 193 9 638
"2127" 102 1022 "NL" "M" 6 1 32 2 4 193 9 638
"2128" 102 1022 "NL" "M" 7 1 42 2 4 193 9 638
"2129" 102 1022 "NL" "M" 8 1 55 2 4 193 9 638
"2130" 102 1023 "NL" "M" 9 1 42 3 3 200 9 638
"2131" 102 1023 "NL" "M" 10 1 54 3 3 200 9 638
"2132" 102 1023 "NL" "M" 11 0 33 3 3 200 9 638
"2133" 102 1023 "NL" "M" 12 1 71 3 3 200 9 638
"2134" 102 1024 "NL" "M" 13 NA NA 4 NA NA 9 638
"2135" 102 1024 "NL" "M" 14 NA NA 4 NA NA 9 638
"2136" 102 1024 "NL" "M" 15 NA NA 4 NA NA 9 638
"2137" 102 1024 "NL" "M" 16 NA NA 4 NA NA 9 638
"2138" 102 1025 "NL" "M" 17 NA NA 5 NA NA 9 638
"2139" 102 1025 "NL" "M" 18 NA NA 5 NA NA 9 638
"2140" 102 1025 "NL" "M" 19 NA NA 5 NA NA 9 638
"2141" 102 1025 "NL" "M" 20 NA NA 5 NA NA 9 638
"2142" 102 1026 "NL" "M" 21 NA NA 6 NA NA 9 638
"2143" 103 1031 "NL" "M" 1 0 59 1 0 293 4 650
"2144" 103 1031 "NL" "M" 2 0 106 1 0 293 4 650
"2145" 103 1031 "NL" "M" 3 0 26 1 0 293 4 650
"2146" 103 1031 "NL" "M" 4 0 102 1 0 293 4 650
"2147" 103 1032 "NL" "M" 5 1 53 2 2 209 4 650
"2148" 103 1032 "NL" "M" 6 0 24 2 2 209 4 650
"2149" 103 1032 "NL" "M" 7 1 106 2 2 209 4 650
"2150" 103 1032 "NL" "M" 8 0 26 2 2 209 4 650
"2151" 103 1033 "NL" "M" 9 0 25 3 2 148 4 650
"2152" 103 1033 "NL" "M" 10 1 78 3 2 148 4 650
"2153" 103 1033 "NL" "M" 11 0 22 3 2 148 4 650
"2154" 103 1033 "NL" "M" 12 1 23 3 2 148 4 650
"2155" 103 1034 "NL" "M" 13 NA NA 4 NA NA 4 650
"2156" 103 1034 "NL" "M" 14 NA NA 4 NA NA 4 650
"2157" 103 1034 "NL" "M" 15 NA NA 4 NA NA 4 650
"2158" 103 1034 "NL" "M" 16 NA NA 4 NA NA 4 650
"2159" 103 1035 "NL" "M" 17 NA NA 5 NA NA 4 650
"2160" 103 1035 "NL" "M" 18 NA NA 5 NA NA 4 650
"2161" 103 1035 "NL" "M" 19 NA NA 5 NA NA 4 650
"2162" 103 1035 "NL" "M" 20 NA NA 5 NA NA 4 650
"2163" 103 1036 "NL" "M" 21 NA NA 6 NA NA 4 650
"2164" 104 1041 "FR" "M" 1 0 54 1 0 219 6 773
"2165" 104 1041 "FR" "M" 2 0 78 1 0 219 6 773
"2166" 104 1041 "FR" "M" 3 0 74 1 0 219 6 773
"2167" 104 1041 "FR" "M" 4 0 13 1 0 219 6 773
"2168" 104 1042 "FR" "M" 5 0 144 2 2 218 6 773
"2169" 104 1042 "FR" "M" 6 0 29 2 2 218 6 773
"2170" 104 1042 "FR" "M" 7 1 9 2 2 218 6 773
"2171" 104 1042 "FR" "M" 8 1 36 2 2 218 6 773
"2172" 104 1043 "FR" "M" 9 0 49 3 2 83 6 773
"2173" 104 1043 "FR" "M" 10 1 18 3 2 83 6 773
"2174" 104 1043 "FR" "M" 11 0 7 3 2 83 6 773
"2175" 104 1043 "FR" "M" 12 1 9 3 2 83 6 773
"2176" 104 1044 "FR" "M" 13 0 78 4 2 205 6 773
"2177" 104 1044 "FR" "M" 14 0 91 4 2 205 6 773
"2178" 104 1044 "FR" "M" 15 1 14 4 2 205 6 773
"2179" 104 1044 "FR" "M" 16 1 22 4 2 205 6 773
"2180" 104 1045 "FR" "M" 17 NA NA 5 0 48 6 773
"2181" 104 1045 "FR" "M" 18 0 20 5 0 48 6 773
"2182" 104 1045 "FR" "M" 19 0 28 5 0 48 6 773
"2183" 104 1045 "FR" "M" 20 NA NA 5 0 48 6 773
"2184" 104 1046 "FR" "M" 21 NA NA 6 NA NA 6 773
"2185" 105 1051 "NL" "F" 1 0 36 1 1 135 14 588
"2186" 105 1051 "NL" "F" 2 1 39 1 1 135 14 588
"2187" 105 1051 "NL" "F" 3 0 30 1 1 135 14 588
"2188" 105 1051 "NL" "F" 4 0 30 1 1 135 14 588
"2189" 105 1052 "NL" "F" 5 1 34 2 4 105 14 588
"2190" 105 1052 "NL" "F" 6 1 27 2 4 105 14 588
"2191" 105 1052 "NL" "F" 7 1 15 2 4 105 14 588
"2192" 105 1052 "NL" "F" 8 1 29 2 4 105 14 588
"2193" 105 1053 "NL" "F" 9 1 33 3 3 96 14 588
"2194" 105 1053 "NL" "F" 10 1 34 3 3 96 14 588
"2195" 105 1053 "NL" "F" 11 0 15 3 3 96 14 588
"2196" 105 1053 "NL" "F" 12 1 14 3 3 96 14 588
"2197" 105 1054 "NL" "F" 13 1 52 4 4 149 14 588
"2198" 105 1054 "NL" "F" 14 1 50 4 4 149 14 588
"2199" 105 1054 "NL" "F" 15 1 37 4 4 149 14 588
"2200" 105 1054 "NL" "F" 16 1 10 4 4 149 14 588
"2201" 105 1055 "NL" "F" 17 1 48 5 2 103 14 588
"2202" 105 1055 "NL" "F" 18 1 23 5 2 103 14 588
"2203" 105 1055 "NL" "F" 19 0 32 5 2 103 14 588
"2204" 105 1055 "NL" "F" 20 NA NA 5 2 103 14 588
"2205" 105 1056 "NL" "F" 21 NA NA 6 NA NA 14 588
"2206" 106 1061 "NL" "F" 1 0 56 1 0 278 6 703
"2207" 106 1061 "NL" "F" 2 0 58 1 0 278 6 703
"2208" 106 1061 "NL" "F" 3 0 49 1 0 278 6 703
"2209" 106 1061 "NL" "F" 4 0 115 1 0 278 6 703
"2210" 106 1062 "NL" "F" 5 0 83 2 3 250 6 703
"2211" 106 1062 "NL" "F" 6 1 46 2 3 250 6 703
"2212" 106 1062 "NL" "F" 7 1 34 2 3 250 6 703
"2213" 106 1062 "NL" "F" 8 1 87 2 3 250 6 703
"2214" 106 1063 "NL" "F" 9 1 33 3 3 175 6 703
"2215" 106 1063 "NL" "F" 10 1 43 3 3 175 6 703
"2216" 106 1063 "NL" "F" 11 0 55 3 3 175 6 703
"2217" 106 1063 "NL" "F" 12 1 44 3 3 175 6 703
"2218" 106 1064 "NL" "F" 13 NA NA 4 NA NA 6 703
"2219" 106 1064 "NL" "F" 14 NA NA 4 NA NA 6 703
"2220" 106 1064 "NL" "F" 15 NA NA 4 NA NA 6 703
"2221" 106 1064 "NL" "F" 16 NA NA 4 NA NA 6 703
"2222" 106 1065 "NL" "F" 17 NA NA 5 NA NA 6 703
"2223" 106 1065 "NL" "F" 18 NA NA 5 NA NA 6 703
"2224" 106 1065 "NL" "F" 19 NA NA 5 NA NA 6 703
"2225" 106 1065 "NL" "F" 20 NA NA 5 NA NA 6 703
"2226" 106 1066 "NL" "F" 21 NA NA 6 NA NA 6 703
"2227" 107 1071 "FR" "M" 1 0 65 1 0 285 2 738
"2228" 107 1071 "FR" "M" 2 0 87 1 0 285 2 738
"2229" 107 1071 "FR" "M" 3 0 45 1 0 285 2 738
"2230" 107 1071 "FR" "M" 4 0 88 1 0 285 2 738
"2231" 107 1072 "FR" "M" 5 0 104 2 1 243 2 738
"2232" 107 1072 "FR" "M" 6 0 26 2 1 243 2 738
"2233" 107 1072 "FR" "M" 7 1 86 2 1 243 2 738
"2234" 107 1072 "FR" "M" 8 0 27 2 1 243 2 738
"2235" 107 1073 "FR" "M" 9 0 62 3 1 210 2 738
"2236" 107 1073 "FR" "M" 10 0 66 3 1 210 2 738
"2237" 107 1073 "FR" "M" 11 0 63 3 1 210 2 738
"2238" 107 1073 "FR" "M" 12 1 19 3 1 210 2 738
"2239" 107 1074 "FR" "M" 13 NA NA 4 NA NA 2 738
"2240" 107 1074 "FR" "M" 14 NA NA 4 NA NA 2 738
"2241" 107 1074 "FR" "M" 15 NA NA 4 NA NA 2 738
"2242" 107 1074 "FR" "M" 16 NA NA 4 NA NA 2 738
"2243" 107 1075 "FR" "M" 17 NA NA 5 NA NA 2 738
"2244" 107 1075 "FR" "M" 18 NA NA 5 NA NA 2 738
"2245" 107 1075 "FR" "M" 19 NA NA 5 NA NA 2 738
"2246" 107 1075 "FR" "M" 20 NA NA 5 NA NA 2 738
"2247" 107 1076 "FR" "M" 21 NA NA 6 NA NA 2 738
"2248" 108 1081 "NL" "M" 1 0 86 1 2 137 16 659
"2249" 108 1081 "NL" "M" 2 1 21 1 2 137 16 659
"2250" 108 1081 "NL" "M" 3 1 20 1 2 137 16 659
"2251" 108 1081 "NL" "M" 4 0 10 1 2 137 16 659
"2252" 108 1082 "NL" "M" 5 0 101 2 2 177 16 659
"2253" 108 1082 "NL" "M" 6 1 18 2 2 177 16 659
"2254" 108 1082 "NL" "M" 7 1 31 2 2 177 16 659
"2255" 108 1082 "NL" "M" 8 0 27 2 2 177 16 659
"2256" 108 1083 "NL" "M" 9 1 61 3 4 92 16 659
"2257" 108 1083 "NL" "M" 10 1 11 3 4 92 16 659
"2258" 108 1083 "NL" "M" 11 1 11 3 4 92 16 659
"2259" 108 1083 "NL" "M" 12 1 9 3 4 92 16 659
"2260" 108 1084 "NL" "M" 13 1 62 4 4 133 16 659
"2261" 108 1084 "NL" "M" 14 1 47 4 4 133 16 659
"2262" 108 1084 "NL" "M" 15 1 14 4 4 133 16 659
"2263" 108 1084 "NL" "M" 16 1 10 4 4 133 16 659
"2264" 108 1085 "NL" "M" 17 1 82 5 4 120 16 659
"2265" 108 1085 "NL" "M" 18 1 16 5 4 120 16 659
"2266" 108 1085 "NL" "M" 19 1 9 5 4 120 16 659
"2267" 108 1085 "NL" "M" 20 1 13 5 4 120 16 659
"2268" 108 1086 "NL" "M" 21 NA NA 6 NA NA 16 659
"2269" 109 1091 "NL" "M" 1 1 118 1 1 238 5 604
"2270" 109 1091 "NL" "M" 2 0 76 1 1 238 5 604
"2271" 109 1091 "NL" "M" 3 0 31 1 1 238 5 604
"2272" 109 1091 "NL" "M" 4 0 13 1 1 238 5 604
"2273" 109 1092 "NL" "M" 5 0 99 2 1 223 5 604
"2274" 109 1092 "NL" "M" 6 0 22 2 1 223 5 604
"2275" 109 1092 "NL" "M" 7 1 23 2 1 223 5 604
"2276" 109 1092 "NL" "M" 8 0 79 2 1 223 5 604
"2277" 109 1093 "NL" "M" 9 1 88 3 3 143 5 604
"2278" 109 1093 "NL" "M" 10 1 23 3 3 143 5 604
"2279" 109 1093 "NL" "M" 11 0 18 3 3 143 5 604
"2280" 109 1093 "NL" "M" 12 1 14 3 3 143 5 604
"2281" 109 1094 "NL" "M" 13 NA NA 4 NA NA 5 604
"2282" 109 1094 "NL" "M" 14 NA NA 4 NA NA 5 604
"2283" 109 1094 "NL" "M" 15 NA NA 4 NA NA 5 604
"2284" 109 1094 "NL" "M" 16 NA NA 4 NA NA 5 604
"2285" 109 1095 "NL" "M" 17 NA NA 5 NA NA 5 604
"2286" 109 1095 "NL" "M" 18 NA NA 5 NA NA 5 604
"2287" 109 1095 "NL" "M" 19 NA NA 5 NA NA 5 604
"2288" 109 1095 "NL" "M" 20 NA NA 5 NA NA 5 604
"2289" 109 1096 "NL" "M" 21 NA NA 6 NA NA 5 604
"2290" 110 1101 "FR" "M" 1 0 209 1 2 579 7 1203
"2291" 110 1101 "FR" "M" 2 1 96 1 2 579 7 1203
"2292" 110 1101 "FR" "M" 3 1 93 1 2 579 7 1203
"2293" 110 1101 "FR" "M" 4 0 181 1 2 579 7 1203
"2294" 110 1102 "FR" "M" 5 1 136 2 3 309 7 1203
"2295" 110 1102 "FR" "M" 6 0 108 2 3 309 7 1203
"2296" 110 1102 "FR" "M" 7 1 36 2 3 309 7 1203
"2297" 110 1102 "FR" "M" 8 1 29 2 3 309 7 1203
"2298" 110 1103 "FR" "M" 9 1 64 3 2 315 7 1203
"2299" 110 1103 "FR" "M" 10 1 122 3 2 315 7 1203
"2300" 110 1103 "FR" "M" 11 0 129 3 2 315 7 1203
"2301" 110 1103 "FR" "M" 12 NA NA 3 2 315 7 1203
"2302" 110 1104 "FR" "M" 13 NA NA 4 NA NA 7 1203
"2303" 110 1104 "FR" "M" 14 NA NA 4 NA NA 7 1203
"2304" 110 1104 "FR" "M" 15 NA NA 4 NA NA 7 1203
"2305" 110 1104 "FR" "M" 16 NA NA 4 NA NA 7 1203
"2306" 110 1105 "FR" "M" 17 NA NA 5 NA NA 7 1203
"2307" 110 1105 "FR" "M" 18 NA NA 5 NA NA 7 1203
"2308" 110 1105 "FR" "M" 19 NA NA 5 NA NA 7 1203
"2309" 110 1105 "FR" "M" 20 NA NA 5 NA NA 7 1203
"2310" 110 1106 "FR" "M" 21 NA NA 6 NA NA 7 1203
"2311" 111 1111 "NL" "M" 1 0 80 1 0 172 7 616
"2312" 111 1111 "NL" "M" 2 0 62 1 0 172 7 616
"2313" 111 1111 "NL" "M" 3 0 12 1 0 172 7 616
"2314" 111 1111 "NL" "M" 4 0 18 1 0 172 7 616
"2315" 111 1112 "NL" "M" 5 1 63 2 3 125 7 616
"2316" 111 1112 "NL" "M" 6 0 26 2 3 125 7 616
"2317" 111 1112 "NL" "M" 7 1 19 2 3 125 7 616
"2318" 111 1112 "NL" "M" 8 1 17 2 3 125 7 616
"2319" 111 1113 "NL" "M" 9 0 43 3 2 79 7 616
"2320" 111 1113 "NL" "M" 10 1 16 3 2 79 7 616
"2321" 111 1113 "NL" "M" 11 0 7 3 2 79 7 616
"2322" 111 1113 "NL" "M" 12 1 13 3 2 79 7 616
"2323" 111 1114 "NL" "M" 13 0 65 4 1 147 7 616
"2324" 111 1114 "NL" "M" 14 0 58 4 1 147 7 616
"2325" 111 1114 "NL" "M" 15 0 13 4 1 147 7 616
"2326" 111 1114 "NL" "M" 16 1 11 4 1 147 7 616
"2327" 111 1115 "NL" "M" 17 1 62 5 1 93 7 616
"2328" 111 1115 "NL" "M" 18 0 13 5 1 93 7 616
"2329" 111 1115 "NL" "M" 19 0 18 5 1 93 7 616
"2330" 111 1115 "NL" "M" 20 NA NA 5 1 93 7 616
"2331" 111 1116 "NL" "M" 21 NA NA 6 NA NA 7 616
"2332" 112 1121 "NL" "M" 1 0 95 1 1 459 6 943
"2333" 112 1121 "NL" "M" 2 1 144 1 1 459 6 943
"2334" 112 1121 "NL" "M" 3 0 72 1 1 459 6 943
"2335" 112 1121 "NL" "M" 4 0 148 1 1 459 6 943
"2336" 112 1122 "NL" "M" 5 0 80 2 2 346 6 943
"2337" 112 1122 "NL" "M" 6 1 84 2 2 346 6 943
"2338" 112 1122 "NL" "M" 7 1 65 2 2 346 6 943
"2339" 112 1122 "NL" "M" 8 0 117 2 2 346 6 943
"2340" 112 1123 "NL" "M" 9 1 40 3 3 138 6 943
"2341" 112 1123 "NL" "M" 10 1 51 3 3 138 6 943
"2342" 112 1123 "NL" "M" 11 1 29 3 3 138 6 943
"2343" 112 1123 "NL" "M" 12 0 18 3 3 138 6 943
"2344" 112 1124 "NL" "M" 13 NA NA 4 NA NA 6 943
"2345" 112 1124 "NL" "M" 14 NA NA 4 NA NA 6 943
"2346" 112 1124 "NL" "M" 15 NA NA 4 NA NA 6 943
"2347" 112 1124 "NL" "M" 16 NA NA 4 NA NA 6 943
"2348" 112 1125 "NL" "M" 17 NA NA 5 NA NA 6 943
"2349" 112 1125 "NL" "M" 18 NA NA 5 NA NA 6 943
"2350" 112 1125 "NL" "M" 19 NA NA 5 NA NA 6 943
"2351" 112 1125 "NL" "M" 20 NA NA 5 NA NA 6 943
"2352" 112 1126 "NL" "M" 21 NA NA 6 NA NA 6 943
"2353" 113 1131 "FR" "M" 1 0 103 1 0 272 4 525
"2354" 113 1131 "FR" "M" 2 0 23 1 0 272 4 525
"2355" 113 1131 "FR" "M" 3 0 27 1 0 272 4 525
"2356" 113 1131 "FR" "M" 4 0 119 1 0 272 4 525
"2357" 113 1132 "FR" "M" 5 0 69 2 1 140 4 525
"2358" 113 1132 "FR" "M" 6 0 11 2 1 140 4 525
"2359" 113 1132 "FR" "M" 7 1 32 2 1 140 4 525
"2360" 113 1132 "FR" "M" 8 0 28 2 1 140 4 525
"2361" 113 1133 "FR" "M" 9 1 32 3 3 113 4 525
"2362" 113 1133 "FR" "M" 10 1 30 3 3 113 4 525
"2363" 113 1133 "FR" "M" 11 0 21 3 3 113 4 525
"2364" 113 1133 "FR" "M" 12 1 30 3 3 113 4 525
"2365" 113 1134 "FR" "M" 13 NA NA 4 NA NA 4 525
"2366" 113 1134 "FR" "M" 14 NA NA 4 NA NA 4 525
"2367" 113 1134 "FR" "M" 15 NA NA 4 NA NA 4 525
"2368" 113 1134 "FR" "M" 16 NA NA 4 NA NA 4 525
"2369" 113 1135 "FR" "M" 17 NA NA 5 NA NA 4 525
"2370" 113 1135 "FR" "M" 18 NA NA 5 NA NA 4 525
"2371" 113 1135 "FR" "M" 19 NA NA 5 NA NA 4 525
"2372" 113 1135 "FR" "M" 20 NA NA 5 NA NA 4 525
"2373" 113 1136 "FR" "M" 21 NA NA 6 NA NA 4 525
"2374" 114 1141 "NL" "F" 1 0 223 1 1 442 7 815
"2375" 114 1141 "NL" "F" 2 1 91 1 1 442 7 815
"2376" 114 1141 "NL" "F" 3 0 37 1 1 442 7 815
"2377" 114 1141 "NL" "F" 4 0 91 1 1 442 7 815
"2378" 114 1142 "NL" "F" 5 1 67 2 3 205 7 815
"2379" 114 1142 "NL" "F" 6 0 46 2 3 205 7 815
"2380" 114 1142 "NL" "F" 7 1 48 2 3 205 7 815
"2381" 114 1142 "NL" "F" 8 1 44 2 3 205 7 815
"2382" 114 1143 "NL" "F" 9 1 71 3 3 168 7 815
"2383" 114 1143 "NL" "F" 10 1 34 3 3 168 7 815
"2384" 114 1143 "NL" "F" 11 0 26 3 3 168 7 815
"2385" 114 1143 "NL" "F" 12 1 37 3 3 168 7 815
"2386" 114 1144 "NL" "F" 13 NA NA 4 NA NA 7 815
"2387" 114 1144 "NL" "F" 14 NA NA 4 NA NA 7 815
"2388" 114 1144 "NL" "F" 15 NA NA 4 NA NA 7 815
"2389" 114 1144 "NL" "F" 16 NA NA 4 NA NA 7 815
"2390" 114 1145 "NL" "F" 17 NA NA 5 NA NA 7 815
"2391" 114 1145 "NL" "F" 18 NA NA 5 NA NA 7 815
"2392" 114 1145 "NL" "F" 19 NA NA 5 NA NA 7 815
"2393" 114 1145 "NL" "F" 20 NA NA 5 NA NA 7 815
"2394" 114 1146 "NL" "F" 21 NA NA 6 NA NA 7 815
"2395" 115 1151 "NL" "F" 1 0 180 1 0 378 4 679
"2396" 115 1151 "NL" "F" 2 0 66 1 0 378 4 679
"2397" 115 1151 "NL" "F" 3 0 59 1 0 378 4 679
"2398" 115 1151 "NL" "F" 4 0 73 1 0 378 4 679
"2399" 115 1152 "NL" "F" 5 0 122 2 2 188 4 679
"2400" 115 1152 "NL" "F" 6 1 28 2 2 188 4 679
"2401" 115 1152 "NL" "F" 7 1 18 2 2 188 4 679
"2402" 115 1152 "NL" "F" 8 0 20 2 2 188 4 679
"2403" 115 1153 "NL" "F" 9 1 59 3 2 113 4 679
"2404" 115 1153 "NL" "F" 10 0 30 3 2 113 4 679
"2405" 115 1153 "NL" "F" 11 0 9 3 2 113 4 679
"2406" 115 1153 "NL" "F" 12 1 15 3 2 113 4 679
"2407" 115 1154 "NL" "F" 13 NA NA 4 NA NA 4 679
"2408" 115 1154 "NL" "F" 14 NA NA 4 NA NA 4 679
"2409" 115 1154 "NL" "F" 15 NA NA 4 NA NA 4 679
"2410" 115 1154 "NL" "F" 16 NA NA 4 NA NA 4 679
"2411" 115 1155 "NL" "F" 17 NA NA 5 NA NA 4 679
"2412" 115 1155 "NL" "F" 18 NA NA 5 NA NA 4 679
"2413" 115 1155 "NL" "F" 19 NA NA 5 NA NA 4 679
"2414" 115 1155 "NL" "F" 20 NA NA 5 NA NA 4 679
"2415" 115 1156 "NL" "F" 21 NA NA 6 NA NA 4 679
"2416" 116 1161 "FR" "M" 1 0 50 1 1 96 5 572
"2417" 116 1161 "FR" "M" 2 0 31 1 1 96 5 572
"2418" 116 1161 "FR" "M" 3 1 5 1 1 96 5 572
"2419" 116 1161 "FR" "M" 4 0 10 1 1 96 5 572
"2420" 116 1162 "FR" "M" 5 1 105 2 2 169 5 572
"2421" 116 1162 "FR" "M" 6 0 14 2 2 169 5 572
"2422" 116 1162 "FR" "M" 7 1 23 2 2 169 5 572
"2423" 116 1162 "FR" "M" 8 0 27 2 2 169 5 572
"2424" 116 1163 "FR" "M" 9 0 52 3 1 87 5 572
"2425" 116 1163 "FR" "M" 10 0 7 3 1 87 5 572
"2426" 116 1163 "FR" "M" 11 0 16 3 1 87 5 572
"2427" 116 1163 "FR" "M" 12 1 12 3 1 87 5 572
"2428" 116 1164 "FR" "M" 13 0 72 4 1 174 5 572
