"Person"	"Gender"	"Language"	"Item"	"Problem"	"Y"	"RT"	"Y.sub"	"RT.sub"	"Y.tot"	"RT.tot"
"2506"	206	"M"	"NL"	15	4	1	0	4	0	20	661
"2507"	206	"M"	"NL"	16	4	1	0	4	0	20	661
"2508"	206	"M"	"NL"	17	5	1	0	4	0	20	661
"2509"	206	"M"	"NL"	18	5	1	0	4	0	20	661
"2510"	206	"M"	"NL"	19	5	1	0	4	0	20	661
"2511"	206	"M"	"NL"	2	1	1	55	3	222	20	661
"2512"	206	"M"	"NL"	20	5	1	0	4	0	20	661
"2513"	206	"M"	"NL"	21	6	1	0	1	0	20	661
"2514"	206	"M"	"NL"	3	1	1	37	3	222	20	661
"2515"	206	"M"	"NL"	4	1	0	80	3	222	20	661
"2516"	206	"M"	"NL"	5	2	1	106	4	271	20	661
"2517"	206	"M"	"NL"	6	2	1	64	4	271	20	661
"2518"	206	"M"	"NL"	7	2	1	51	4	271	20	661
"2519"	206	"M"	"NL"	8	2	1	50	4	271	20	661
"2520"	206	"M"	"NL"	9	3	1	43	4	168	20	661
"2521"	207	"M"	"FR"	1	1	0	36	1	265	10	554
"2522"	207	"M"	"FR"	10	3	1	26	2	98	10	554
"2523"	207	"M"	"FR"	11	3	0	22	2	98	10	554
"2524"	207	"M"	"FR"	12	3	1	15	2	98	10	554
"2525"	207	"M"	"FR"	13	4	1	0	4	0	10	554
"2526"	207	"M"	"FR"	14	4	1	0	4	0	10	554
"2527"	207	"M"	"FR"	15	4	1	0	4	0	10	554
"2528"	207	"M"	"FR"	16	4	1	0	4	0	10	554
"2529"	207	"M"	"FR"	17	5	0	0	1	0	10	554
"2530"	207	"M"	"FR"	18	5	0	0	1	0	10	554
"2531"	207	"M"	"FR"	19	5	0	0	1	0	10	554
"2532"	207	"M"	"FR"	2	1	1	81	1	265	10	554
"2533"	207	"M"	"FR"	20	5	1	0	1	0	10	554
"2534"	207	"M"	"FR"	21	6	0	0	0	0	10	554
"2535"	207	"M"	"FR"	3	1	0	45	1	265	10	554
"2536"	207	"M"	"FR"	4	1	0	103	1	265	10	554
"2537"	207	"M"	"FR"	5	2	0	58	2	191	10	554
"2538"	207	"M"	"FR"	6	2	0	60	2	191	10	554
"2539"	207	"M"	"FR"	7	2	1	12	2	191	10	554
"2540"	207	"M"	"FR"	8	2	1	61	2	191	10	554
"2541"	207	"M"	"FR"	9	3	0	35	2	98	10	554
"2542"	208	"F"	"NL"	1	1	0	168	1	376	10	905
"2543"	208	"F"	"NL"	10	3	0	46	2	209	10	905
"2544"	208	"F"	"NL"	11	3	0	36	2	209	10	905
"2545"	208	"F"	"NL"	12	3	1	56	2	209	10	905
"2546"	208	"F"	"NL"	13	4	0	0	2	0	10	905
"2547"	208	"F"	"NL"	14	4	1	0	2	0	10	905
"2548"	208	"F"	"NL"	15	4	0	0	2	0	10	905
"2549"	208	"F"	"NL"	16	4	1	0	2	0	10	905
"2550"	208	"F"	"NL"	17	5	1	0	3	0	10	905
"2551"	208	"F"	"NL"	18	5	1	0	3	0	10	905
"2552"	208	"F"	"NL"	19	5	0	0	3	0	10	905
"2553"	208	"F"	"NL"	2	1	1	90	1	376	10	905
"2554"	208	"F"	"NL"	20	5	1	0	3	0	10	905
"2555"	208	"F"	"NL"	21	6	0	0	0	0	10	905
"2556"	208	"F"	"NL"	3	1	0	38	1	376	10	905
"2557"	208	"F"	"NL"	4	1	0	80	1	376	10	905
"2558"	208	"F"	"NL"	5	2	1	123	2	320	10	905
"2559"	208	"F"	"NL"	6	2	0	86	2	320	10	905
"2560"	208	"F"	"NL"	7	2	1	46	2	320	10	905
"2561"	208	"F"	"NL"	8	2	0	65	2	320	10	905
"2562"	208	"F"	"NL"	9	3	1	71	2	209	10	905
"2563"	209	"F"	"FR"	1	1	0	25	2	102	9	685
"2564"	209	"F"	"FR"	10	3	1	24	2	72	9	685
"2565"	209	"F"	"FR"	11	3	0	11	2	72	9	685
"2566"	209	"F"	"FR"	12	3	1	9	2	72	9	685
"2567"	209	"F"	"FR"	13	4	0	36	1	116	9	685
"2568"	209	"F"	"FR"	14	4	1	52	1	116	9	685
"2569"	209	"F"	"FR"	15	4	0	15	1	116	9	685
"2570"	209	"F"	"FR"	16	4	0	13	1	116	9	685
"2571"	209	"F"	"FR"	17	5	0	26	2	180	9	685
"2572"	209	"F"	"FR"	18	5	1	69	2	180	9	685
"2573"	209	"F"	"FR"	19	5	0	59	2	180	9	685
"2574"	209	"F"	"FR"	2	1	1	30	2	102	9	685
"2575"	209	"F"	"FR"	20	5	1	26	2	180	9	685
"2576"	209	"F"	"FR"	21	6	0	130	0	130	9	685
"2577"	209	"F"	"FR"	3	1	1	23	2	102	9	685
"2578"	209	"F"	"FR"	4	1	0	24	2	102	9	685
"2579"	209	"F"	"FR"	5	2	0	25	2	85	9	685
"2580"	209	"F"	"FR"	6	2	1	21	2	85	9	685
"2581"	209	"F"	"FR"	7	2	1	25	2	85	9	685
"2582"	209	"F"	"FR"	8	2	0	14	2	85	9	685
"2583"	209	"F"	"FR"	9	3	0	28	2	72	9	685
"2584"	21	"M"	"NL"	1	1	0	104	0	213	11	582
"2585"	21	"M"	"NL"	10	3	1	27	3	119	11	582
"2586"	21	"M"	"NL"	11	3	0	5	3	119	11	582
"2587"	21	"M"	"NL"	12	3	1	8	3	119	11	582
"2588"	21	"M"	"NL"	13	4	0	88	2	89	11	582
"2589"	21	"M"	"NL"	14	4	1	1	2	89	11	582
"2590"	21	"M"	"NL"	15	4	0	0	2	89	11	582
"2591"	21	"M"	"NL"	16	4	1	0	2	89	11	582
"2592"	21	"M"	"NL"	17	5	1	0	2	0	11	582
"2593"	21	"M"	"NL"	18	5	0	0	2	0	11	582
"2594"	21	"M"	"NL"	19	5	0	0	2	0	11	582
"2595"	21	"M"	"NL"	2	1	0	46	0	213	11	582
"2596"	21	"M"	"NL"	20	5	1	0	2	0	11	582
"2597"	21	"M"	"NL"	21	6	1	0	1	0	11	582
"2598"	21	"M"	"NL"	3	1	0	36	0	213	11	582
"2599"	21	"M"	"NL"	4	1	0	27	0	213	11	582
"2600"	21	"M"	"NL"	5	2	0	108	3	161	11	582
"2601"	21	"M"	"NL"	6	2	1	13	3	161	11	582
"2602"	21	"M"	"NL"	7	2	1	19	3	161	11	582
"2603"	21	"M"	"NL"	8	2	1	21	3	161	11	582
"2604"	21	"M"	"NL"	9	3	1	79	3	119	11	582
"2605"	210	"F"	"FR"	1	1	0	146	0	512	8	1163
"2606"	210	"F"	"FR"	10	3	0	83	1	256	8	1163
"2607"	210	"F"	"FR"	11	3	0	59	1	256	8	1163
"2608"	210	"F"	"FR"	12	3	1	44	1	256	8	1163
"2609"	210	"F"	"FR"	13	4	1	0	3	0	8	1163
"2610"	210	"F"	"FR"	14	4	1	0	3	0	8	1163
"2611"	210	"F"	"FR"	15	4	0	0	3	0	8	1163
"2612"	210	"F"	"FR"	16	4	1	0	3	0	8	1163
"2613"	210	"F"	"FR"	17	5	0	0	2	0	8	1163
"2614"	210	"F"	"FR"	18	5	1	0	2	0	8	1163
"2615"	210	"F"	"FR"	19	5	0	0	2	0	8	1163
"2616"	210	"F"	"FR"	2	1	0	155	0	512	8	1163
"2617"	210	"F"	"FR"	20	5	1	0	2	0	8	1163
"2618"	210	"F"	"FR"	21	6	0	0	0	0	8	1163
"2619"	210	"F"	"FR"	3	1	0	79	0	512	8	1163
"2620"	210	"F"	"FR"	4	1	0	132	0	512	8	1163
"2621"	210	"F"	"FR"	5	2	1	157	2	395	8	1163
"2622"	210	"F"	"FR"	6	2	0	71	2	395	8	1163
"2623"	210	"F"	"FR"	7	2	1	84	2	395	8	1163
"2624"	210	"F"	"FR"	8	2	0	83	2	395	8	1163
"2625"	210	"F"	"FR"	9	3	0	70	1	256	8	1163
"2626"	211	"M"	"FR"	1	1	1	55	3	300	18	1063
"2627"	211	"M"	"FR"	10	3	1	95	3	379	18	1063
"2628"	211	"M"	"FR"	11	3	0	88	3	379	18	1063
"2629"	211	"M"	"FR"	12	3	1	67	3	379	18	1063
"2630"	211	"M"	"FR"	13	4	1	0	4	0	18	1063
"2631"	211	"M"	"FR"	14	4	1	0	4	0	18	1063
"2632"	211	"M"	"FR"	15	4	1	0	4	0	18	1063
"2633"	211	"M"	"FR"	16	4	1	0	4	0	18	1063
"2634"	211	"M"	"FR"	17	5	1	0	3	0	18	1063
"2635"	211	"M"	"FR"	18	5	1	0	3	0	18	1063
"2636"	211	"M"	"FR"	19	5	0	0	3	0	18	1063
"2637"	211	"M"	"FR"	2	1	1	22	3	300	18	1063
"2638"	211	"M"	"FR"	20	5	1	0	3	0	18	1063
"2639"	211	"M"	"FR"	21	6	1	0	1	0	18	1063
"2640"	211	"M"	"FR"	3	1	1	90	3	300	18	1063
"2641"	211	"M"	"FR"	4	1	0	133	3	300	18	1063
"2642"	211	"M"	"FR"	5	2	1	118	4	384	18	1063
"2643"	211	"M"	"FR"	6	2	1	73	4	384	18	1063
"2644"	211	"M"	"FR"	7	2	1	64	4	384	18	1063
"2645"	211	"M"	"FR"	8	2	1	129	4	384	18	1063
"2646"	211	"M"	"FR"	9	3	1	129	3	379	18	1063
"2647"	212	"M"	"NL"	1	1	0	61	2	136	14	719
"2648"	212	"M"	"NL"	10	3	1	12	2	96	14	719
"2649"	212	"M"	"NL"	11	3	0	6	2	96	14	719
"2650"	212	"M"	"NL"	12	3	1	7	2	96	14	719
"2651"	212	"M"	"NL"	13	4	1	60	4	180	14	719
"2652"	212	"M"	"NL"	14	4	1	72	4	180	14	719
"2653"	212	"M"	"NL"	15	4	1	38	4	180	14	719
"2654"	212	"M"	"NL"	16	4	1	10	4	180	14	719
"2655"	212	"M"	"NL"	17	5	0	116	2	168	14	719
"2656"	212	"M"	"NL"	18	5	1	19	2	168	14	719
"2657"	212	"M"	"NL"	19	5	0	12	2	168	14	719
"2658"	212	"M"	"NL"	2	1	1	21	2	136	14	719
"2659"	212	"M"	"NL"	20	5	1	21	2	168	14	719
"2660"	212	"M"	"NL"	21	6	1	0	1	0	14	719
"2661"	212	"M"	"NL"	3	1	1	22	2	136	14	719
"2662"	212	"M"	"NL"	4	1	0	32	2	136	14	719
"2663"	212	"M"	"NL"	5	2	0	60	3	139	14	719
"2664"	212	"M"	"NL"	6	2	1	31	3	139	14	719
"2665"	212	"M"	"NL"	7	2	1	19	3	139	14	719
"2666"	212	"M"	"NL"	8	2	1	29	3	139	14	719
"2667"	212	"M"	"NL"	9	3	0	71	2	96	14	719
"2668"	213	"M"	"NL"	1	1	0	56	1	128	16	629
"2669"	213	"M"	"NL"	10	3	1	11	3	90	16	629
"2670"	213	"M"	"NL"	11	3	0	10	3	90	16	629
"2671"	213	"M"	"NL"	12	3	1	19	3	90	16	629
"2672"	213	"M"	"NL"	13	4	1	71	4	160	16	629
"2673"	213	"M"	"NL"	14	4	1	46	4	160	16	629
"2674"	213	"M"	"NL"	15	4	1	32	4	160	16	629
"2675"	213	"M"	"NL"	16	4	1	11	4	160	16	629
"2676"	213	"M"	"NL"	17	5	1	82	3	136	16	629
"2677"	213	"M"	"NL"	18	5	1	19	3	136	16	629
"2678"	213	"M"	"NL"	19	5	0	22	3	136	16	629
"2679"	213	"M"	"NL"	2	1	1	13	1	128	16	629
"2680"	213	"M"	"NL"	20	5	1	13	3	136	16	629
"2681"	213	"M"	"NL"	21	6	1	0	1	0	16	629
"2682"	213	"M"	"NL"	3	1	0	37	1	128	16	629
"2683"	213	"M"	"NL"	4	1	0	22	1	128	16	629
"2684"	213	"M"	"NL"	5	2	1	75	4	115	16	629
"2685"	213	"M"	"NL"	6	2	1	10	4	115	16	629
"2686"	213	"M"	"NL"	7	2	1	16	4	115	16	629
"2687"	213	"M"	"NL"	8	2	1	14	4	115	16	629
"2688"	213	"M"	"NL"	9	3	1	50	3	90	16	629
"2689"	214	"M"	"NL"	1	1	0	175	1	232	16	634
"2690"	214	"M"	"NL"	10	3	1	21	3	109	16	634
"2691"	214	"M"	"NL"	11	3	0	14	3	109	16	634
"2692"	214	"M"	"NL"	12	3	1	8	3	109	16	634
"2693"	214	"M"	"NL"	13	4	1	29	4	107	16	634
"2694"	214	"M"	"NL"	14	4	1	44	4	107	16	634
"2695"	214	"M"	"NL"	15	4	1	25	4	107	16	634
"2696"	214	"M"	"NL"	16	4	1	9	4	107	16	634
"2697"	214	"M"	"NL"	17	5	1	0	3	0	16	634
"2698"	214	"M"	"NL"	18	5	0	0	3	0	16	634
"2699"	214	"M"	"NL"	19	5	1	0	3	0	16	634
"2700"	214	"M"	"NL"	2	1	0	26	1	232	16	634
"2701"	214	"M"	"NL"	20	5	1	0	3	0	16	634
"2702"	214	"M"	"NL"	21	6	1	0	1	0	16	634
"2703"	214	"M"	"NL"	3	1	1	9	1	232	16	634
"2704"	214	"M"	"NL"	4	1	0	22	1	232	16	634
"2705"	214	"M"	"NL"	5	2	1	140	4	186	16	634
"2706"	214	"M"	"NL"	6	2	1	12	4	186	16	634
"2707"	214	"M"	"NL"	7	2	1	13	4	186	16	634
"2708"	214	"M"	"NL"	8	2	1	21	4	186	16	634
"2709"	214	"M"	"NL"	9	3	1	66	3	109	16	634
"2710"	215	"M"	"NL"	1	1	0	51	0	146	11	608
"2711"	215	"M"	"NL"	10	3	1	12	3	65	11	608
"2712"	215	"M"	"NL"	11	3	0	5	3	65	11	608
"2713"	215	"M"	"NL"	12	3	1	9	3	65	11	608
"2714"	215	"M"	"NL"	13	4	0	59	3	134	11	608
"2715"	215	"M"	"NL"	14	4	1	44	3	134	11	608
"2716"	215	"M"	"NL"	15	4	1	22	3	134	11	608
"2717"	215	"M"	"NL"	16	4	1	9	3	134	11	608
"2718"	215	"M"	"NL"	17	5	1	0	2	38	11	608
"2719"	215	"M"	"NL"	18	5	0	18	2	38	11	608
"2720"	215	"M"	"NL"	19	5	0	20	2	38	11	608
"2721"	215	"M"	"NL"	2	1	0	29	0	146	11	608
"2722"	215	"M"	"NL"	20	5	1	0	2	38	11	608
"2723"	215	"M"	"NL"	21	6	1	0	1	0	11	608
"2724"	215	"M"	"NL"	3	1	0	24	0	146	11	608
"2725"	215	"M"	"NL"	4	1	0	42	0	146	11	608
"2726"	215	"M"	"NL"	5	2	0	166	2	225	11	608
"2727"	215	"M"	"NL"	6	2	0	38	2	225	11	608
"2728"	215	"M"	"NL"	7	2	1	12	2	225	11	608
"2729"	215	"M"	"NL"	8	2	1	9	2	225	11	608
"2730"	215	"M"	"NL"	9	3	1	39	3	65	11	608
"2731"	216	"M"	"FR"	1	1	0	98	0	180	9	706
"2732"	216	"M"	"FR"	10	3	1	18	2	80	9	706
"2733"	216	"M"	"FR"	11	3	0	12	2	80	9	706
"2734"	216	"M"	"FR"	12	3	1	8	2	80	9	706
"2735"	216	"M"	"FR"	13	4	0	61	2	142	9	706
"2736"	216	"M"	"FR"	14	4	1	41	2	142	9	706
"2737"	216	"M"	"FR"	15	4	0	22	2	142	9	706
"2738"	216	"M"	"FR"	16	4	1	18	2	142	9	706
"2739"	216	"M"	"FR"	17	5	1	76	3	108	9	706
"2740"	216	"M"	"FR"	18	5	1	16	3	108	9	706
"2741"	216	"M"	"FR"	19	5	0	16	3	108	9	706
"2742"	216	"M"	"FR"	2	1	0	34	0	180	9	706
"2743"	216	"M"	"FR"	20	5	1	0	3	108	9	706
"2744"	216	"M"	"FR"	21	6	1	0	1	0	9	706
"2745"	216	"M"	"FR"	3	1	0	23	0	180	9	706
"2746"	216	"M"	"FR"	4	1	0	25	0	180	9	706
"2747"	216	"M"	"FR"	5	2	0	109	1	196	9	706
"2748"	216	"M"	"FR"	6	2	0	24	1	196	9	706
"2749"	216	"M"	"FR"	7	2	1	24	1	196	9	706
"2750"	216	"M"	"FR"	8	2	0	39	1	196	9	706
"2751"	216	"M"	"FR"	9	3	0	42	2	80	9	706
"2752"	217	"F"	"FR"	1	1	1	50	2	133	17	688
"2753"	217	"F"	"FR"	10	3	1	30	3	76	17	688
"2754"	217	"F"	"FR"	11	3	0	17	3	76	17	688
"2755"	217	"F"	"FR"	12	3	1	9	3	76	17	688
"2756"	217	"F"	"FR"	13	4	1	42	4	156	17	688
"2757"	217	"F"	"FR"	14	4	1	34	4	156	17	688
"2758"	217	"F"	"FR"	15	4	1	42	4	156	17	688
"2759"	217	"F"	"FR"	16	4	1	38	4	156	17	688
"2760"	217	"F"	"FR"	17	5	1	23	3	149	17	688
"2761"	217	"F"	"FR"	18	5	1	32	3	149	17	688
"2762"	217	"F"	"FR"	19	5	0	57	3	149	17	688
"2763"	217	"F"	"FR"	2	1	1	37	2	133	17	688
"2764"	217	"F"	"FR"	20	5	1	37	3	149	17	688
"2765"	217	"F"	"FR"	21	6	1	0	1	0	17	688
"2766"	217	"F"	"FR"	3	1	0	28	2	133	17	688
"2767"	217	"F"	"FR"	4	1	0	18	2	133	17	688
"2768"	217	"F"	"FR"	5	2	1	36	4	174	17	688
"2769"	217	"F"	"FR"	6	2	1	57	4	174	17	688
"2770"	217	"F"	"FR"	7	2	1	20	4	174	17	688
"2771"	217	"F"	"FR"	8	2	1	61	4	174	17	688
"2772"	217	"F"	"FR"	9	3	1	20	3	76	17	688
"2773"	218	"F"	"FR"	1	1	0	134	1	288	12	665
"2774"	218	"F"	"FR"	10	3	1	35	3	200	12	665
"2775"	218	"F"	"FR"	11	3	0	78	3	200	12	665
"2776"	218	"F"	"FR"	12	3	1	11	3	200	12	665
"2777"	218	"F"	"FR"	13	4	0	0	2	0	12	665
"2778"	218	"F"	"FR"	14	4	1	0	2	0	12	665
"2779"	218	"F"	"FR"	15	4	0	0	2	0	12	665
"2780"	218	"F"	"FR"	16	4	1	0	2	0	12	665
"2781"	218	"F"	"FR"	17	5	1	0	4	0	12	665
"2782"	218	"F"	"FR"	18	5	1	0	4	0	12	665
"2783"	218	"F"	"FR"	19	5	1	0	4	0	12	665
"2784"	218	"F"	"FR"	2	1	1	75	1	288	12	665
"2785"	218	"F"	"FR"	20	5	1	0	4	0	12	665
"2786"	218	"F"	"FR"	21	6	1	0	1	0	12	665
"2787"	218	"F"	"FR"	3	1	0	19	1	288	12	665
"2788"	218	"F"	"FR"	4	1	0	60	1	288	12	665
"2789"	218	"F"	"FR"	5	2	0	67	1	177	12	665
"2790"	218	"F"	"FR"	6	2	0	33	1	177	12	665
"2791"	218	"F"	"FR"	7	2	1	28	1	177	12	665
"2792"	218	"F"	"FR"	8	2	0	49	1	177	12	665
"2793"	218	"F"	"FR"	9	3	1	76	3	200	12	665
"2794"	219	"M"	"NL"	1	1	0	173	1	279	15	638
"2795"	219	"M"	"NL"	10	3	1	25	3	121	15	638
"2796"	219	"M"	"NL"	11	3	0	10	3	121	15	638
"2797"	219	"M"	"NL"	12	3	1	31	3	121	15	638
"2798"	219	"M"	"NL"	13	4	1	0	3	0	15	638
"2799"	219	"M"	"NL"	14	4	1	0	3	0	15	638
"2800"	219	"M"	"NL"	15	4	0	0	3	0	15	638
"2801"	219	"M"	"NL"	16	4	1	0	3	0	15	638
"2802"	219	"M"	"NL"	17	5	1	0	3	0	15	638
"2803"	219	"M"	"NL"	18	5	0	0	3	0	15	638
"2804"	219	"M"	"NL"	19	5	1	0	3	0	15	638
"2805"	219	"M"	"NL"	2	1	1	30	1	279	15	638
"2806"	219	"M"	"NL"	20	5	1	0	3	0	15	638
"2807"	219	"M"	"NL"	21	6	1	0	1	0	15	638
"2808"	219	"M"	"NL"	3	1	0	22	1	279	15	638
"2809"	219	"M"	"NL"	4	1	0	54	1	279	15	638
"2810"	219	"M"	"NL"	5	2	1	81	4	238	15	638
"2811"	219	"M"	"NL"	6	2	1	83	4	238	15	638
"2812"	219	"M"	"NL"	7	2	1	27	4	238	15	638
"2813"	219	"M"	"NL"	8	2	1	47	4	238	15	638
"2814"	219	"M"	"NL"	9	3	1	55	3	121	15	638
"2815"	22	"M"	"FR"	1	1	0	74	1	283	9	720
"2816"	22	"M"	"FR"	10	3	1	61	2	173	9	720
"2817"	22	"M"	"FR"	11	3	0	39	2	173	9	720
"2818"	22	"M"	"FR"	12	3	1	34	2	173	9	720
"2819"	22	"M"	"FR"	13	4	1	0	3	0	9	720
"2820"	22	"M"	"FR"	14	4	1	0	3	0	9	720
"2821"	22	"M"	"FR"	15	4	0	0	3	0	9	720
"2822"	22	"M"	"FR"	16	4	1	0	3	0	9	720
"2823"	22	"M"	"FR"	17	5	0	0	1	0	9	720
"2824"	22	"M"	"FR"	18	5	0	0	1	0	9	720
"2825"	22	"M"	"FR"	19	5	0	0	1	0	9	720
"2826"	22	"M"	"FR"	2	1	1	114	1	283	9	720
"2827"	22	"M"	"FR"	20	5	1	0	1	0	9	720
"2828"	22	"M"	"FR"	21	6	1	0	1	0	9	720
"2829"	22	"M"	"FR"	3	1	0	46	1	283	9	720
"2830"	22	"M"	"FR"	4	1	0	49	1	283	9	720
"2831"	22	"M"	"FR"	5	2	0	166	1	264	9	720
"2832"	22	"M"	"FR"	6	2	0	39	1	264	9	720
"2833"	22	"M"	"FR"	7	2	1	29	1	264	9	720
"2834"	22	"M"	"FR"	8	2	0	30	1	264	9	720
"2835"	22	"M"	"FR"	9	3	0	39	2	173	9	720
"2836"	220	"M"	"FR"	1	1	1	69	2	100	14	674
"2837"	220	"M"	"FR"	10	3	1	7	3	65	14	674
"2838"	220	"M"	"FR"	11	3	0	5	3	65	14	674
"2839"	220	"M"	"FR"	12	3	1	7	3	65	14	674
"2840"	220	"M"	"FR"	13	4	0	67	3	138	14	674
"2841"	220	"M"	"FR"	14	4	1	48	3	138	14	674
"2842"	220	"M"	"FR"	15	4	1	14	3	138	14	674
"2843"	220	"M"	"FR"	16	4	1	9	3	138	14	674
"2844"	220	"M"	"FR"	17	5	1	108	2	161	14	674
"2845"	220	"M"	"FR"	18	5	0	21	2	161	14	674
"2846"	220	"M"	"FR"	19	5	0	21	2	161	14	674
"2847"	220	"M"	"FR"	2	1	1	11	2	100	14	674
"2848"	220	"M"	"FR"	20	5	1	11	2	161	14	674
"2849"	220	"M"	"FR"	21	6	0	139	0	139	14	674
"2850"	220	"M"	"FR"	3	1	0	8	2	100	14	674
"2851"	220	"M"	"FR"	4	1	0	12	2	100	14	674
"2852"	220	"M"	"FR"	5	2	1	42	4	71	14	674
"2853"	220	"M"	"FR"	6	2	1	7	4	71	14	674
"2854"	220	"M"	"FR"	7	2	1	12	4	71	14	674
"2855"	220	"M"	"FR"	8	2	1	10	4	71	14	674
"2856"	220	"M"	"FR"	9	3	1	46	3	65	14	674
"2857"	221	"M"	"NL"	1	1	0	99	1	273	11	627
"2858"	221	"M"	"NL"	10	3	1	21	2	94	11	627
"2859"	221	"M"	"NL"	11	3	0	12	2	94	11	627
"2860"	221	"M"	"NL"	12	3	1	21	2	94	11	627
"2861"	221	"M"	"NL"	13	4	1	3	3	19	11	627
"2862"	221	"M"	"NL"	14	4	1	7	3	19	11	627
"2863"	221	"M"	"NL"	15	4	0	9	3	19	11	627
"2864"	221	"M"	"NL"	16	4	1	0	3	19	11	627
"2865"	221	"M"	"NL"	17	5	1	0	3	0	11	627
"2866"	221	"M"	"NL"	18	5	1	0	3	0	11	627
"2867"	221	"M"	"NL"	19	5	0	0	3	0	11	627
"2868"	221	"M"	"NL"	2	1	1	75	1	273	11	627
"2869"	221	"M"	"NL"	20	5	1	0	3	0	11	627
"2870"	221	"M"	"NL"	21	6	0	0	0	0	11	627
"2871"	221	"M"	"NL"	3	1	0	40	1	273	11	627
"2872"	221	"M"	"NL"	4	1	0	59	1	273	11	627
"2873"	221	"M"	"NL"	5	2	0	80	2	241	11	627
"2874"	221	"M"	"NL"	6	2	1	53	2	241	11	627
"2875"	221	"M"	"NL"	7	2	1	48	2	241	11	627
"2876"	221	"M"	"NL"	8	2	0	60	2	241	11	627
"2877"	221	"M"	"NL"	9	3	0	40	2	94	11	627
"2878"	222	"F"	"NL"	1	1	0	412	1	779	16	1202
"2879"	222	"F"	"NL"	10	3	1	0	4	65	16	1202
"2880"	222	"F"	"NL"	11	3	1	0	4	65	16	1202
"2881"	222	"F"	"NL"	12	3	1	0	4	65	16	1202
"2882"	222	"F"	"NL"	13	4	0	0	3	0	16	1202
"2883"	222	"F"	"NL"	14	4	1	0	3	0	16	1202
"2884"	222	"F"	"NL"	15	4	1	0	3	0	16	1202
"2885"	222	"F"	"NL"	16	4	1	0	3	0	16	1202
"2886"	222	"F"	"NL"	17	5	1	0	4	0	16	1202
"2887"	222	"F"	"NL"	18	5	1	0	4	0	16	1202
"2888"	222	"F"	"NL"	19	5	1	0	4	0	16	1202
"2889"	222	"F"	"NL"	2	1	0	152	1	779	16	1202
"2890"	222	"F"	"NL"	20	5	1	0	4	0	16	1202
"2891"	222	"F"	"NL"	21	6	0	0	0	0	16	1202
"2892"	222	"F"	"NL"	3	1	1	126	1	779	16	1202
"2893"	222	"F"	"NL"	4	1	0	89	1	779	16	1202
"2894"	222	"F"	"NL"	5	2	1	91	4	358	16	1202
"2895"	222	"F"	"NL"	6	2	1	120	4	358	16	1202
"2896"	222	"F"	"NL"	7	2	1	103	4	358	16	1202
"2897"	222	"F"	"NL"	8	2	1	44	4	358	16	1202
"2898"	222	"F"	"NL"	9	3	1	65	4	65	16	1202
"2899"	223	"F"	"FR"	1	1	0	83	0	297	6	589
"2900"	223	"F"	"FR"	10	3	0	57	0	119	6	589
"2901"	223	"F"	"FR"	11	3	0	17	0	119	6	589
"2902"	223	"F"	"FR"	12	3	0	24	0	119	6	589
"2903"	223	"F"	"FR"	13	4	1	0	2	0	6	589
"2904"	223	"F"	"FR"	14	4	1	0	2	0	6	589
"2905"	223	"F"	"FR"	15	4	0	0	2	0	6	589
"2906"	223	"F"	"FR"	16	4	0	0	2	0	6	589
"2907"	223	"F"	"FR"	17	5	0	0	1	0	6	589
"2908"	223	"F"	"FR"	18	5	0	0	1	0	6	589
"2909"	223	"F"	"FR"	19	5	0	0	1	0	6	589
"2910"	223	"F"	"FR"	2	1	0	67	0	297	6	589
"2911"	223	"F"	"FR"	20	5	1	0	1	0	6	589
"2912"	223	"F"	"FR"	21	6	1	0	1	0	6	589
"2913"	223	"F"	"FR"	3	1	0	61	0	297	6	589
"2914"	223	"F"	"FR"	4	1	0	86	0	297	6	589
"2915"	223	"F"	"FR"	5	2	0	84	2	173	6	589
"2916"	223	"F"	"FR"	6	2	1	31	2	173	6	589
"2917"	223	"F"	"FR"	7	2	1	26	2	173	6	589
"2918"	223	"F"	"FR"	8	2	0	32	2	173	6	589
"2919"	223	"F"	"FR"	9	3	0	21	0	119	6	589
"2920"	224	"F"	"FR"	1	1	0	126	2	235	9	899
"2921"	224	"F"	"FR"	10	3	1	101	2	217	9	899
"2922"	224	"F"	"FR"	11	3	0	44	2	217	9	899
"2923"	224	"F"	"FR"	12	3	1	16	2	217	9	899
"2924"	224	"F"	"FR"	13	4	0	0	1	0	9	899
"2925"	224	"F"	"FR"	14	4	1	0	1	0	9	899
"2926"	224	"F"	"FR"	15	4	0	0	1	0	9	899
"2927"	224	"F"	"FR"	16	4	0	0	1	0	9	899
"2928"	224	"F"	"FR"	17	5	0	0	1	0	9	899
"2929"	224	"F"	"FR"	18	5	0	0	1	0	9	899
"2930"	224	"F"	"FR"	19	5	0	0	1	0	9	899
"2931"	224	"F"	"FR"	2	1	1	35	2	235	9	899
"2932"	224	"F"	"FR"	20	5	1	0	1	0	9	899
"2933"	224	"F"	"FR"	21	6	0	0	0	0	9	899
"2934"	224	"F"	"FR"	3	1	1	35	2	235	9	899
"2935"	224	"F"	"FR"	4	1	0	39	2	235	9	899
"2936"	224	"F"	"FR"	5	2	1	260	3	447	9	899
"2937"	224	"F"	"FR"	6	2	0	88	3	447	9	899
"2938"	224	"F"	"FR"	7	2	1	48	3	447	9	899
