"Person"	"Gender"	"Language"	"Item"	"Problem"	"Y"	"RT"	"Y.sub"	"RT.sub"	"Y.tot"	"RT.tot"
"1"	1	"M"	"FR"	1	1	0	41	0	146	7	561
"2"	1	"M"	"FR"	10	3	0	9	0	69	7	561
"3"	1	"M"	"FR"	11	3	0	6	0	69	7	561
"4"	1	"M"	"FR"	12	3	0	13	0	69	7	561
"5"	1	"M"	"FR"	13	4	1	154	3	206	7	561
"6"	1	"M"	"FR"	14	4	1	39	3	206	7	561
"7"	1	"M"	"FR"	15	4	0	13	3	206	7	561
"8"	1	"M"	"FR"	16	4	1	0	3	206	7	561
"9"	1	"M"	"FR"	17	5	0	0	2	0	7	561
"10"	1	"M"	"FR"	18	5	1	0	2	0	7	561
"11"	1	"M"	"FR"	19	5	0	0	2	0	7	561
"12"	1	"M"	"FR"	2	1	0	55	0	146	7	561
"13"	1	"M"	"FR"	20	5	1	0	2	0	7	561
"14"	1	"M"	"FR"	21	6	1	0	1	0	7	561
"15"	1	"M"	"FR"	3	1	0	13	0	146	7	561
"16"	1	"M"	"FR"	4	1	0	37	0	146	7	561
"17"	1	"M"	"FR"	5	2	0	82	1	140	7	561
"18"	1	"M"	"FR"	6	2	0	19	1	140	7	561
"19"	1	"M"	"FR"	7	2	1	16	1	140	7	561
"20"	1	"M"	"FR"	8	2	0	23	1	140	7	561
"21"	1	"M"	"FR"	9	3	0	41	0	69	7	561
"22"	10	"M"	"NL"	1	1	0	103	1	217	8	594
"23"	10	"M"	"NL"	10	3	0	22	0	150	8	594
"24"	10	"M"	"NL"	11	3	0	24	0	150	8	594
"25"	10	"M"	"NL"	12	3	0	32	0	150	8	594
"26"	10	"M"	"NL"	13	4	1	0	4	0	8	594
"27"	10	"M"	"NL"	14	4	1	0	4	0	8	594
"28"	10	"M"	"NL"	15	4	1	0	4	0	8	594
"29"	10	"M"	"NL"	16	4	1	0	4	0	8	594
"30"	10	"M"	"NL"	17	5	1	0	2	0	8	594
"31"	10	"M"	"NL"	18	5	0	0	2	0	8	594
"32"	10	"M"	"NL"	19	5	0	0	2	0	8	594
"33"	10	"M"	"NL"	2	1	1	35	1	217	8	594
"34"	10	"M"	"NL"	20	5	1	0	2	0	8	594
"35"	10	"M"	"NL"	21	6	0	0	0	0	8	594
"36"	10	"M"	"NL"	3	1	0	26	1	217	8	594
"37"	10	"M"	"NL"	4	1	0	53	1	217	8	594
"38"	10	"M"	"NL"	5	2	0	130	1	227	8	594
"39"	10	"M"	"NL"	6	2	0	18	1	227	8	594
"40"	10	"M"	"NL"	7	2	1	15	1	227	8	594
"41"	10	"M"	"NL"	8	2	0	64	1	227	8	594
"42"	10	"M"	"NL"	9	3	0	72	0	150	8	594
"43"	100	"F"	"NL"	1	1	0	69	1	150	14	557
"44"	100	"F"	"NL"	10	3	1	20	3	132	14	557
"45"	100	"F"	"NL"	11	3	0	13	3	132	14	557
"46"	100	"F"	"NL"	12	3	1	16	3	132	14	557
"47"	100	"F"	"NL"	13	4	0	0	3	74	14	557
"48"	100	"F"	"NL"	14	4	1	43	3	74	14	557
"49"	100	"F"	"NL"	15	4	1	31	3	74	14	557
"50"	100	"F"	"NL"	16	4	1	0	3	74	14	557
"51"	100	"F"	"NL"	17	5	1	0	3	0	14	557
"52"	100	"F"	"NL"	18	5	1	0	3	0	14	557
"53"	100	"F"	"NL"	19	5	0	0	3	0	14	557
"54"	100	"F"	"NL"	2	1	0	30	1	150	14	557
"55"	100	"F"	"NL"	20	5	1	0	3	0	14	557
"56"	100	"F"	"NL"	21	6	0	0	0	0	14	557
"57"	100	"F"	"NL"	3	1	1	27	1	150	14	557
"58"	100	"F"	"NL"	4	1	0	24	1	150	14	557
"59"	100	"F"	"NL"	5	2	1	130	4	201	14	557
"60"	100	"F"	"NL"	6	2	1	24	4	201	14	557
"61"	100	"F"	"NL"	7	2	1	26	4	201	14	557
"62"	100	"F"	"NL"	8	2	1	21	4	201	14	557
"63"	100	"F"	"NL"	9	3	1	83	3	132	14	557
"64"	101	"M"	"NL"	1	1	0	217	0	435	7	768
"65"	101	"M"	"NL"	10	3	1	63	2	169	7	768
"66"	101	"M"	"NL"	11	3	0	27	2	169	7	768
"67"	101	"M"	"NL"	12	3	1	35	2	169	7	768
"68"	101	"M"	"NL"	13	4	0	0	2	0	7	768
"69"	101	"M"	"NL"	14	4	1	0	2	0	7	768
"70"	101	"M"	"NL"	15	4	0	0	2	0	7	768
"71"	101	"M"	"NL"	16	4	1	0	2	0	7	768
"72"	101	"M"	"NL"	17	5	0	0	1	0	7	768
"73"	101	"M"	"NL"	18	5	0	0	1	0	7	768
"74"	101	"M"	"NL"	19	5	0	0	1	0	7	768
"75"	101	"M"	"NL"	2	1	0	83	0	435	7	768
"76"	101	"M"	"NL"	20	5	1	0	1	0	7	768
"77"	101	"M"	"NL"	21	6	0	0	0	0	7	768
"78"	101	"M"	"NL"	3	1	0	23	0	435	7	768
"79"	101	"M"	"NL"	4	1	0	112	0	435	7	768
"80"	101	"M"	"NL"	5	2	0	66	2	164	7	768
"81"	101	"M"	"NL"	6	2	0	47	2	164	7	768
"82"	101	"M"	"NL"	7	2	1	22	2	164	7	768
"83"	101	"M"	"NL"	8	2	1	29	2	164	7	768
"84"	101	"M"	"NL"	9	3	0	44	2	169	7	768
"85"	102	"M"	"NL"	1	1	0	74	2	245	16	638
"86"	102	"M"	"NL"	10	3	1	54	3	200	16	638
"87"	102	"M"	"NL"	11	3	0	33	3	200	16	638
"88"	102	"M"	"NL"	12	3	1	71	3	200	16	638
"89"	102	"M"	"NL"	13	4	1	0	3	0	16	638
"90"	102	"M"	"NL"	14	4	1	0	3	0	16	638
"91"	102	"M"	"NL"	15	4	1	0	3	0	16	638
"92"	102	"M"	"NL"	16	4	0	0	3	0	16	638
"93"	102	"M"	"NL"	17	5	1	0	3	0	16	638
"94"	102	"M"	"NL"	18	5	1	0	3	0	16	638
"95"	102	"M"	"NL"	19	5	0	0	3	0	16	638
"96"	102	"M"	"NL"	2	1	1	36	2	245	16	638
"97"	102	"M"	"NL"	20	5	1	0	3	0	16	638
"98"	102	"M"	"NL"	21	6	1	0	1	0	16	638
"99"	102	"M"	"NL"	3	1	1	51	2	245	16	638
"100"	102	"M"	"NL"	4	1	0	84	2	245	16	638
"101"	102	"M"	"NL"	5	2	1	64	4	193	16	638
"102"	102	"M"	"NL"	6	2	1	32	4	193	16	638
"103"	102	"M"	"NL"	7	2	1	42	4	193	16	638
"104"	102	"M"	"NL"	8	2	1	55	4	193	16	638
"105"	102	"M"	"NL"	9	3	1	42	3	200	16	638
"106"	103	"M"	"NL"	1	1	0	59	0	293	9	650
"107"	103	"M"	"NL"	10	3	1	78	2	148	9	650
"108"	103	"M"	"NL"	11	3	0	22	2	148	9	650
"109"	103	"M"	"NL"	12	3	1	23	2	148	9	650
"110"	103	"M"	"NL"	13	4	1	0	3	0	9	650
"111"	103	"M"	"NL"	14	4	1	0	3	0	9	650
"112"	103	"M"	"NL"	15	4	0	0	3	0	9	650
"113"	103	"M"	"NL"	16	4	1	0	3	0	9	650
"114"	103	"M"	"NL"	17	5	1	0	2	0	9	650
"115"	103	"M"	"NL"	18	5	0	0	2	0	9	650
"116"	103	"M"	"NL"	19	5	0	0	2	0	9	650
"117"	103	"M"	"NL"	2	1	0	106	0	293	9	650
"118"	103	"M"	"NL"	20	5	1	0	2	0	9	650
"119"	103	"M"	"NL"	21	6	0	0	0	0	9	650
"120"	103	"M"	"NL"	3	1	0	26	0	293	9	650
"121"	103	"M"	"NL"	4	1	0	102	0	293	9	650
"122"	103	"M"	"NL"	5	2	1	53	2	209	9	650
"123"	103	"M"	"NL"	6	2	0	24	2	209	9	650
"124"	103	"M"	"NL"	7	2	1	106	2	209	9	650
"125"	103	"M"	"NL"	8	2	0	26	2	209	9	650
"126"	103	"M"	"NL"	9	3	0	25	2	148	9	650
"127"	104	"M"	"FR"	1	1	0	54	0	219	9	773
"128"	104	"M"	"FR"	10	3	1	18	2	83	9	773
"129"	104	"M"	"FR"	11	3	0	7	2	83	9	773
"130"	104	"M"	"FR"	12	3	1	9	2	83	9	773
"131"	104	"M"	"FR"	13	4	0	78	2	205	9	773
"132"	104	"M"	"FR"	14	4	0	91	2	205	9	773
"133"	104	"M"	"FR"	15	4	1	14	2	205	9	773
"134"	104	"M"	"FR"	16	4	1	22	2	205	9	773
"135"	104	"M"	"FR"	17	5	1	0	2	48	9	773
"136"	104	"M"	"FR"	18	5	0	20	2	48	9	773
"137"	104	"M"	"FR"	19	5	0	28	2	48	9	773
"138"	104	"M"	"FR"	2	1	0	78	0	219	9	773
"139"	104	"M"	"FR"	20	5	1	0	2	48	9	773
"140"	104	"M"	"FR"	21	6	1	0	1	0	9	773
"141"	104	"M"	"FR"	3	1	0	74	0	219	9	773
"142"	104	"M"	"FR"	4	1	0	13	0	219	9	773
"143"	104	"M"	"FR"	5	2	0	144	2	218	9	773
"144"	104	"M"	"FR"	6	2	0	29	2	218	9	773
"145"	104	"M"	"FR"	7	2	1	9	2	218	9	773
"146"	104	"M"	"FR"	8	2	1	36	2	218	9	773
"147"	104	"M"	"FR"	9	3	0	49	2	83	9	773
"148"	105	"F"	"NL"	1	1	0	36	1	135	15	588
"149"	105	"F"	"NL"	10	3	1	34	3	96	15	588
"150"	105	"F"	"NL"	11	3	0	15	3	96	15	588
"151"	105	"F"	"NL"	12	3	1	14	3	96	15	588
"152"	105	"F"	"NL"	13	4	1	52	4	149	15	588
"153"	105	"F"	"NL"	14	4	1	50	4	149	15	588
"154"	105	"F"	"NL"	15	4	1	37	4	149	15	588
"155"	105	"F"	"NL"	16	4	1	10	4	149	15	588
"156"	105	"F"	"NL"	17	5	1	48	3	103	15	588
"157"	105	"F"	"NL"	18	5	1	23	3	103	15	588
"158"	105	"F"	"NL"	19	5	0	32	3	103	15	588
"159"	105	"F"	"NL"	2	1	1	39	1	135	15	588
"160"	105	"F"	"NL"	20	5	1	0	3	103	15	588
"161"	105	"F"	"NL"	21	6	0	0	0	0	15	588
"162"	105	"F"	"NL"	3	1	0	30	1	135	15	588
"163"	105	"F"	"NL"	4	1	0	30	1	135	15	588
"164"	105	"F"	"NL"	5	2	1	34	4	105	15	588
"165"	105	"F"	"NL"	6	2	1	27	4	105	15	588
"166"	105	"F"	"NL"	7	2	1	15	4	105	15	588
"167"	105	"F"	"NL"	8	2	1	29	4	105	15	588
"168"	105	"F"	"NL"	9	3	1	33	3	96	15	588
"169"	106	"F"	"NL"	1	1	0	56	0	278	10	703
"170"	106	"F"	"NL"	10	3	1	43	3	175	10	703
"171"	106	"F"	"NL"	11	3	0	55	3	175	10	703
"172"	106	"F"	"NL"	12	3	1	44	3	175	10	703
"173"	106	"F"	"NL"	13	4	0	0	2	0	10	703
"174"	106	"F"	"NL"	14	4	1	0	2	0	10	703
"175"	106	"F"	"NL"	15	4	0	0	2	0	10	703
"176"	106	"F"	"NL"	16	4	1	0	2	0	10	703
"177"	106	"F"	"NL"	17	5	0	0	2	0	10	703
"178"	106	"F"	"NL"	18	5	0	0	2	0	10	703
"179"	106	"F"	"NL"	19	5	1	0	2	0	10	703
"180"	106	"F"	"NL"	2	1	0	58	0	278	10	703
"181"	106	"F"	"NL"	20	5	1	0	2	0	10	703
"182"	106	"F"	"NL"	21	6	0	0	0	0	10	703
"183"	106	"F"	"NL"	3	1	0	49	0	278	10	703
"184"	106	"F"	"NL"	4	1	0	115	0	278	10	703
"185"	106	"F"	"NL"	5	2	0	83	3	250	10	703
"186"	106	"F"	"NL"	6	2	1	46	3	250	10	703
"187"	106	"F"	"NL"	7	2	1	34	3	250	10	703
"188"	106	"F"	"NL"	8	2	1	87	3	250	10	703
"189"	106	"F"	"NL"	9	3	1	33	3	175	10	703
"190"	107	"M"	"FR"	1	1	0	65	0	285	6	738
"191"	107	"M"	"FR"	10	3	0	66	1	210	6	738
"192"	107	"M"	"FR"	11	3	0	63	1	210	6	738
"193"	107	"M"	"FR"	12	3	1	19	1	210	6	738
"194"	107	"M"	"FR"	13	4	0	0	1	0	6	738
"195"	107	"M"	"FR"	14	4	0	0	1	0	6	738
"196"	107	"M"	"FR"	15	4	0	0	1	0	6	738
"197"	107	"M"	"FR"	16	4	1	0	1	0	6	738
"198"	107	"M"	"FR"	17	5	1	0	2	0	6	738
"199"	107	"M"	"FR"	18	5	0	0	2	0	6	738
"200"	107	"M"	"FR"	19	5	0	0	2	0	6	738
"201"	107	"M"	"FR"	2	1	0	87	0	285	6	738
"202"	107	"M"	"FR"	20	5	1	0	2	0	6	738
"203"	107	"M"	"FR"	21	6	1	0	1	0	6	738
"204"	107	"M"	"FR"	3	1	0	45	0	285	6	738
"205"	107	"M"	"FR"	4	1	0	88	0	285	6	738
"206"	107	"M"	"FR"	5	2	0	104	1	243	6	738
"207"	107	"M"	"FR"	6	2	0	26	1	243	6	738
"208"	107	"M"	"FR"	7	2	1	86	1	243	6	738
"209"	107	"M"	"FR"	8	2	0	27	1	243	6	738
"210"	107	"M"	"FR"	9	3	0	62	1	210	6	738
"211"	108	"M"	"NL"	1	1	0	86	2	137	17	659
"212"	108	"M"	"NL"	10	3	1	11	4	92	17	659
"213"	108	"M"	"NL"	11	3	1	11	4	92	17	659
"214"	108	"M"	"NL"	12	3	1	9	4	92	17	659
"215"	108	"M"	"NL"	13	4	1	62	4	133	17	659
"216"	108	"M"	"NL"	14	4	1	47	4	133	17	659
"217"	108	"M"	"NL"	15	4	1	14	4	133	17	659
"218"	108	"M"	"NL"	16	4	1	10	4	133	17	659
"219"	108	"M"	"NL"	17	5	1	82	4	120	17	659
"220"	108	"M"	"NL"	18	5	1	16	4	120	17	659
"221"	108	"M"	"NL"	19	5	1	9	4	120	17	659
"222"	108	"M"	"NL"	2	1	1	21	2	137	17	659
"223"	108	"M"	"NL"	20	5	1	13	4	120	17	659
"224"	108	"M"	"NL"	21	6	1	0	1	0	17	659
"225"	108	"M"	"NL"	3	1	1	20	2	137	17	659
"226"	108	"M"	"NL"	4	1	0	10	2	137	17	659
"227"	108	"M"	"NL"	5	2	0	101	2	177	17	659
"228"	108	"M"	"NL"	6	2	1	18	2	177	17	659
"229"	108	"M"	"NL"	7	2	1	31	2	177	17	659
"230"	108	"M"	"NL"	8	2	0	27	2	177	17	659
"231"	108	"M"	"NL"	9	3	1	61	4	92	17	659
"232"	109	"M"	"NL"	1	1	1	118	1	238	10	604
"233"	109	"M"	"NL"	10	3	1	23	3	143	10	604
"234"	109	"M"	"NL"	11	3	0	18	3	143	10	604
"235"	109	"M"	"NL"	12	3	1	14	3	143	10	604
"236"	109	"M"	"NL"	13	4	0	0	1	0	10	604
"237"	109	"M"	"NL"	14	4	1	0	1	0	10	604
"238"	109	"M"	"NL"	15	4	0	0	1	0	10	604
"239"	109	"M"	"NL"	16	4	0	0	1	0	10	604
"240"	109	"M"	"NL"	17	5	1	0	3	0	10	604
"241"	109	"M"	"NL"	18	5	1	0	3	0	10	604
"242"	109	"M"	"NL"	19	5	0	0	3	0	10	604
"243"	109	"M"	"NL"	2	1	0	76	1	238	10	604
"244"	109	"M"	"NL"	20	5	1	0	3	0	10	604
"245"	109	"M"	"NL"	21	6	1	0	1	0	10	604
"246"	109	"M"	"NL"	3	1	0	31	1	238	10	604
"247"	109	"M"	"NL"	4	1	0	13	1	238	10	604
"248"	109	"M"	"NL"	5	2	0	99	1	223	10	604
"249"	109	"M"	"NL"	6	2	0	22	1	223	10	604
"250"	109	"M"	"NL"	7	2	1	23	1	223	10	604
"251"	109	"M"	"NL"	8	2	0	79	1	223	10	604
"252"	109	"M"	"NL"	9	3	1	88	3	143	10	604
"253"	11	"U"	"NL"	1	1	0	84	2	214	11	848
"254"	11	"U"	"NL"	10	3	1	15	3	100	11	848
"255"	11	"U"	"NL"	11	3	0	25	3	100	11	848
"256"	11	"U"	"NL"	12	3	1	12	3	100	11	848
"257"	11	"U"	"NL"	13	4	1	59	2	128	11	848
"258"	11	"U"	"NL"	14	4	1	10	2	128	11	848
"259"	11	"U"	"NL"	15	4	0	30	2	128	11	848
"260"	11	"U"	"NL"	16	4	0	29	2	128	11	848
"261"	11	"U"	"NL"	17	5	1	70	3	272	11	848
"262"	11	"U"	"NL"	18	5	1	95	3	272	11	848
"263"	11	"U"	"NL"	19	5	0	78	3	272	11	848
"264"	11	"U"	"NL"	2	1	1	40	2	214	11	848
"265"	11	"U"	"NL"	20	5	1	29	3	272	11	848
"266"	11	"U"	"NL"	21	6	0	0	0	0	11	848
"267"	11	"U"	"NL"	3	1	1	12	2	214	11	848
"268"	11	"U"	"NL"	4	1	0	78	2	214	11	848
"269"	11	"U"	"NL"	5	2	0	45	1	134	11	848
"270"	11	"U"	"NL"	6	2	0	36	1	134	11	848
"271"	11	"U"	"NL"	7	2	1	21	1	134	11	848
"272"	11	"U"	"NL"	8	2	0	32	1	134	11	848
"273"	11	"U"	"NL"	9	3	1	48	3	100	11	848
"274"	110	"M"	"FR"	1	1	0	209	2	579	13	1203
"275"	110	"M"	"FR"	10	3	1	122	3	315	13	1203
"276"	110	"M"	"FR"	11	3	0	129	3	315	13	1203
"277"	110	"M"	"FR"	12	3	1	0	3	315	13	1203
"278"	110	"M"	"FR"	13	4	0	0	2	0	13	1203
"279"	110	"M"	"FR"	14	4	1	0	2	0	13	1203
"280"	110	"M"	"FR"	15	4	0	0	2	0	13	1203
"281"	110	"M"	"FR"	16	4	1	0	2	0	13	1203
"282"	110	"M"	"FR"	17	5	1	0	3	0	13	1203
"283"	110	"M"	"FR"	18	5	1	0	3	0	13	1203
"284"	110	"M"	"FR"	19	5	0	0	3	0	13	1203
"285"	110	"M"	"FR"	2	1	1	96	2	579	13	1203
"286"	110	"M"	"FR"	20	5	1	0	3	0	13	1203
"287"	110	"M"	"FR"	21	6	0	0	0	0	13	1203
"288"	110	"M"	"FR"	3	1	1	93	2	579	13	1203
"289"	110	"M"	"FR"	4	1	0	181	2	579	13	1203
"290"	110	"M"	"FR"	5	2	1	136	3	309	13	1203
"291"	110	"M"	"FR"	6	2	0	108	3	309	13	1203
"292"	110	"M"	"FR"	7	2	1	36	3	309	13	1203
"293"	110	"M"	"FR"	8	2	1	29	3	309	13	1203
"294"	110	"M"	"FR"	9	3	1	64	3	315	13	1203
"295"	111	"M"	"NL"	1	1	0	80	0	172	9	616
"296"	111	"M"	"NL"	10	3	1	16	2	79	9	616
"297"	111	"M"	"NL"	11	3	0	7	2	79	9	616
"298"	111	"M"	"NL"	12	3	1	13	2	79	9	616
"299"	111	"M"	"NL"	13	4	0	65	1	147	9	616
"300"	111	"M"	"NL"	14	4	0	58	1	147	9	616
"301"	111	"M"	"NL"	15	4	0	13	1	147	9	616
"302"	111	"M"	"NL"	16	4	1	11	1	147	9	616
"303"	111	"M"	"NL"	17	5	1	62	2	93	9	616
"304"	111	"M"	"NL"	18	5	0	13	2	93	9	616
"305"	111	"M"	"NL"	19	5	0	18	2	93	9	616
"306"	111	"M"	"NL"	2	1	0	62	0	172	9	616
"307"	111	"M"	"NL"	20	5	1	0	2	93	9	616
"308"	111	"M"	"NL"	21	6	1	0	1	0	9	616
"309"	111	"M"	"NL"	3	1	0	12	0	172	9	616
"310"	111	"M"	"NL"	4	1	0	18	0	172	9	616
"311"	111	"M"	"NL"	5	2	1	63	3	125	9	616
"312"	111	"M"	"NL"	6	2	0	26	3	125	9	616
"313"	111	"M"	"NL"	7	2	1	19	3	125	9	616
"314"	111	"M"	"NL"	8	2	1	17	3	125	9	616
"315"	111	"M"	"NL"	9	3	0	43	2	79	9	616
"316"	112	"M"	"NL"	1	1	0	95	1	459	10	943
"317"	112	"M"	"NL"	10	3	1	51	3	138	10	943
"318"	112	"M"	"NL"	11	3	1	29	3	138	10	943
"319"	112	"M"	"NL"	12	3	0	18	3	138	10	943
"320"	112	"M"	"NL"	13	4	1	0	2	0	10	943
"321"	112	"M"	"NL"	14	4	1	0	2	0	10	943
"322"	112	"M"	"NL"	15	4	0	0	2	0	10	943
"323"	112	"M"	"NL"	16	4	0	0	2	0	10	943
"324"	112	"M"	"NL"	17	5	1	0	2	0	10	943
"325"	112	"M"	"NL"	18	5	0	0	2	0	10	943
"326"	112	"M"	"NL"	19	5	0	0	2	0	10	943
"327"	112	"M"	"NL"	2	1	1	144	1	459	10	943
"328"	112	"M"	"NL"	20	5	1	0	2	0	10	943
"329"	112	"M"	"NL"	21	6	0	0	0	0	10	943
"330"	112	"M"	"NL"	3	1	0	72	1	459	10	943
"331"	112	"M"	"NL"	4	1	0	148	1	459	10	943
"332"	112	"M"	"NL"	5	2	0	80	2	346	10	943
"333"	112	"M"	"NL"	6	2	1	84	2	346	10	943
"334"	112	"M"	"NL"	7	2	1	65	2	346	10	943
"335"	112	"M"	"NL"	8	2	0	117	2	346	10	943
"336"	112	"M"	"NL"	9	3	1	40	3	138	10	943
"337"	113	"M"	"FR"	1	1	0	103	0	272	11	525
"338"	113	"M"	"FR"	10	3	1	30	3	113	11	525
"339"	113	"M"	"FR"	11	3	0	21	3	113	11	525
"340"	113	"M"	"FR"	12	3	1	30	3	113	11	525
"341"	113	"M"	"FR"	13	4	0	0	3	0	11	525
"342"	113	"M"	"FR"	14	4	1	0	3	0	11	525
"343"	113	"M"	"FR"	15	4	1	0	3	0	11	525
"344"	113	"M"	"FR"	16	4	1	0	3	0	11	525
"345"	113	"M"	"FR"	17	5	0	0	3	0	11	525
"346"	113	"M"	"FR"	18	5	1	0	3	0	11	525
"347"	113	"M"	"FR"	19	5	1	0	3	0	11	525
"348"	113	"M"	"FR"	2	1	0	23	0	272	11	525
"349"	113	"M"	"FR"	20	5	1	0	3	0	11	525
"350"	113	"M"	"FR"	21	6	1	0	1	0	11	525
"351"	113	"M"	"FR"	3	1	0	27	0	272	11	525
"352"	113	"M"	"FR"	4	1	0	119	0	272	11	525
"353"	113	"M"	"FR"	5	2	0	69	1	140	11	525
"354"	113	"M"	"FR"	6	2	0	11	1	140	11	525
"355"	113	"M"	"FR"	7	2	1	32	1	140	11	525
"356"	113	"M"	"FR"	8	2	0	28	1	140	11	525
"357"	113	"M"	"FR"	9	3	1	32	3	113	11	525
"358"	114	"F"	"NL"	1	1	0	223	1	442	15	815
"359"	114	"F"	"NL"	10	3	1	34	3	168	15	815
"360"	114	"F"	"NL"	11	3	0	26	3	168	15	815
"361"	114	"F"	"NL"	12	3	1	37	3	168	15	815
"362"	114	"F"	"NL"	13	4	1	0	4	0	15	815
"363"	114	"F"	"NL"	14	4	1	0	4	0	15	815
"364"	114	"F"	"NL"	15	4	1	0	4	0	15	815
"365"	114	"F"	"NL"	16	4	1	0	4	0	15	815
"366"	114	"F"	"NL"	17	5	1	0	3	0	15	815
"367"	114	"F"	"NL"	18	5	1	0	3	0	15	815
"368"	114	"F"	"NL"	19	5	1	0	3	0	15	815
"369"	114	"F"	"NL"	2	1	1	91	1	442	15	815
"370"	114	"F"	"NL"	20	5	0	0	3	0	15	815
"371"	114	"F"	"NL"	21	6	1	0	1	0	15	815
"372"	114	"F"	"NL"	3	1	0	37	1	442	15	815
"373"	114	"F"	"NL"	4	1	0	91	1	442	15	815
"374"	114	"F"	"NL"	5	2	1	67	3	205	15	815
"375"	114	"F"	"NL"	6	2	0	46	3	205	15	815
"376"	114	"F"	"NL"	7	2	1	48	3	205	15	815
"377"	114	"F"	"NL"	8	2	1	44	3	205	15	815
"378"	114	"F"	"NL"	9	3	1	71	3	168	15	815
"379"	115	"F"	"NL"	1	1	0	180	0	378	8	679
"380"	115	"F"	"NL"	10	3	0	30	2	113	8	679
"381"	115	"F"	"NL"	11	3	0	9	2	113	8	679
"382"	115	"F"	"NL"	12	3	1	15	2	113	8	679
"383"	115	"F"	"NL"	13	4	0	0	1	0	8	679
"384"	115	"F"	"NL"	14	4	1	0	1	0	8	679
"385"	115	"F"	"NL"	15	4	0	0	1	0	8	679
"386"	115	"F"	"NL"	16	4	0	0	1	0	8	679
"387"	115	"F"	"NL"	17	5	1	0	2	0	8	679
"388"	115	"F"	"NL"	18	5	0	0	2	0	8	679
"389"	115	"F"	"NL"	19	5	0	0	2	0	8	679
"390"	115	"F"	"NL"	2	1	0	66	0	378	8	679
"391"	115	"F"	"NL"	20	5	1	0	2	0	8	679
"392"	115	"F"	"NL"	21	6	1	0	1	0	8	679
"393"	115	"F"	"NL"	3	1	0	59	0	378	8	679
"394"	115	"F"	"NL"	4	1	0	73	0	378	8	679
"395"	115	"F"	"NL"	5	2	0	122	2	188	8	679
"396"	115	"F"	"NL"	6	2	1	28	2	188	8	679
"397"	115	"F"	"NL"	7	2	1	18	2	188	8	679
"398"	115	"F"	"NL"	8	2	0	20	2	188	8	679
"399"	115	"F"	"NL"	9	3	1	59	2	113	8	679
"400"	116	"M"	"FR"	1	1	0	50	1	96	8	572
"401"	116	"M"	"FR"	10	3	0	7	1	87	8	572
"402"	116	"M"	"FR"	11	3	0	16	1	87	8	572
"403"	116	"M"	"FR"	12	3	1	12	1	87	8	572
"404"	116	"M"	"FR"	13	4	0	72	1	174	8	572
"405"	116	"M"	"FR"	14	4	1	57	1	174	8	572
"406"	116	"M"	"FR"	15	4	0	33	1	174	8	572
"407"	116	"M"	"FR"	16	4	0	12	1	174	8	572
"408"	116	"M"	"FR"	17	5	1	0	2	46	8	572
"409"	116	"M"	"FR"	18	5	0	15	2	46	8	572
"410"	116	"M"	"FR"	19	5	0	31	2	46	8	572
"411"	116	"M"	"FR"	2	1	0	31	1	96	8	572
"412"	116	"M"	"FR"	20	5	1	0	2	46	8	572
"413"	116	"M"	"FR"	21	6	1	0	1	0	8	572
"414"	116	"M"	"FR"	3	1	1	5	1	96	8	572
"415"	116	"M"	"FR"	4	1	0	10	1	96	8	572
"416"	116	"M"	"FR"	5	2	1	105	2	169	8	572
"417"	116	"M"	"FR"	6	2	0	14	2	169	8	572
"418"	116	"M"	"FR"	7	2	1	23	2	169	8	572
"419"	116	"M"	"FR"	8	2	0	27	2	169	8	572
"420"	116	"M"	"FR"	9	3	0	52	1	87	8	572
"421"	117	"M"	"NL"	1	1	1	85	4	387	21	662
"422"	117	"M"	"NL"	10	3	1	14	4	90	21	662
"423"	117	"M"	"NL"	11	3	1	16	4	90	21	662
"424"	117	"M"	"NL"	12	3	1	11	4	90	21	662
"425"	117	"M"	"NL"	13	4	1	0	4	0	21	662
"426"	117	"M"	"NL"	14	4	1	0	4	0	21	662
"427"	117	"M"	"NL"	15	4	1	0	4	0	21	662
"428"	117	"M"	"NL"	16	4	1	0	4	0	21	662
"429"	117	"M"	"NL"	17	5	1	0	4	0	21	662
"430"	117	"M"	"NL"	18	5	1	0	4	0	21	662
"431"	117	"M"	"NL"	19	5	1	0	4	0	21	662
"432"	117	"M"	"NL"	2	1	1	150	4	387	21	662
"433"	117	"M"	"NL"	20	5	1	0	4	0	21	662
"434"	117	"M"	"NL"	21	6	1	0	1	0	21	662
"435"	117	"M"	"NL"	3	1	1	68	4	387	21	662
"436"	117	"M"	"NL"	4	1	1	84	4	387	21	662
"437"	117	"M"	"NL"	5	2	1	84	4	185	21	662
"438"	117	"M"	"NL"	6	2	1	27	4	185	21	662
"439"	117	"M"	"NL"	7	2	1	18	4	185	21	662
"440"	117	"M"	"NL"	8	2	1	56	4	185	21	662
"441"	117	"M"	"NL"	9	3	1	49	4	90	21	662
"442"	118	"M"	"NL"	1	1	0	24	1	128	11	668
"443"	118	"M"	"NL"	10	3	1	16	2	94	11	668
"444"	118	"M"	"NL"	11	3	0	8	2	94	11	668
"445"	118	"M"	"NL"	12	3	1	8	2	94	11	668
"446"	118	"M"	"NL"	13	4	0	189	1	259	11	668
"447"	118	"M"	"NL"	14	4	0	37	1	259	11	668
"448"	118	"M"	"NL"	15	4	0	14	1	259	11	668
