2af,5,5,4,5,3,3,5,6,2.5,2,2,1,2,3,6,6,4,4,5,4,4,6,4,5,2,2,3,3,6,6,0,1,4.5,5,17,17
2af,5,4,4,3,3,2,5,4,4,3,2,1,5,4,5,3,4,2,2,2,3,3,3,3,1,0.5,1,2,1,2,2,2,6,6,18,18
2af,5,4.5,4.5,4.5,3,2,3,4,4,4,1,1,4,4,6,6,4,3,4,3,3,4,4,4,2,1.5,2,3,3,3,2,2,6,6,20,20
2af,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2,2,2,3,0,0,0,0,0,0,11,11
2af,5,4,4,4,3,2.5,1,2,3,2,0,0,2,2,0,0,1,1.5,4,3,3,3,0,0,2,1.5,3,2,3,4,0,0,4,5,15,15
2af,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
2af,5,5,3,4,3,2.5,0,0,2.5,2,0,0,0,0,0,1,1,1,4,2,3,2,0,0,2,1.5,2,2,0,0,0,0,0,0,13,13
2af,1.5,2,0,0,2,2,0,0,4,3,0,0,2,0,0,0,0,0,5,2,1,2,0,0,0,0.5,0,0,0,0,0,0,0,0,12,13
2af,4,4.5,2.5,3,3,3,5,5,4,4,2,1,0,0,4,4,3.5,4,3,2,2,2,1,0,1,1.5,3,2,5,5,0,0,6,6,17,17
2af,3,3,4,3,2,1.5,1,0,1,0.5,0,0,2,1,5,2,3,2.5,3,1,3,5,1,3,1,1,3,3,6,3,0,0,4,4,14,15
2af,5,4,3,3,2,1.5,0,0,4,3.5,0.5,0,4,3,5,8,1,1,3,2,3,4,0,0,2,2,2,3,1,0,0,0,0,0,15,15
2af,5,5,3,2,2,3,3,0,4,2,2,1,0,0,3,3,4,3,1,0,3,4,0,0,2,1.5,0,0,2,0,2,2,3,4,9,9
2af,5,5,4.5,4,3,3,6,7,3.5,4,1,1,5,5,6,7,4,4,5,5,4,6,5,5,2,2,3,3,6,4,0,0,5,6,19,19
2af,2,2.5,0,0,1,1.5,2,0,3,1,2,2,0,0,3,3,0,0,1,0,0,2,0,0,1.5,1,2,3,1,0,0,0,0,0,11,12
2af,5,5,4,5,1.5,1.5,2,0,4,2,2,0,1,2,6,4,4,4,2,1,4,4,4,4,2,2,2,1.5,3,3,2,2,5,6,15,15
2af,5,5,4,4,2,2,3.5,4,3.5,4,2,1,5,4,5,5,4,3,4.5,2,5,4,3.5,3.5,2,2,2.5,3,5,5,0,0,0,0,19,19
