2bd,1,0,1.5,0,2.5,1.5,0.5,1,3,2,0.5,1,1,2,0,0,1.5,0,0.5,1,0.5,0,0,0,0,1,2.5,1,2,0,0,0,0,1,13,13
2bd,5,5,4.5,5,3,2,6.5,5,3.5,4,1,1,5.5,4,6,6,3.5,4,3.5,3,5,4,0,0,2,2,2,3,3.5,3,0,1,6,5,16,16
2bd,4,5,5,5,3,2,6,5,3.5,3,0.5,0,5,4,8,6,4,4,3,3,4,4,3.5,3,2,2,3,3,5,4,1.5,2,4,4,16,16
2bd,5,5,3.5,5,0,1.5,0,0,3.5,3,1,1,1.5,0,7,4,3,3.5,1.5,3,3,3,4.5,3,0.5,0,0,0,2,1,0,0,5,4,15,15
2bd,4,5,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0.5,0.5,2,2,2,0,2,1,2,2,1,1.5,1,1,0,0,0,0,13,13
2bd,4,4,0,1,3,1.5,0,0,3.5,2,0,0,2,2,0,0,3,3,1,2,2,2,0.5,0,1,1,1.5,1.5,0,0,0,0,0,0,10,10
2bd,4.5,4.5,4,4,2.5,2,1.5,2,3.5,3,1,0,5.5,3,5,3,0.5,1,1,2,2,1,0.5,1,2,2,3,3,4,4,0,0,0,1,15,15
2bd,0,0,0,0,2,1.5,0.5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0.5,1.5,0.5,0,0,0,0,0,9,9
2bd,5,5,5,5,3,2,4,4,4,4,0,1,6,4,8,7,4,4,5,4,6,6,4,4,2,2,2,2,4,3,2,2,5.5,6,20,20
2bd,3.5,3.5,4.5,3,2,2,1,1,2,2,0,0,0,0,8,6,2.5,3.5,3,2,3.5,3,0,0,2,2,3,2,2.5,4,0,0,4,3,14,14
2bd,5,5,4,5,3,3,7,7,3.5,4,0,1,3,3,6,6,3.5,4,2,2,3,5,0,0,2,2,2,1.5,2,3,2,2,4,3,14,14
2bd,5,5,5,5,2.5,1.5,4,4,3,3.5,2,1,0,0,8,6,4,4,3.5,4,4,4,0,0,2,2,2,1.5,3.5,4,1,2,6,5,0,0
2bd,3.5,4,4.5,4,2.5,3,5,6,4,4,1,1,3,3,8,6,3.5,4,4.5,4,3,5,2,3,2,2,1.5,1.5,2,2,1.5,2,6,5,18,18
2bd,4,4.5,4,5,1,1.5,0,0,2,3,1.5,1,0.5,0,6,4,1,2,1,1,2,3,0,0,1.5,1.5,2,1.5,2,2,0,1,4,4,10,10
2bd,0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,0,6,2,1,0,5,2,0,0,0,0,2,2,0,1,2,0,0,0,0,3,8,8
2bd,5,5,4.5,5,3,3,7,7,3,4,1.5,1,5,3,8,8,4,4,2,3,6,6,4.5,5,2,2,3,2,4,6,2,2,3.5,4,20,20
