2ad,2,1,3.5,2,2,2,4.5,2,3,4,2,1,2,1.5,4,6,0.5,1,4,4,4,4,0,0,2,2,3,1.5,2,3,0,1,4.5,4.5,12,12
2ad,4,3.5,3,4,2,2.5,3,2,4,2.5,1,1,5,3,3,3,3,3,3,1,0,0,0,1,2,2,3,3,2,1.5,0,0,0,0,14,14
2ad,3,4.5,2,3.5,2,3,5,3,2,4,1,2,3,2,3,5.5,1,1.5,3,4,2,2,2,0,2,2,2,1.5,2,1,1,0.5,5,5.5,16,16
2ad,5,5,4,3.5,1.5,1.5,2,0,2,2,1,1,0,0,0,0,3,4,3,5,1,1,1,3,2,2,3,1.5,2,2,0,0,0,2,14,14
2ad,5,4,2,4,1.5,1,0,0,4,2,0,0,0,0,0,0,3,3.5,3,3,3,1.5,0,0,2,0,3,1.5,3,2,0,0,5,4,15,15
2ad,4,5,3,5,3,2.5,0,0,1,1,1,1,0,0,3,6,2,2,4,5,2,2,2,2.5,2,2,3,1.5,0,0,0,0,0,0,13,13
2ad,1,0,0,0,1.5,0,0,0,0,2,2,1,2,1,0,0,0,1,4,1,0,0.5,0,0,0.5,0,1.5,1.5,3,0,0,0,0,3,8,8
2ad,5,5,4,5,3,3,4,3,2.5,2,0,0,0,0,5,6,3,4,4,3,3,2,5,3.5,2,2,3,1.5,3,3,2,2,3,5,13,13
2ad,5,5,4.5,5,3,3,6,3.5,3,3.5,0,0,6,2,6,8,4,4,5,4.5,5,5,4,3.5,2,2,2.5,1.5,4,5,2,2,6,5.5,20,20
2ad,4,5,3,2,1.5,0,4,1.5,0,3,1,0.5,2,2,0,2,2,2,2,2.5,3,1.5,0,0,1.5,2,2,2.5,4,3,0,0,5,5.5,12,12
2ad,5,2.5,2,0,2,0,0,0,2,3.5,1,0,0,0,0,0,0.5,0,1,0,0,0,0,0,2,1.5,0.5,0,2,0,0,0,0,0,9,9
2ad,5,5,4,4,3,2,2,3,2,3.5,2,1.5,4,1.5,4,6,4,4,3,3,4,4.5,0,0,2,2,3,2,4,3,0,0,0,4.5,17,17
2ad,5,4.5,4,5,3,3,0,0,3,3,2,1.5,4,2,5,6,1,1,5,2,0,0,0,0,2,2,3,1.5,2,2.5,0,0,0,1.5,14,14
2ad,4,4,4,3.5,2,2.5,0,1.5,2,1.5,0,0,0,0,0,0,2,3.5,1,1,2,0,0,0,2,2,3,0,0,0,0,0,0,0,13,13
2ad,4,3,4,4.5,3,3,6,5.5,4,3.5,0.5,0.5,5,5.5,7,6,4,4,5,2.5,5,2.5,4,2,2,2,2,3,4,5,0,0,5,4.5,19,19
2ad,2,4,3,3,2,1.5,3,4,2,1.5,0,0,2,0,2,4,4,3,0,0,3,4,2,1,2,2,1,1,2,3,0,0,2,1.5,18,18
