V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
-72.4308105765696,-72.1120746781758,-72.1543813492498,-72.8116095543637,-72.5597134391654,-71.9983157096458,-72.7352809490738,-72.3729368799671,-72.5769057859829,-71.7419808371693
-75.4630474865411,-74.6726462253131,-74.465897149179,-74.5419244445065,-75.3664723478479,-75.1040669383644,-75.4626994577729,-74.5198238499866,-74.5459221266368,-74.9415911995414
-40.0115915168733,-40.2483234570648,-40.3670629155494,-40.2549688108918,-40.1635792386693,-40.1942572380292,-40.3593001008093,-40.2272694559995,-40.6363077229199,-40.6173250696067
-29.8156538617027,-29.3570573952455,-29.4253012791739,-29.2589882910938,-29.4830404521529,-29.8497232548286,-30.1152516052354,-30.1559064632235,-30.1185090848845,-29.9276178783787
-29.2989883135609,-28.3793991335946,-27.7882660062235,-29.2624500215485,-28.6844660946542,-28.0506132356662,-28.2558482426492,-28.6294723024512,-28.2344094349757,-28.4026949690063
-61.2520497799079,-59.9876694547139,-61.2063467760943,-61.0955658118915,-60.659374953503,-61.2404926329346,-61.0169111756237,-61.6211475242046,-61.442091180667,-60.805479826545
-73.6858506836313,-73.7693535058328,-72.884830750803,-73.467244730883,-74.071514651846,-74.0342384980917,-73.3885358583439,-73.4253542692584,-74.6215074512083,-73.9441709238491
-67.3652956559845,-66.1655385727137,-66.60037034249,-66.6038463094415,-67.4593657229728,-66.6699356078013,-68.2461186076443,-66.4466529983098,-66.5115087118041,-67.3053383984871
15.7205971797933,15.7494947307221,15.3641831693607,15.9290081414952,15.5457650891115,16.4504987417425,15.181039458893,16.1575027772136,16.0190550913754,15.7914519433581
42.0383215436794,43.0497421253065,42.2760094824307,42.2483322592513,41.7315051657518,42.9263438689291,41.925348353009,41.7432018612477,42.2878863549501,42.059017900153
79.6815156692999,78.8672543363836,79.0297308396747,79.0932969676121,78.268678145404,78.9704281668779,78.6703056517523,80.0673299316898,78.7313874750138,79.122492184428
15.1487871734915,14.6390776767658,16.3103551346822,15.3883350880115,14.0936702332041,15.0056655641759,14.909357339905,14.719621539189,14.8910435967665,15.9262224100532
-7.34023344223294,-8.55836371885093,-6.32742505057516,-7.05618099904652,-4.82551829399259,-6.71593097984309,-5.68537239385815,-4.2011110335498,-4.63704215388794,-6.62908981322305
13.7749319560476,11.7600664451842,10.5994076519779,13.3447831258929,13.5162690777841,10.7038636079524,10.7515609151937,13.3667567863696,13.2845279058839,11.0927914330159
-11.5619968785041,-9.67925511814629,-10.7889452721135,-11.9467290099021,-8.26273689279089,-12.1420699207043,-8.23549685874095,-8.53853108425732,-11.1076865949717,-11.0487158133622
50.2020380831397,47.9592150192533,47.3924263015602,47.2185099050737,45.5948527405461,49.1747899665208,47.8065794004787,46.0586017202013,45.5261986395871,49.311868707056
-6.18168533937227,-5.87148008782552,-5.2114060445535,-3.71628089401455,-3.69020404297795,-4.53363583116059,-2.20537332638054,-8.17676799990304,-2.80670887995726,-5.16926046518208
