V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
-71.7837909387201,-71.4941228688568,-71.4664527907912,-72.1523992436285,-71.9158837679335,-71.3464315395682,-72.1126417722745,-71.8013865676787,-71.9528134708916,-71.1369641184061
-75.3742971912047,-74.6049112498359,-74.3613137284051,-74.4551500357501,-75.3163542814455,-75.0403722448347,-75.3569745271817,-74.42840370356,-74.4620520183132,-74.8265538620336
-40.5898449746913,-40.8729560852577,-40.9293359815684,-40.8110456052254,-40.7055515072819,-40.8184172684447,-40.971364724983,-40.7888535215499,-41.2075308910553,-41.197683365309
-31.1147676478989,-30.756172417844,-30.7844709284553,-30.5965519921706,-30.892612222309,-31.3015328588181,-31.5221337908074,-31.5258997106627,-31.511171523607,-31.280920287101
-29.6759700032149,-28.8766620673327,-28.1886717509515,-29.7688829911044,-29.1059257191835,-28.4564752122428,-28.7385582274064,-29.1797855628957,-28.5893374701589,-28.8869498203615
-61.7384827720725,-60.5315282612389,-61.751617637621,-61.6657730031378,-61.1899847211987,-61.6385247569173,-61.5656613658471,-62.0950388058534,-61.9736302089988,-61.3372992666344
-74.3717386352987,-74.551038149183,-73.6076837659941,-74.1251368984791,-74.7587492801624,-74.6715529334084,-74.1970907629311,-74.1518846460908,-75.2597808522212,-74.6210465754056
-68.2019132485942,-67.0005116456956,-67.3767739551467,-67.3247848369285,-68.2513395976692,-67.4021503477291,-68.9484382084978,-67.1909450465859,-67.218494378405,-68.00361901144
14.3844724230098,14.465340798154,14.0778291451524,14.5159112852667,14.1945939183346,15.1050523945396,14.0063727581958,14.8087450012701,14.7379286537433,14.4791212740398
40.8376234578775,41.8271918334008,41.0088453334133,41.0503339390466,40.518978753055,41.7482524609804,40.7016922534241,40.5265713408177,41.0296451241496,40.8971004445421
82.5641267101985,82.0000191414175,82.0399831485006,82.0828614744917,81.2259562376976,81.9084342571476,81.5396516450904,82.938630599012,81.6194074761682,82.1631079935658
14.1003428040137,13.6253008966058,15.2983148264124,14.3903549005962,13.1756461485508,14.0593860648392,13.9458226841918,13.6980267413649,13.9424778646481,14.957190241148
-7.83178583847511,-8.94685880493779,-6.51168531105102,-7.51070422739672,-5.18198412942254,-7.08048446834971,-6.26126661223746,-4.62258281059178,-4.85127816320457,-7.16571729693744
13.8677082053787,11.7617305014917,10.5445740272712,13.2553668973361,13.6248676141989,10.6707481447886,10.7343669193398,13.3178848344956,13.3406073741304,11.1074361634189
-12.8915737106715,-11.0533853179002,-12.3648133916983,-13.1539474822654,-9.59961531298642,-13.4175404990051,-9.71322588982835,-10.0524077389802,-12.3772237030593,-12.311013927681
48.2010782952235,46.4715334700958,45.4280110324187,44.4517362497364,43.7387758071954,47.3485605746658,46.5100323281937,44.461703389417,43.3636412934287,47.3114680853729
-7.49510952451883,-5.83633580921638,-5.7786795727365,-4.45696154609251,-4.21048677537538,-4.10506239441494,-3.42931518023147,-8.77786849640685,-3.38696450563614,-5.71480584938851
